asset_id,ticker,company_name,search_key,status,reason,lei,legal_name,country,match_tier,candidate_count_after_fix,candidate_countries,phase,created_at_utc
U12498,FORTl,Forterra PLC,FORTERRA,resolved,tier1_single_issued_registration_among_exact_matches,213800O5DD6ATBVJAD23,FORTERRA PLC,GB,tier1_single_issued,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:52+00:00
U12504,FPE3d,FUCHS SE,FUCHS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900SNF9E1P5ZO4P98,FUCHS SE,DE,tier2_legal_form_match,3,AT|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:53+00:00
U12523,FREYp,Frey,FREY,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,969500JTN8BU5BW6UW36,FREY,FR,tier2_legal_form_match,2,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:55+00:00
U12529,FROo,Frontline PLC,FRONTLINE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493004BCIKYU1YL3H63,FRONTLINE PLC,CY,tier2_legal_form_match,4,BE|CY|IN|KY,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:56+00:00
U12535,FRp,Valeo SE,VALEO,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:57+00:00
U12577,FUTRl,Future PLC,FUTURE,resolved,tier1_single_issued_registration_among_exact_matches,549300HBV7IF05MAHI48,FUTURE,BE,tier1_single_issued,2,BE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:59+00:00
U12592,FXPOl,Ferrexpo PLC,FERREXPO,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800CEDKSNUTPAQZ41,FERREXPO PLC,GB,tier2_legal_form_match,2,CH|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:00:59+00:00
U12614,GALEz,Galenica AG,GALENICA,resolved,tier1_single_issued_registration_among_exact_matches,506700W4772BD8016Z20,Galenica AG,CH,tier1_single_issued,2,CH|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:00+00:00
U12617,GAMp,Gaumont SA,GAUMONT,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:01+00:00
U12662,GDWNl,Goodwin PLC,GOODWIN,resolved,tier1_single_issued_registration_among_exact_matches,213800N4T1NMSJ57B322,GOODWIN PLC,GB,tier1_single_issued,2,GB|IM,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:02+00:00
U12671,GEAp,GEA,GEA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,5,AI|FR|HK|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:04+00:00
U12706,GFz,Georg Fischer AG,GEORG FISCHER,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BE|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:05+00:00
U12734,GIVNz,Givaudan SA,GIVAUDAN,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800SVRMQA1TD91D41,GIVAUDAN SA,CH,tier2_legal_form_match,2,CH|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:07+00:00
U12754,GLENl,Glencore PLC,GLENCORE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138002658CPO9NBH955,GLENCORE PLC,JE,tier2_legal_form_match,2,CH|JE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:08+00:00
U12756,GLEp,Societe Generale SA,SOCIETE GENERALE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,894500BTKQ6SLMZ7GQ10,SOCIETE GENERALE S.A.,IE,tier2_legal_form_match,3,FR|GB|IE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:11+00:00
U12799,GODo,Goodtech ASA,GOODTECH,resolved,tier1_single_issued_registration_among_exact_matches,5967007LIEEXZXFGWW36,GOODTECH ASA,NO,tier1_single_issued,2,FR|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:11+00:00
U12800,GOFORh,Gofore Oyj,GOFORE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,743700JIW1LAUZDH9012,Gofore Oyj,FI,tier2_legal_form_match,2,DE|FI,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:12+00:00
U12817,GPIm,GPI SpA,GPI,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,815600320CCB55749A30,GPI S.P.A.,IT,tier2_legal_form_match,3,FR|IT|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:13+00:00
U12864,GVSm,GVS SpA,GVS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,81560013EACB40B52D17,GVS S.P.A.,IT,tier2_legal_form_match,3,DE|IT|MH,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:15+00:00
U12875,GYLo,Gyldendal ASA,GYLDENDAL,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXHQPC18,GYLDENDAL ASA,NO,tier2_legal_form_match,2,DK|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:15+00:00
U12909,HASl,Hays PLC,HAYS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800QC8AWD4BO8TH08,HAYS PLC,GB,tier2_legal_form_match,2,DE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:16+00:00
U12920,HBRl,Harbour Energy PLC,HARBOUR ENERGY,resolved,tier1_single_issued_registration_among_exact_matches,213800YPC42DYBKVPF97,HARBOUR ENERGY PLC,GB,tier1_single_issued,2,GB|KY,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:18+00:00
U12969,HERm,Hera SpA,HERA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,8156009414FD99443B48,HERA S.P.A.,IT,tier2_legal_form_match,13,BE|BM|DE|FR|IT|MC|NL,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:20+00:00
U12971,HEXABs,Hexagon AB,HEXAGON,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,IT|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:21+00:00
U12985,HIABh,Hiab Oyj,HIAB,resolved,tier1_single_issued_registration_among_exact_matches,5493002B0GOVF42KWX33,Hiab Oyj,FI,tier1_single_issued,3,FI|GB|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:22+00:00
U12987,HICLl,Hicl Infrastructure PLC,HICL INFRASTRUCTURE,resolved,tier1_single_issued_registration_among_exact_matches,213800BVXR1E5L7PEV94,HICL INFRASTRUCTURE PLC,GB,tier1_single_issued,2,GB|GG,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:22+00:00
U13067,HOFIs,Hoist Finance AB,HOIST FINANCE,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,NL|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:24+00:00
U13079,HOp,Thales SA,THALES,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,254900IKOORIL9HLEX88,Thales SA,CH,tier2_legal_form_match,5,BE|CH|DE|FR|NL,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:25+00:00
U13119,HSXl,Hiscox Ltd,HISCOX,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493007JXOLJ0QCY2D70,HISCOX LTD,BM,tier2_legal_form_match,3,BM|GB|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:26+00:00
U13120,HTGl,Hunting PLC,HUNTING,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138008S5FL78ITZRN66,HUNTING PLC,GB,tier2_legal_form_match,2,BS|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:27+00:00
U13129,HTWSl,Helios Towers PLC,HELIOS TOWERS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800DGC7GS4XCHCU30,HELIOS TOWERS PLC,GB,tier2_legal_form_match,2,GB|MU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:29+00:00
U13138,HUMs,Humana AB,HUMANA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300A5X3MXUDS67N81,Humana AB,SE,tier2_legal_form_match,3,DE|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:30+00:00
U13293,ICGl,ICG PLC,ICG,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300OGASR5WRKJ8R68,ICG PLC,GB,tier2_legal_form_match,2,GB|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:31+00:00
U13302,ICP1Vh,Incap Oyj,INCAP,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,7437004GENTTQHMNQ407,Incap Oyj,FI,tier2_legal_form_match,2,FI|IN,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:32+00:00
U13560,INDTs,Indutrade AB,INDUTRADE,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,DE|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:33+00:00
U13584,INFl,Informa PLC,INFORMA,resolved,tier1_single_issued_registration_among_exact_matches,5493006VM2LKUPSEDU20,INFORMA PLC,GB,tier1_single_issued,2,FR|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:34+00:00
U13608,INVEAs,Investor AB,INVESTOR,resolved,tier1_single_issued_registration_among_exact_matches,549300VEBQPHRZBKUX38,Investor Aktiebolag,SE,tier1_single_issued,2,NZ|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:35+00:00
U13611,INVPl,Investec PLC,INVESTEC,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138007Z3U5GWDN3MY22,INVESTEC PLC,GB,tier2_legal_form_match,4,AT|FR|GB|ZA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:37+00:00
U13620,IOTm,Seco SpA,SECO,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,8156008C44408AB6D716,SECO S.P.A.,IT,tier2_legal_form_match,4,DE|ES|FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:38+00:00
U13625,IPCl,International Paper Co,INTERNATIONAL PAPER,resolved,tier1_single_issued_registration_among_exact_matches,824LMFJDH41EY779Q875,INTERNATIONAL PAPER COMPANY,US,tier1_single_issued,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:40+00:00
U13630,IPNp,Ipsen SA,IPSEN,resolved,tier1_single_issued_registration_among_exact_matches,549300M6SGDPB4Z94P11,IPSEN,FR,tier1_single_issued,4,BE|FR|GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:41+00:00
U13642,IPSp,IPSOS SA,IPSOS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,6,BE|CA|DE|FR|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:42+00:00
U13676,IREm,Iren SpA,IREN,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,8156001EBD33FD474E60,IREN S.P.A.,IT,tier2_legal_form_match,3,AU|FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:43+00:00
U13723,ISHAd,Intershop Communications AG,INTERSHOP COMMUNICATIONS,resolved,tier1_single_issued_registration_among_exact_matches,5299009E3J3ZK6P0GX20,INTERSHOP Communications Aktiengesellschaft,DE,tier1_single_issued,2,DE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:44+00:00
U13747,ISs,Image Systems AB,IMAGE SYSTEMS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900N708O043JCCO23,Image Systems AB,SE,tier2_legal_form_match,2,MT|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:46+00:00
U13757,ITERAo,Itera ASA,ITERA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXFZFK03,ITERA ASA,NO,tier2_legal_form_match,3,IT|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:46+00:00
U13850,IVSOs,INVISIO AB,INVISIO,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,54930054EB7KX3MY2Q11,INVISIO AB,SE,tier2_legal_form_match,2,DK|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:47+00:00
U13973,JMATl,Johnson Matthey PLC,JOHNSON MATTHEY,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138001AVBSD1HSC6Z10,JOHNSON MATTHEY PLC,GB,tier2_legal_form_match,4,FR|GB|US|ZA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:49+00:00
U13979,JMs,JM AB,JM,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900X0UEM9DOM6FK12,JM AB,SE,tier2_legal_form_match,2,FR|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:50+00:00
U13981,JNJd,Johnson & Johnson,JOHNSON & JOHNSON,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300G0CFPGEF6X2043,Johnson & Johnson,US,tier2_legal_form_match,7,CA|CH|DE|ES|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:51+00:00
U14085,JTCl,JTC PLC,JTC,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800DVUG4KLF2ASK33,JTC PLC,JE,tier2_legal_form_match,2,JE|SG,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:53+00:00
U14094,JUN3d,Jungheinrich AG,JUNGHEINRICH,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900CDPYBE472PE509,Jungheinrich AG,CH,tier2_legal_form_match,3,BE|CH|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:54+00:00
U14106,KALMAh,Kalmar Oyj,KALMAR,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,636700Z25ZQXLMZ3CY73,Kalmar Oyj,FI,tier2_legal_form_match,2,FI|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:55+00:00
U14120,KCRh,Konecranes Oyj,KONECRANES,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300EF0CDEQZBMA096,Konecranes Oyj,FI,tier2_legal_form_match,6,BE|CH|DE|FI|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:56+00:00
U14140,KIDo,Kid ASA,KID,resolved,tier1_single_issued_registration_among_exact_matches,5967007LIEEXZXH53K17,KID ASA,NO,tier1_single_issued,2,FR|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:57+00:00
U14147,KLAd,KLA Corp,KLA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:58+00:00
U14149,KLINz,Klingelnberg AG,KLINGELNBERG,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5299006LD35WX0UCKR92,Klingelnberg AG,CH,tier2_legal_form_match,2,CH|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:01:59+00:00
U14150,KLRl,Keller Group PLC,KELLER GROUP,resolved,tier1_single_issued_registration_among_exact_matches,549300QO4MBL43UHSN10,KELLER GROUP PLC,GB,tier1_single_issued,2,DE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:00+00:00
U14157,KMYd,Kimberly-Clark Corp,KIMBERLY-CLARK,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,5,CA|CH|DE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:01+00:00
U14158,KNEBVh,Kone Oyj,KONE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138001CNF45JP5XZK38,KONE OYJ,FI,tier2_legal_form_match,5,AT|CA|FI|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:03+00:00
U14163,KOAo,Kongsberg Automotive ASA,KONGSBERG AUTOMOTIVE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXJDCG21,KONGSBERG AUTOMOTIVE ASA,NO,tier2_legal_form_match,2,NO|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:04+00:00
U14275,LDOm,Leonardo SpA,LEONARDO,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:05+00:00
U14333,LIFEo,Lifecare ASA,LIFECARE,resolved,tier1_single_issued_registration_among_exact_matches,254900D88MYGZ7JD5P39,Lifecare ASA,NO,tier1_single_issued,2,IN|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:06+00:00
U14337,LINCs,Linc AB,LINC,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300UFJU04UGB49K16,Linc AB,SE,tier2_legal_form_match,4,IN|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:07+00:00
U14416,LREl,Lancashire Holdings Ltd,LANCASHIRE HOLDINGS,resolved,tier1_single_issued_registration_among_exact_matches,5493002UNUYXLHOWF752,LANCASHIRE HOLDINGS LIMITED,BM,tier1_single_issued,3,BM|GB|HK,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:09+00:00
U14443,LUMIs,Lundin Mining Corp,LUNDIN MINING,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,CA|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:10+00:00
U14580,MCBl,McBride PLC,MCBRIDE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800HX7FMPA2CIEF02,MCBRIDE PLC,GB,tier2_legal_form_match,2,BE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:11+00:00
U14585,MCHNz,MCH Group AG,MCH GROUP,resolved,tier1_single_issued_registration_among_exact_matches,529900I8ECADX1VM9G14,MCH Group AG,CH,tier1_single_issued,2,CH|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:12+00:00
U14591,MCp,LVMH Moet Hennessy Louis Vuitton SE,LVMH MOET HENNESSY LOUIS VUITTON,resolved,tier1_single_issued_registration_among_exact_matches,IOG4E947OATN0KJYSD45,LVMH MOET HENNESSY LOUIS VUITTON,FR,tier1_single_issued,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:13+00:00
U14630,METSOh,Metso Oyj,METSO,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300R0VN9C371W0E07,METSO OYJ,FI,tier2_legal_form_match,2,FI|SA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:14+00:00
U14645,MFp,Wendel SE,WENDEL,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:16+00:00
U14649,MGNo,Magnora ASA,MAGNORA,resolved,tier1_single_issued_registration_among_exact_matches,5967007LIEEXZXGY5K17,MAGNORA ASA,NO,tier1_single_issued,2,NO|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:16+00:00
U14653,MHLd,S&P Global Inc,S&P GLOBAL,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,Y6X4K52KMJMZE7I7MY94,S&P GLOBAL INC.,US,tier2_legal_form_match,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:18+00:00
U14689,MMBp,Lagardere SA,LAGARDERE,resolved,tier1_single_issued_registration_among_exact_matches,969500VX2NV2AQQ65G45,LAGARDERE SA,FR,tier1_single_issued,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:19+00:00
U14693,MMMd,3M Co,3M,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:21+00:00
U14699,MNDIl,Mondi PLC,MONDI,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800LOZA69QFDC9N34,MONDI PLC,GB,tier2_legal_form_match,3,AT|GB|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:22+00:00
U14716,MOMENs,Moment Group AB,MOMENT GROUP,resolved,tier1_single_issued_registration_among_exact_matches,549300VNTTR22XK8DM54,MOMENT GROUP AB,SE,tier1_single_issued,2,SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:23+00:00
U14727,MORROs,Morrow Bank AB,MORROW BANK,resolved,tier1_single_issued_registration_among_exact_matches,9845009C8D6CC754F846,Morrow Bank AB,SE,tier1_single_issued,2,NO|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:24+00:00
U14764,MSFd,Microsoft Corp,MICROSOFT,resolved,tier1_single_issued_registration_among_exact_matches,INR2EJN1ERAN0W5ZP974,MICROSOFT CORPORATION,US,tier1_single_issued,2,BE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:25+00:00
U14765,MSLHl,Marshalls PLC,MARSHALLS,resolved,tier1_single_issued_registration_among_exact_matches,213800S21IFC367J5V62,MARSHALLS PLC,GB,tier1_single_issued,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:26+00:00
U14807,MULTIo,Multiconsult ASA,MULTICONSULT,resolved,tier1_single_issued_registration_among_exact_matches,5967007LIEEXZXG9GO07,Multiconsult ASA,NO,tier1_single_issued,2,IM|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:27+00:00
U14817,MVCe,Metrovacesa SA,METROVACESA,resolved,tier1_single_issued_registration_among_exact_matches,959800ZQW44V5U3SEZ73,METROVACESA SA,ES,tier1_single_issued,2,ES,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:28+00:00
U14877,N91l,Ninety One PLC,NINETY ONE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300G0TJCT3K15ZG14,NINETY ONE PLC,GB,tier2_legal_form_match,2,GB|ZA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:29+00:00
U14890,NAQd,Nasdaq Inc,NASDAQ,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300L8X1Q78ERXFD06,"NASDAQ, INC.",US,tier2_legal_form_match,2,SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:30+00:00
U14913,NCCAs,NCC AB,NCC,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,IN|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:31+00:00
U14915,NCCl,NCC Group PLC,NCC GROUP,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800DJCGZRB6523934,NCC GROUP PLC,GB,tier2_legal_form_match,3,CY|GB|IN,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:32+00:00
U14920,NCYTl,Novacyt SA,NOVACYT,resolved,tier1_single_issued_registration_among_exact_matches,213800BWAC2BF295EG28,NOVACYT,FR,tier1_single_issued,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:33+00:00
U14947,NELo,NEL ASA,NEL,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300G6XN5IXMRKEG37,NEL ASA,NO,tier2_legal_form_match,2,CH|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:34+00:00
U14954,NESTEh,Neste Oyj,NESTE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493009GY1X8GQ66AM14,Neste Oyj,FI,tier2_legal_form_match,3,BE|FI|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:35+00:00
U14980,NKEd,NIKE Inc,NIKE,resolved,tier1_single_issued_registration_among_exact_matches,529900TSEF5SX5Z68X15,NIKE,LU,tier1_single_issued,2,LU|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:36+00:00
U14981,NKRo,Nekkar ASA,NEKKAR,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXIFE872,NEKKAR ASA,NO,tier2_legal_form_match,2,FR|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:37+00:00
U15054,NWTd,Wells Fargo & Co,WELLS FARGO &,resolved,tier1_single_issued_registration_among_exact_matches,PBLD0EJDB5FWOLXP3B76,WELLS FARGO & COMPANY,US,tier1_single_issued,2,US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:38+00:00
U15060,NXTl,Next PLC,NEXT,resolved,tier1_single_issued_registration_among_exact_matches,549300CP3HBKGCZXZZ12,NEXT,LU,tier1_single_issued,3,FR|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:39+00:00
U15076,OCIa,OCI NV,OCI,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300NCMRGIBJYUOE57,OCI N.V.,NL,tier2_legal_form_match,4,FR|GB|NL|PT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:40+00:00
U15114,ONCINo,Oncoinvent ASA,ONCOINVENT,resolved,tier1_single_issued_registration_among_exact_matches,213800TYYFXKYF3V2A23,ONCOINVENT ASA,NO,tier1_single_issued,2,NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:41+00:00
U15138,ORNAVh,Orion Oyj,ORION,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,26,FR|IN|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:42+00:00
