asset_id,ticker,company_name,exchange,cik,enrichment_status,records,metrics_available,annual_records,quarterly_records,latest_filed,latest_period_end,quality_status,missing_metrics,quality_flags
U18592,0HF3l,Cencora Inc,CBOE_EUROPE,0001140859,ENRICHED_SEC_READY,2060,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,826,1234,2026-08-05,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18593,0HF6l,Ameriprise Financial Inc,CBOE_EUROPE,0000820027,ENRICHED_SEC_READY,2009,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,659,1350,2026-08-04,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18598,0HG8l,Elevance Health Inc,CBOE_EUROPE,0001156039,ENRICHED_SEC_READY,2233,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,771,1462,2026-07-15,2026-06-30,NORMALIZED_READY,,
U18600,0HI1l,Arrow Electronics Inc,CBOE_EUROPE,0000007536,ENRICHED_SEC_READY,1996,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,736,1260,2026-08-06,2026-07-04,NORMALIZED_PARTIAL,liabilities,concept_missing
U18602,0HIYl,Atara Biotherapeutics Inc,CBOE_EUROPE,0001604464,ENRICHED_SEC_READY,893,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,201,692,2026-08-12,2026-06-30,NORMALIZED_READY,,
U18603,0HJLl,AutoZone Inc,CBOE_EUROPE,0000866787,ENRICHED_SEC_READY,1880,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,736,1144,2026-06-12,2026-05-09,NORMALIZED_PARTIAL,liabilities,concept_missing
U18605,0HJRl,Avery Dennison Corp,CBOE_EUROPE,0000008818,ENRICHED_SEC_READY,1610,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,616,994,2026-08-04,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18608,0HL5l,Ball Corp,CBOE_EUROPE,0000009389,ENRICHED_SEC_READY,1747,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,649,1098,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18614,0HOXl,BXP Inc,CBOE_EUROPE,0001037540,ENRICHED_SEC_READY,2081,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,803,1278,2026-08-06,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18617,0HQ3l,Brown-Forman Corp,CBOE_EUROPE,0000014693,ENRICHED_SEC_READY,1560,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,394,1166,2026-09-02,2026-07-31,NORMALIZED_READY,,
U18618,0HQPl,CBRE Group Inc,CBOE_EUROPE,0001138118,ENRICHED_SEC_READY,2036,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,675,1361,2026-07-29,2026-06-30,NORMALIZED_READY,,
U18619,0HQUl,CF Industries Holdings Inc,CBOE_EUROPE,0001324404,ENRICHED_SEC_READY,1859,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,627,1232,2026-08-06,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18622,0HRJl,CSX Corp,CBOE_EUROPE,0000277948,ENRICHED_SEC_READY,2309,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,856,1453,2026-07-22,2026-06-30,NORMALIZED_READY,,
U18628,0HTGl,Cardinal Health Inc,CBOE_EUROPE,0000721371,ENRICHED_SEC_READY,1750,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,720,1030,2026-08-11,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18632,0HVDl,Permian Resources Corp,CBOE_EUROPE,0001658566,ENRICHED_SEC_READY,923,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,221,702,2026-08-06,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18633,0HVFl,CenterPoint Energy Inc,CBOE_EUROPE,0001130310,ENRICHED_SEC_READY,1811,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,718,1093,2026-04-23,2026-03-31,NORMALIZED_PARTIAL,liabilities,concept_missing
U18634,0HW4l,Charter Communications Inc,CBOE_EUROPE,0001091667,ENRICHED_SEC_READY,1619,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,543,1076,2026-07-24,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18637,0HYEl,Cincinnati Financial Corp,CBOE_EUROPE,0000020286,ENRICHED_SEC_READY,1904,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,692,1212,2026-07-27,2026-06-30,NORMALIZED_READY,,
U18639,0HYPl,Citizens Financial Group Inc,CBOE_EUROPE,0000759944,ENRICHED_SEC_READY,1268,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,298,970,2026-08-03,2026-06-30,NORMALIZED_READY,,
U18642,0I2Pl,Conagra Brands Inc,CBOE_EUROPE,0000023217,ENRICHED_SEC_READY,2060,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,718,1342,2026-07-15,2026-05-31,NORMALIZED_READY,,
U18643,0I35l,Consolidated Edison Inc,CBOE_EUROPE,0001047862,ENRICHED_SEC_READY,1635,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,394,1241,2026-05-07,2026-03-31,NORMALIZED_PARTIAL,liabilities,concept_missing
U18646,0I4Al,Coty Inc,CBOE_EUROPE,0001024305,ENRICHED_SEC_READY,1271,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,306,965,2026-08-20,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18651,0I6Ql,DTE Energy Co,CBOE_EUROPE,0000936340,ENRICHED_SEC_READY,1766,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,704,1062,2026-04-30,2026-03-31,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18652,0I7El,DaVita Inc,CBOE_EUROPE,0000927066,ENRICHED_SEC_READY,1994,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,744,1250,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18653,0I8Fl,DENTSPLY SIRONA Inc,CBOE_EUROPE,0000818479,ENRICHED_SEC_READY,2102,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,716,1386,2026-08-06,2026-06-30,NORMALIZED_READY,,
U18656,0IC7l,Dollar General Corp,CBOE_EUROPE,0000029534,ENRICHED_SEC_READY,1298,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,476,822,2026-08-27,2026-07-31,NORMALIZED_PARTIAL,capex,concept_missing
U18657,0IC8l,Dollar Tree Inc,CBOE_EUROPE,0000935703,ENRICHED_SEC_READY,1862,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,616,1246,2026-08-27,2026-08-01,NORMALIZED_READY,,
U18661,0IDRl,EOG Resources Inc,CBOE_EUROPE,0000821189,ENRICHED_SEC_READY,1712,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,628,1084,2026-08-04,2026-06-30,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18663,0IF3l,Eastman Chemical Co,CBOE_EUROPE,0000915389,ENRICHED_SEC_READY,2152,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,806,1346,2026-07-31,2026-06-30,NORMALIZED_READY,,
U18664,0IF4l,Eastman Kodak Co,CBOE_EUROPE,0000031235,ENRICHED_SEC_READY,1570,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,420,1150,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18666,0IFJl,Edison International,CBOE_EUROPE,0000827052,ENRICHED_SEC_READY,2109,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,734,1375,2026-04-28,2026-03-31,NORMALIZED_READY,,
U18667,0IHPl,Entergy Corp,CBOE_EUROPE,0000065984,ENRICHED_SEC_READY,1796,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,635,1161,2026-05-01,2026-03-31,NORMALIZED_PARTIAL,liabilities,concept_missing
U18668,0II3l,Equifax Inc,CBOE_EUROPE,0000033185,ENRICHED_SEC_READY,1854,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,687,1167,2026-07-21,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18671,0IIRl,Essex Property Trust Inc,CBOE_EUROPE,0000920522,ENRICHED_SEC_READY,1754,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,580,1174,2026-07-30,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18672,0IJ2l,Eversource Energy,CBOE_EUROPE,0000072741,ENRICHED_SEC_READY,1513,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,592,921,2026-08-03,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18674,0IJNl,Exelon Corp,CBOE_EUROPE,0001109357,ENRICHED_SEC_READY,1808,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,631,1177,2026-05-06,2026-03-31,NORMALIZED_READY,,
U18675,0IJRl,Expeditors International of Washington Inc,CBOE_EUROPE,0000746515,ENRICHED_SEC_READY,2097,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,757,1340,2026-08-05,2026-06-30,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18676,0IJVl,Extra Space Storage Inc,CBOE_EUROPE,0001289490,ENRICHED_SEC_READY,1761,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,595,1166,2026-07-31,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18678,0IKWl,Fastenal Co,CBOE_EUROPE,0000815556,ENRICHED_SEC_READY,1860,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,703,1157,2026-07-16,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18681,0ILWl,Fidelity National Information Services Inc,CBOE_EUROPE,0001136893,ENRICHED_SEC_READY,1859,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,504,1355,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18683,0IP9l,Fiserv Inc,CBOE_EUROPE,0000798354,ENRICHED_SEC_READY,1870,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,590,1280,2026-08-07,2026-06-30,NORMALIZED_READY,,
U18684,0IPBl,FirstEnergy Corp,CBOE_EUROPE,0001031296,ENRICHED_SEC_READY,1932,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,657,1275,2026-04-28,2026-03-31,NORMALIZED_PARTIAL,capex,concept_missing
U18686,0IQEl,Flowserve Corp,CBOE_EUROPE,0000030625,ENRICHED_SEC_READY,2166,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,844,1322,2026-07-29,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18687,0IREl,Fortive Corp,CBOE_EUROPE,0001659166,ENRICHED_SEC_READY,1003,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,387,616,2026-04-30,2026-04-03,NORMALIZED_PARTIAL,liabilities,concept_missing
U18688,0IRNl,Fortune Brands Innovations Inc,CBOE_EUROPE,0001519751,ENRICHED_SEC_READY,1808,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,640,1168,2026-08-05,2026-06-27,NORMALIZED_READY,,
U18689,0ITLl,Arthur J Gallagher & Co,CBOE_EUROPE,0000354190,ENRICHED_SEC_READY,1872,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,621,1251,2026-08-05,2026-06-30,NORMALIZED_READY,,
U18692,0IUCl,General Dynamics Corp,CBOE_EUROPE,0000040533,ENRICHED_SEC_READY,1467,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,441,1026,2026-04-29,2026-04-05,NORMALIZED_PARTIAL,liabilities,concept_missing
U18693,0IUXl,Genuine Parts Co,CBOE_EUROPE,0000040987,ENRICHED_SEC_READY,1581,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,480,1101,2026-07-21,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18699,0J1Rl,HCA Healthcare Inc,CBOE_EUROPE,0000860730,ENRICHED_SEC_READY,1691,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,595,1096,2026-04-29,2026-03-31,NORMALIZED_READY,,
U18700,0J1Ul,Healthpeak Properties Inc,CBOE_EUROPE,0000765880,ENRICHED_SEC_READY,2286,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,894,1392,2026-08-05,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18705,0J4Gl,Helmerich & Payne Inc,CBOE_EUROPE,0000046765,ENRICHED_SEC_READY,2103,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,733,1370,2026-08-06,2026-06-30,NORMALIZED_READY,,
U18709,0J5Il,Hilton Worldwide Holdings Inc,CBOE_EUROPE,0001585689,ENRICHED_SEC_READY,1618,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,552,1066,2026-07-28,2026-06-30,NORMALIZED_READY,,
U18711,0J5Zl,Hormel Foods Corp,CBOE_EUROPE,0000048465,ENRICHED_SEC_READY,1803,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,670,1133,2026-08-27,2026-07-26,NORMALIZED_PARTIAL,liabilities,concept_missing
U18712,0J66l,Host Hotels & Resorts Inc,CBOE_EUROPE,0001070750,ENRICHED_SEC_READY,1436,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,364,1072,2026-08-07,2026-06-30,NORMALIZED_READY,,
U18716,0J76l,Huntington Ingalls Industries Inc,CBOE_EUROPE,0001501585,ENRICHED_SEC_READY,1931,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,722,1209,2026-07-30,2026-06-30,NORMALIZED_READY,,
U18717,0J86l,IPG Photonics Corp,CBOE_EUROPE,0001111928,ENRICHED_SEC_READY,1970,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,730,1240,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18718,0J8Pl,IDEXX Laboratories Inc,CBOE_EUROPE,0000874716,ENRICHED_SEC_READY,2045,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,726,1319,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18720,0J9Pl,Incyte Corp,CBOE_EUROPE,0000879169,ENRICHED_SEC_READY,1492,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,529,963,2026-04-28,2026-03-31,NORMALIZED_READY,,
U18721,0JC3l,Intercontinental Exchange Inc,CBOE_EUROPE,0001571949,ENRICHED_SEC_READY,1628,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,546,1082,2026-07-30,2026-06-30,NORMALIZED_READY,,
U18723,0JDMl,IQVIA Holdings Inc,CBOE_EUROPE,0001478242,ENRICHED_SEC_READY,1505,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,523,982,2026-05-05,2026-03-31,NORMALIZED_PARTIAL,capex,concept_missing
U18736,0JQRl,KeyCorp,CBOE_EUROPE,0000091576,ENRICHED_SEC_READY,1753,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,395,1358,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18739,0JRLl,Kohl's Corp,CBOE_EUROPE,0000885639,ENRICHED_SEC_READY,1882,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,754,1128,2026-09-03,2026-08-01,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18742,0JSJl,LKQ Corp,CBOE_EUROPE,0001065696,ENRICHED_SEC_READY,1621,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,523,1098,2026-07-30,2026-06-30,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18743,0JT5l,Lam Research Corp,CBOE_EUROPE,0000707549,ENRICHED_SEC_READY,1445,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,356,1089,2026-08-07,2026-06-28,NORMALIZED_PARTIAL,capex,concept_missing
U18745,0JU0l,Lennar Corp,CBOE_EUROPE,0000920760,ENRICHED_SEC_READY,2149,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,845,1304,2026-06-29,2026-05-31,NORMALIZED_READY,,
U18750,0JWCl,MGM Resorts International,CBOE_EUROPE,0000789570,ENRICHED_SEC_READY,1924,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,680,1244,2026-07-29,2026-06-30,NORMALIZED_READY,,
U18752,0JXDl,Macy's Inc,CBOE_EUROPE,0000794367,ENRICHED_SEC_READY,2179,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,785,1394,2026-06-04,2026-05-02,NORMALIZED_PARTIAL,liabilities,concept_missing
U18754,0JYAl,Marathon Petroleum Corp,CBOE_EUROPE,0001510295,ENRICHED_SEC_READY,1949,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,713,1236,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18756,0JZ0l,Martin Marietta Materials Inc,CBOE_EUROPE,0000916076,ENRICHED_SEC_READY,1894,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,477,1417,2026-07-30,2026-06-30,NORMALIZED_READY,,
U18757,0JZ1l,Masco Corp,CBOE_EUROPE,0000062996,ENRICHED_SEC_READY,2254,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,861,1393,2026-04-22,2026-03-31,NORMALIZED_READY,,
U18758,0JZHl,Mattel Inc,CBOE_EUROPE,0000063276,ENRICHED_SEC_READY,2061,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,771,1290,2026-08-06,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18760,0JZUl,McKesson Corp,CBOE_EUROPE,0000927653,ENRICHED_SEC_READY,2011,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,781,1230,2026-08-05,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18762,0K10l,Mettler-Toledo International Inc,CBOE_EUROPE,0001037646,ENRICHED_SEC_READY,2151,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,787,1364,2026-07-31,2026-06-30,NORMALIZED_READY,,
U18764,0K1El,Mid-America Apartment Communities Inc,CBOE_EUROPE,0000912595,ENRICHED_SEC_READY,1138,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,337,801,2026-04-30,2026-03-31,NORMALIZED_PARTIAL,capex,concept_missing
U18765,0K2Fl,Mohawk Industries Inc,CBOE_EUROPE,0000851968,ENRICHED_SEC_READY,1943,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,701,1242,2026-07-31,2026-07-04,NORMALIZED_READY,,
U18769,0K36l,Moody's Corp,CBOE_EUROPE,0001059556,ENRICHED_SEC_READY,2182,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,780,1402,2026-07-23,2026-06-30,NORMALIZED_READY,,
U18771,0K3Hl,Motorola Solutions Inc,CBOE_EUROPE,0000068505,ENRICHED_SEC_READY,1978,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,813,1165,2026-08-05,2026-07-04,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18772,0K4Cl,NRG Energy Inc,CBOE_EUROPE,0001013871,ENRICHED_SEC_READY,2190,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,819,1371,2026-08-04,2026-06-30,NORMALIZED_READY,,
U18775,0K6Fl,NetApp Inc,CBOE_EUROPE,0001002047,ENRICHED_SEC_READY,1688,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,532,1156,2026-09-02,2026-07-31,NORMALIZED_READY,,
U18778,0K7Jl,Newell Brands Inc,CBOE_EUROPE,0000814453,ENRICHED_SEC_READY,1607,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,433,1174,2026-07-31,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18783,0K87l,NiSource Inc,CBOE_EUROPE,0001111711,ENRICHED_SEC_READY,1964,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,699,1265,2026-08-05,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18784,0K8Ml,Norfolk Southern Corp,CBOE_EUROPE,0000702165,ENRICHED_SEC_READY,1896,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,683,1213,2026-07-23,2026-06-30,NORMALIZED_READY,,
U18786,0K9Ll,Nucor Corp,CBOE_EUROPE,0000073309,ENRICHED_SEC_READY,2423,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,950,1473,2026-08-12,2026-07-04,NORMALIZED_READY,,
U18787,0KABl,O'Reilly Automotive Inc,CBOE_EUROPE,0000898173,ENRICHED_SEC_READY,1995,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,832,1163,2026-08-07,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18789,0KBKl,Omnicom Group Inc,CBOE_EUROPE,0000029989,ENRICHED_SEC_READY,1997,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,756,1241,2026-04-29,2026-03-31,NORMALIZED_PARTIAL,liabilities,concept_missing
U18792,0KEIl,PPG Industries Inc,CBOE_EUROPE,0000079879,ENRICHED_SEC_READY,2483,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,1009,1474,2026-04-29,2026-03-31,NORMALIZED_READY,,
U18794,0KEQl,PVH Corp,CBOE_EUROPE,0000078239,ENRICHED_SEC_READY,1574,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,387,1187,2026-09-02,2026-08-02,NORMALIZED_PARTIAL,liabilities,concept_missing
U18795,0KETl,PACCAR Inc,CBOE_EUROPE,0000075362,ENRICHED_SEC_READY,1623,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,524,1099,2026-07-29,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18797,0KGEl,Paychex Inc,CBOE_EUROPE,0000723531,ENRICHED_SEC_READY,1959,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,723,1236,2026-07-17,2026-05-31,NORMALIZED_READY,,
U18798,0KHEl,Revvity Inc,CBOE_EUROPE,0000031791,ENRICHED_SEC_READY,2071,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,790,1281,2026-08-11,2026-07-05,NORMALIZED_READY,,
U18801,0KITl,Pinnacle West Capital Corp,CBOE_EUROPE,0000764622,ENRICHED_SEC_READY,1665,assets|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,546,1119,2026-08-04,2026-06-30,NORMALIZED_PARTIAL,capex|liabilities,concept_missing
U18802,0KNYl,T Rowe Price Group Inc,CBOE_EUROPE,0001113169,ENRICHED_SEC_READY,1935,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,709,1226,2026-07-31,2026-06-30,NORMALIZED_READY,,
U18803,0KO5l,Principal Financial Group Inc,CBOE_EUROPE,0001126328,ENRICHED_SEC_READY,1961,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,693,1268,2026-04-29,2026-03-31,NORMALIZED_PARTIAL,capex,concept_missing
U18805,0KODl,Prologis Inc,CBOE_EUROPE,0001045609,ENRICHED_SEC_READY,1680,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,647,1033,2026-04-30,2026-03-31,NORMALIZED_PARTIAL,capex,concept_missing
U18811,0KSJl,Qorvo Inc,CBOE_EUROPE,0001604778,ENRICHED_SEC_READY,1385,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,522,863,2026-05-08,2026-03-28,NORMALIZED_READY,,
U18816,0KU1l,Raymond James Financial Inc,CBOE_EUROPE,0000720005,ENRICHED_SEC_READY,1708,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,422,1286,2026-08-05,2026-06-30,NORMALIZED_READY,,
U18817,0KUEl,Realty Income Corp,CBOE_EUROPE,0000726728,ENRICHED_SEC_READY,1397,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,399,998,2026-08-06,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18820,0KW1l,Republic Services Inc,CBOE_EUROPE,0001060391,ENRICHED_SEC_READY,2204,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,721,1483,2026-08-07,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18822,0KX0l,Riot Platforms Inc,CBOE_EUROPE,0001167419,ENRICHED_SEC_READY,1274,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,403,871,2026-08-10,2026-06-30,NORMALIZED_READY,,
U18825,0KXMl,Roper Technologies Inc,CBOE_EUROPE,0000882835,ENRICHED_SEC_READY,2046,assets|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,865,1181,2026-07-31,2026-06-30,NORMALIZED_PARTIAL,capex,concept_missing
U18826,0KXOl,Ross Stores Inc,CBOE_EUROPE,0000745732,ENRICHED_SEC_READY,2037,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,736,1301,2026-09-01,2026-08-01,NORMALIZED_PARTIAL,liabilities,concept_missing
U18828,0KYZl,SBA Communications Corp,CBOE_EUROPE,0001034054,ENRICHED_SEC_READY,1904,assets|capex|eps_basic|eps_diluted|equity|net_income|operating_cash_flow|revenue,795,1109,2026-08-06,2026-06-30,NORMALIZED_PARTIAL,liabilities,concept_missing
U18830,0KZAd,Amerant Bancorp Inc,CBOE_EUROPE,0001734342,ENRICHED_SEC_READY,854,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow,190,664,2026-07-31,2026-06-30,NORMALIZED_PARTIAL,revenue,concept_missing
U18841,0L5d,Lamb Weston Holdings Inc,CBOE_EUROPE,0001679273,ENRICHED_SEC_READY,918,assets|capex|eps_basic|eps_diluted|equity|liabilities|net_income|operating_cash_flow|revenue,312,606,2026-07-24,2026-05-31,NORMALIZED_READY,,
