Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason,yf_symbol,quote_type,has_core_market_data,market_data_error,avg_volume_30d,avg_volume_90d
AIFC,AI Financial Corporation - Common Stock,NASDAQ,USA,Technology,Software - Infrastructure,88894072.0,0.6357,2392722,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIFC,EQUITY,True,,2392722,2392722
AIFF,"Firefly Neuroscience, Inc.  - Common Stock",NASDAQ,USA,Technology,Software - Application,24603414.0,1.58,5382325,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIFF,EQUITY,True,,5382325,5382325
AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,USA,Financial Services,Insurance Brokers,299840704.0,2.53,10826,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,AIFU,EQUITY,True,,10826,10826
AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,USA,Industrials,Rental & Leasing Services,5241568.0,1.1501,48544,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIHS,EQUITY,True,,48544,48544
AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,USA,Consumer Cyclical,Auto Manufacturers,58163572.0,2.94,12177256,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIIO,EQUITY,True,,12177256,12177256
AIIR,Air Global PLC - Ordinary shares,NASDAQ,USA,Consumer Defensive,Tobacco,1108271488.0,6.91,194957,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIIR,EQUITY,True,,194957,194957
AIMD,"Ainos, Inc. - Common Stock",NASDAQ,USA,Technology,Scientific & Technical Instruments,14360857.0,1.95,345580,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIMD,EQUITY,True,,345580,345580
AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,USA,Technology,Information Technology Services,46980000.0,14.5,194468,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIOS,EQUITY,True,,194468,194468
AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,515125536.0,3.84,1597003,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIOT,EQUITY,True,,1597003,1597003
AIP,"Arteris, Inc.  - Common Stock",NASDAQ,USA,Technology,Semiconductors,1582775552.0,34.28,786230,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIP,EQUITY,True,,786230,786230
AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,USA,Real Estate,Real Estate Services,11265977.0,2.1,116601,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIRE,EQUITY,True,,116601,116601
AIRG,"Airgain, Inc. - Common Stock",NASDAQ,USA,Technology,Communication Equipment,86068544.0,6.79,107379,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIRG,EQUITY,True,,107379,107379
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ,USA,Industrials,Building Products & Equipment,351279328.0,4.87,725944,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIRJ,EQUITY,True,,725944,725944
AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ,USA,Industrials,Aerospace & Defense,260684384.0,8.29,632009,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIRO,EQUITY,True,,632009,632009
AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Care Facilities,360488448.0,5.11,2794733,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIRS,EQUITY,True,,2794733,2794733
AIRT,"Air T, Inc. - Common Stock",NASDAQ,USA,Industrials,Conglomerates,58058092.0,21.482,1514,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIRT,EQUITY,True,,1514,1514
AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,95053184.0,2.76,522806,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AISP,EQUITY,True,,522806,522806
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,23472590.0,1.16,53730,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIXC,EQUITY,True,,53730,53730
AIXI,XIAO-I Corporation - American Depositary Shares,NASDAQ,USA,Technology,Software - Application,8147204.0,8.85,54698509,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AIXI,EQUITY,True,,54698509,54698509
AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,21708957696.0,149.32,5589768,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AKAM,EQUITY,True,,5589768,5589768
AKAN,Akanda Corp. - Common Shares,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,8352953.0,15.63,2311903,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AKAN,EQUITY,True,,2311903,2311903
AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,250901936.0,0.9353,3600993,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AKBA,EQUITY,True,,3600993,3600993
AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ,USA,Healthcare,Biotechnology,1043085504.0,18.87,322225,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AKTS,EQUITY,True,,322225,322225
AKTX,Akari Therapeutics Plc - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,17248940.0,15.07,763951,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AKTX,EQUITY,True,,763951,763951
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductors,54346600448.0,317.06,5597415,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALAB,EQUITY,True,,5597415,5597415
ALAR,Alarum Technologies Ltd. - American Depositary Shares,NASDAQ,USA,Technology,Software - Infrastructure,65413520.0,8.91,54985,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ALAR,EQUITY,True,,54985,54985
ALBT,Avalon GloboCare Corp. - Common Stock,NASDAQ,USA,Real Estate,Real Estate Services,4302216.0,0.3571,1063685,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALBT,EQUITY,True,,1063685,1063685
ALCO,"Alico, Inc. - Common Stock",NASDAQ,USA,Consumer Defensive,Farm Products,303846912.0,40.97,27358,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALCO,EQUITY,True,,27358,27358
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Shell Companies,318693856.0,10.67,13363,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALDF,EQUITY,True,,13363,13363
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,98323344.0,1.63,3095115,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALDX,EQUITY,True,,3095115,3095115
ALEC,"Alector, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,181526176.0,1.635,701312,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALEC,EQUITY,True,,701312,701312
ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductors,8638857216.0,46.39,2166901,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALGM,EQUITY,True,,2166901,2166901
ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Instruments & Supplies,12013224960.0,167.74,1150501,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALGN,EQUITY,True,,1150501,1150501
ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ,USA,Healthcare,Biotechnology,30384174.0,4.91,203571,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALGS,EQUITY,True,,203571,203571
ALGT,Allegiant Travel Company - Common Stock,NASDAQ,USA,Industrials,Airlines,2260719104.0,84.12,557387,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALGT,EQUITY,True,,557387,557387
ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,USA,Healthcare,Healthcare Plans,3177498880.0,15.37,4714247,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALHC,EQUITY,True,,4714247,4714247
ALKS,Alkermes plc - Ordinary Shares,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,7133724672.0,42.8,2366741,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALKS,EQUITY,True,,2366741,2366741
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,1700534784.0,15.89,1701085,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALKT,EQUITY,True,,1701085,1701085
ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,648890560.0,1.88,9779777,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALLO,EQUITY,True,,9779777,9779777
ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ,USA,Healthcare,Biotechnology,25616266.0,1.61,202763,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALLR,EQUITY,True,,202763,202763
ALLT,Allot Ltd. - Ordinary Shares,NASDAQ,USA,Technology,Software - Infrastructure,361786336.0,7.395,412890,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALLT,EQUITY,True,,412890,412890
ALM,Almonty Industries Inc. - Common Shares,NASDAQ,USA,Basic Materials,Other Industrial Metals & Mining,4627829760.0,16.31,5375207,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALM,EQUITY,True,,5375207,5375207
ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,USA,Healthcare,Medical Devices,1423651840.0,20.54,425218,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALMR,EQUITY,True,,425218,425218
ALMS,Alumis Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,2429997056.0,19.06,1298834,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALMS,EQUITY,True,,1298834,1298834
ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductors,413517536.0,22.59,1597250,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALMU,EQUITY,True,,1597250,1597250
ALNT,Allient Inc. - Common Stock,NASDAQ,USA,Technology,Electronic Components,1442323968.0,84.86,222103,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALNT,EQUITY,True,,222103,222103
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,40460984320.0,303.05,1101036,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALNY,EQUITY,True,,1101036,1101036
ALOT,"AstroNova, Inc. - Common Stock",NASDAQ,USA,Technology,Computer Hardware,111975416.0,14.49,46739,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALOT,EQUITY,True,,46739,46739
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ,USA,Financial Services,Shell Companies,372186016.0,9.92,3601,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALOV,EQUITY,True,,3601,3601
ALOY,REalloys Inc. - Common Stock,NASDAQ,USA,Basic Materials,Other Industrial Metals & Mining,763944384.0,12.48,1856447,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALOY,EQUITY,True,,1856447,1856447
ALP,Alpha Compute Corp  - Common Stock,NASDAQ,USA,Financial Services,Asset Management,6354285.0,0.27,19855255,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALP,EQUITY,True,,19855255,19855255
ALPS,ALPS Group Inc - Ordinary Share,NASDAQ,USA,,,118144224.0,0.71,30261,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,ALPS,EQUITY,True,,30261,30261
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,2244026624.0,45.37,469893,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALRM,EQUITY,True,,469893,469893
ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,727474304.0,28.95,156214,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALRS,EQUITY,True,,156214,156214
ALT,"Altimmune, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,527024992.0,2.71,3962088,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALT,EQUITY,True,,3962088,3962088
ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,USA,Financial Services,Asset Management,451821152.0,2.98,175061,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALTI,EQUITY,True,,175061,175061
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,USA,Basic Materials,Specialty Chemicals,420749216.0,5.43,2306626,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALTO,EQUITY,True,,2306626,2306626
ALVO,Alvotech - Ordinary Shares,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,1104650880.0,3.54,506701,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALVO,EQUITY,True,,506701,506701
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,207226880.0,1.54,963130,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALXO,EQUITY,True,,963130,963130
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,4223262.0,1.11,133139,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ALZN,EQUITY,True,,133139,133139
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,1266972800.0,42.42,137960,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMAL,EQUITY,True,,137960,137960
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductor Equipment & Materials,359671562240.0,453.01,6816000,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMAT,EQUITY,True,,6816000,6816000
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,USA,Technology,Semiconductor Equipment & Materials,2786507008.0,63.52,1063792,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMBA,EQUITY,True,,1063792,1063792
AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ,USA,Technology,Software - Infrastructure,137641872.0,1.46,57779,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AMBR,EQUITY,True,,57779,57779
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,USA,Technology,Computer Hardware,107577736.0,4.76,69842,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMCI,EQUITY,True,,69842,69842
AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,USA,Communication Services,Entertainment,430491584.0,9.8,463455,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMCX,EQUITY,True,,463455,463455
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductors,760479481856.0,466.38,37466020,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMD,EQUITY,True,,37466020,37466020
AMGN,Amgen Inc. - Common Stock,NASDAQ,USA,Healthcare,Drug Manufacturers - General,188671213568.0,349.58,2589563,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMGN,EQUITY,True,,2589563,2589563
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,4677831.0,0.41,710125,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMIX,EQUITY,True,,710125,710125
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductor Equipment & Materials,16099318784.0,64.95,4408296,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMKR,EQUITY,True,,4408296,4408296
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,1481001728.0,13.32,1076168,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMLX,EQUITY,True,,1076168,1076168
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,USA,Technology,Software - Application,11255945.0,0.212,1300749,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMOD,EQUITY,True,,1300749,1300749
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,USA,Technology,Communication Equipment,131254976.0,5.18,2162403,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMPG,EQUITY,True,,2162403,2162403
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,870394240.0,19.74,609792,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMPH,EQUITY,True,,609792,609792
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,USA,Technology,Software - Application,1015863424.0,7.66,2171653,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMPL,EQUITY,True,,2171653,2171653
AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ,USA,Healthcare,Drug Manufacturers - General,292099680.0,13.93,62707,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AMRN,EQUITY,True,,62707,62707
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,4386563072.0,13.75,1780687,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMRX,EQUITY,True,,1780687,1780687
AMSC,American Superconductor Corporation - Common Stock,NASDAQ,USA,Industrials,Specialty Industrial Machinery,2019382784.0,42.34,1224407,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMSC,EQUITY,True,,1224407,1224407
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,USA,Financial Services,Insurance - Specialty,592909568.0,31.7,221147,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMSF,EQUITY,True,,221147,221147
AMSS,AMASS Brands Inc. - Common Stock,NASDAQ,USA,Consumer Defensive,Beverages - Wineries & Distilleries,50381824.0,3.38,1983550,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMSS,EQUITY,True,,1983550,1983550
AMST,Amesite Inc. - Common Stock,NASDAQ,USA,Technology,Software - Application,7901530.0,1.35,3272471,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMST,EQUITY,True,,3272471,3272471
AMTX,"Aemetis, Inc - Common Stock",NASDAQ,USA,Basic Materials,Specialty Chemicals,158324576.0,2.25,1819412,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMTX,EQUITY,True,,1819412,1819412
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,USA,Consumer Cyclical,Internet Retail,2646571745280.0,246.03,44933614,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AMZN,EQUITY,True,,44933614,44933614
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,1465812352.0,50.37,826216,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANAB,EQUITY,True,,826216,826216
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,USA,Consumer Defensive,Food Distribution,2479475712.0,72.81,343469,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANDE,EQUITY,True,,343469,343469
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ,USA,Communication Services,Entertainment,31726828.0,3.5,4833,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANGH,EQUITY,True,,4833,4833
ANGI,Angi Inc. - Class A Common Stock,NASDAQ,USA,Communication Services,Internet Content & Information,239452256.0,5.92,1373333,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANGI,EQUITY,True,,1373333,1373333
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Instruments & Supplies,493347840.0,11.94,393009,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANGO,EQUITY,True,,393009,393009
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,192665424.0,14.48,114407,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANIK,EQUITY,True,,114407,114407
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,1844004864.0,81.11,359852,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANIP,EQUITY,True,,359852,359852
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,83149088.0,2.48,109342,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANIX,EQUITY,True,,109342,109342
ANL,Adlai Nortye Ltd. - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,640759424.0,9.95,357958,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ANL,EQUITY,True,,357958,357958
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,USA,Energy,Oil & Gas E&P,124457600.0,3.04,4521841,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANNA,EQUITY,True,,4521841,4521841
ANNX,"Annexon, Inc. - common stock",NASDAQ,USA,Healthcare,Biotechnology,866727040.0,5.29,2503487,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANNX,EQUITY,True,,2503487,2503487
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,USA,Industrials,Specialty Business Services,88647304.0,5.87,27985,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANPA,EQUITY,True,,27985,27985
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Credit Services,170106944.0,7.09,5090,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANTA,EQUITY,True,,5090,5090
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,137581728.0,3.82,1457498,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANTX,EQUITY,True,,1457498,1457498
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,USA,Financial Services,Capital Markets,26862452.0,4.04,3257366,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ANY,EQUITY,True,,3257366,3257366
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,USA,Technology,Semiconductors,1257341568.0,42.01,831646,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AOSL,EQUITY,True,,831646,831646
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,USA,Consumer Cyclical,Leisure,123564408.0,9.81,40577,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AOUT,EQUITY,True,,40577,40577
