Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVGO,Broadcom Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVT,"Avnet, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AWRE,"Aware, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AXTI,AXT Inc - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AYA,Aya Gold & Silver Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AYTU,"Aytu BioPharma, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BANF,BancFirst Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BANL,CBL International Limited - Class B Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BANR,Banner Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBLG,Bone Biologics Corp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCAL,California BanCorp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCML,BayCom Corp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCPC,Balchem Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BCYC,Bicycle Therapeutics plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BEEM,Beam Global - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BENF,Beneficient - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BFC,Bank First Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BFRI,Biofrontera Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGM,BGM Group Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BIIB,Biogen Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BILI,Bilibili Inc. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BIRD,"Allbirds, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BIVI,BioVie Inc. - Common stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BIYA,Baiya International Group Inc.  - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BKNG,Booking Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BKR,Baker Hughes Company - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BL,"BlackLine, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLBD,Blue Bird Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLDP,"Ballard Power Systems, Inc. - Common Shares",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLIN,"Bridgeline Digital, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLIV,BeLive Holdings - ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLKB,"Blackbaud, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLMN,"Bloomin' Brands, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLNE,"Beeline Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLNK,Blink Charging Co. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BLRX,BioLineRx Ltd. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BLTE,"Belite Bio, Inc - American Depositary Shares",NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BLZE,"Backblaze, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMBL,Bumble Inc. - common stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMEA,"Biomea Fusion, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMGL,Basel Medical Group Ltd - ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMM,Blue Moon Metals Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMR,Beamr Imaging Ltd. - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
BMRA,"Biomerica, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMRC,Bank of Marin Bancorp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNAI,Brand Engagement Network Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNBX,BNB Plus Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNC,CEA Industries Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNGO,"Bionano Genomics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNKK,"Bonk, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNR,Burning Rock Biotech Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BNRG,Brenmiller Energy Ltd - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNTC,Benitec Biopharma Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BNTX,BioNTech SE - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BNZI,"Banzai International, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BODI,"The Beachbody Company, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOF,BranchOut Food Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOKF,BOK Financial Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOLD,"Boundless Bio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BON,Bon Natural Life Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOOM,DMC Global Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOT,"RoboStrategy, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BOXL,Boxlight Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BPAC,Blueport Acquisition Ltd - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BPOP,"Popular, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BPRN,"Princeton Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRAG,Bragg Gaming Group Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRAI,Braiin Limited - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRBI,BRBI BR Partners S.A. - ADSs,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRFH,Barfresh Food Group Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRID,Bridgford Foods Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRKR,Bruker Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRLS,Borealis Foods Inc. - Class A Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
BRR,"ProCap Financial, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRTX,"BioRestorative Therapies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRUN,Boost Run Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BRZE,"Braze, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BSBK,Bogota Financial Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
BSRR,Sierra Bancorp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
