Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source
GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
GTLB,GitLab Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
GTM,ZoomInfo Technologies Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
GTX,Garrett Motion Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
GUACU,Berto Acquisition Corp. II - Units,NASDAQ,USA,,,,,,nasdaqlisted
GURE,"Gulf Resources, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
GUTS,"Fractyl Health, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
GV,Visionary Holdings Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
GVH,Globavend Holdings Limited - Ord Shares,NASDAQ,USA,,,,,,nasdaqlisted
GWAV,"Greenwave Technology Solutions, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
GWRS,"Global Water Resources, Inc. - common stock",NASDAQ,USA,,,,,,nasdaqlisted
GXAI,Gaxos.ai Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
GYRE,"Gyre Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
GYRO,"Gyrodyne , LLC - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HACQ,HCM IV Acquisition Corp. - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
HACQU,HCM IV Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
HACQW,HCM IV Acquisition Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
HAFC,Hanmi Financial Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HAIN,"The Hain Celestial Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HAO,Haoxi Health Technology Limited - Class A Ord Share,NASDAQ,USA,,,,,,nasdaqlisted
HAS,"Hasbro, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HAVA,Harvard Ave Acquisition Corporation - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
HAVAR,Harvard Ave Acquisition Corporation - Rights that convert on a 1/10th of 1 basis to Class A ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HAVAU,Harvard Ave Acquisition Corporation - Unit,NASDAQ,USA,,,,,,nasdaqlisted
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HBANL,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",NASDAQ,USA,,,,,,nasdaqlisted
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,NASDAQ,USA,,,,,,nasdaqlisted
HBANP,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,NASDAQ,USA,,,,,,nasdaqlisted
HBANZ,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock",NASDAQ,USA,,,,,,nasdaqlisted
HBCP,"Home Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HBIO,"Harvard Bioscience, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HBNB,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HBNC,"Horizon Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HBT,"HBT Financial, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HCAC,Hall Chadwick Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HCACR,Hall Chadwick Acquisition Corp. - Rights,NASDAQ,USA,,,,,,nasdaqlisted
HCACU,Hall Chadwick Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
HCAT,"Health Catalyst, Inc - Common stock",NASDAQ,USA,,,,,,nasdaqlisted
HCHL,Happy City Holdings Limited - Class A Ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted
HCIC,Hennessy Capital Investment Corp. VIII - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HCICR,Hennessy Capital Investment Corp. VIII - Share Rights,NASDAQ,USA,,,,,,nasdaqlisted
HCICU,Hennessy Capital Investment Corp. VIII - Units,NASDAQ,USA,,,,,,nasdaqlisted
HCKT,"The Hackett Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HCM,HUTCHMED (China) Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HCMA,HCM III Acquisition Corp. - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
HCMAU,HCM III Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
HCMAW,HCM III Acquisition Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
HCSG,"Healthcare Services Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HCTI,"Healthcare Triangle, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HCWB,HCW Biologics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HDL,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HDRN,"Hadron Energy, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HDRNW,"Hadron Energy, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
HDSN,"Hudson Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HELE,Helen of Troy Limited - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HELP,Cybin Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HERE,Here Group Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HERZ,"Herzfeld Credit Income Fund, Inc.  - Closed End Fund",NASDAQ,USA,,,,,,nasdaqlisted
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HFFG,HF Foods Group Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HFWA,Heritage Financial Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HGBL,Heritage Global Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HHS,"Harte Hanks, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HIFS,Hingham Institution for Savings - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HIHO,Highway Holdings Limited - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ,USA,,,,,,nasdaqlisted
HIND,"Vyome Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HIT,"Health In Tech, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HITI,High Tide Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
HIVE,HIVE Digital Technologies Ltd - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
HKIT,Hitek Global Inc. - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
HKPD,"Cellyan Biotechnology Co., Ltd  - Class A Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
HLIT,Harmonic Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HLMN,Hillman Solutions Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HLNE,Hamilton Lane Incorporated - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HLP,Hongli Group Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HLXC,Helix Acquisition Corp. III - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HMH,HMH Holding Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HMR,Heidmar Maritime Holdings Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HNNA,"Hennessy Advisors, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HNNAZ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026",NASDAQ,USA,,,,,,nasdaqlisted
HNRG,Hallador Energy Company - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HNST,"The Honest Company, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HNVR,"Hanover Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HOFT,Hooker Furnishings Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HOLOW,MicroCloud Hologram Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
HON,Honeywell International Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HOPE,"Hope Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HOUR,"Hour Loop, Inc. - common stock",NASDAQ,USA,,,,,,nasdaqlisted
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,NASDAQ,USA,,,,,,nasdaqlisted
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HOVRW,New Horizon Aircraft Ltd. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
HOWL,"Werewolf Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HPAI,Helport AI Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HPAIW,Helport AI Limited - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
HPK,"HighPeak Energy, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HQ,Horizon Quantum Holdings Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HQI,"HireQuest, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HQWWW,Horizon Quantum Holdings Ltd. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
HQY,"HealthEquity, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HROW,"Harrow, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HRTX,"Heron Therapeutics, Inc.   - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HRZN,Horizon Technology Finance Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HSAI,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",NASDAQ,USA,,,,,,nasdaqlisted
HSCS,HeartSciences Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HSCSW,HeartSciences Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
HSDT,Solana Company - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HSIC,"Henry Schein, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HSPT,Horizon Space Acquisition II Corp. - Ordinary share,NASDAQ,USA,,,,,,nasdaqlisted
HSPTR,Horizon Space Acquisition II Corp. - Right,NASDAQ,USA,,,,,,nasdaqlisted
HSPTU,Horizon Space Acquisition II Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
HST,"Host Hotels & Resorts, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HSTM,"HealthStream, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HTCO,High-Trend International Group - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HTCR,"Heartcore Enterprises, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HTFL,"Heartflow, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HTHT,H World Group Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HTLD,"Heartland Express, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HTLM,HomesToLife Ltd - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HTO,H2O America  - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HTOO,Fusion Fuel Green PLC - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HTZ,"Hertz Global Holdings, Inc - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HTZWW,"Hertz Global Holdings, Inc - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HUBCW,Hub Cyber Security Ltd. - Warrant expiring 2/27/28,NASDAQ,USA,,,,,,nasdaqlisted
HUBCZ,Hub Cyber Security Ltd. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
HUBG,"Hub Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HUIZ,Huize Holding Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HUMA,"Humacyte, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HUMAW,"Humacyte, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
HURA,"TuHURA Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HURC,"Hurco Companies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HURN,Huron Consulting Group Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HUT,Hut 8 Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HVIIR,Hennessy Capital Investment Corp. VII - Rights,NASDAQ,USA,,,,,,nasdaqlisted
HVIIU,Hennessy Capital Investment Corp. VII - Unit,NASDAQ,USA,,,,,,nasdaqlisted
HVMC,Highview Merger Corp. - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
HVMCU,Highview Merger Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
HVMCW,Highview Merger Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HWC,Hancock Whitney Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HWCPZ,Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060,NASDAQ,USA,,,,,,nasdaqlisted
HWH,HWH International Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HWKN,"Hawkins, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HYFT,MindWalk Holdings Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
HYNE,"Hoyne Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HYPD,"Hyperion DeFi, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
HYPR,"Hyperfine, Inc.  - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IACO,Idea Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IACOU,Idea Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
IACOW,Idea Acquisition Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
IACQU,Irenic Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
IART,Integra LifeSciences Holdings Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IBAC,IB Acquisition Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IBACR,IB Acquisition Corp. - Right,NASDAQ,USA,,,,,,nasdaqlisted
IBCP,Independent Bank Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IBEX,IBEX Limited - Common Share,NASDAQ,USA,,,,,,nasdaqlisted
IBG,Innovation Beverage Group Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IBIO,"iBio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IBOC,International Bancshares Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IBRX,"ImmunityBio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ICCC,ImmuCell Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ICCM,IceCure Medical Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ICFI,"ICF International, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ICG,Intchains Group Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ICHR,Ichor Holdings - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ICLR,ICON plc - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ICON,Icon Energy Corp. - Common stock,NASDAQ,USA,,,,,,nasdaqlisted
ICU,SeaStar Medical Holding Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ICUCW,SeaStar Medical Holding Corporation - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ICUI,"ICU Medical, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IDACU,Iron Dome Acquisition I Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
IDAI,T Stamp Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IDCC,"InterDigital, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IDN,"Intellicheck, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IDXX,"IDEXX Laboratories, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IEAG,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IEAGR,Infinite Eagle Acquisition Corp. - Rights,NASDAQ,USA,,,,,,nasdaqlisted
IEAGU,Infinite Eagle Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
IEP,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,NASDAQ,USA,,,,,,nasdaqlisted
IESC,"IES Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IFBD,"Infobird Co., Ltd - Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
IFRX,InflaRx N.V. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IGAC,Invest Green Acquisition Corporation - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IGACR,Invest Green Acquisition Corporation - Rights,NASDAQ,USA,,,,,,nasdaqlisted
IGACU,Invest Green Acquisition Corporation - Units,NASDAQ,USA,,,,,,nasdaqlisted
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IHRT,"iHeartMedia, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
III,"Information Services Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IIIV,"i3 Verticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ILLR,Triller Group Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ILLRW,Triller Group Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ILLU,Illumination Acquisition Corp I - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ILLUU,Illumination Acquisition Corp I - Units,NASDAQ,USA,,,,,,nasdaqlisted
ILLUW,Illumination Acquisition Corp I - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ILMN,"Illumina, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,NASDAQ,USA,,,,,,nasdaqlisted
IMA,"ImageneBio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMCC,IM Cannabis Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMCR,Immunocore Holdings plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMMP,Immutep Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMMR,Immersion Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IMMX,"Immix Biopharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMNM,"Immunome, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMNN,"Imunon, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMPP,Imperial Petroleum Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMRN,Immuron Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMRX,Immuneering Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IMSR,Terrestrial Energy Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
IMSRW,Terrestrial Energy Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
IMTE,Integrated Media Technology Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMTX,Immatics N.V. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
IMUX,"Immunic, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
IMXI,"International Money Express, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INAB,"IN8bio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INAC,Indigo Acquisition Corp. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
INACR,Indigo Acquisition Corp. - Right,NASDAQ,USA,,,,,,nasdaqlisted
INACU,Indigo Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
INBK,First Internet Bancorp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,NASDAQ,USA,,,,,,nasdaqlisted
INBS,Intelligent Bio Solutions Inc.  - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INBX,"Inhibrx Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INCR,Intercure Ltd. - ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted
INCY,Incyte Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INDB,Independent Bank Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INDI,"indie Semiconductor, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INDP,"Indaptus Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
INGN,"Inogen, Inc - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INHD,Inno Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INIO,INNIO N.V. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
INKT,"MiNK Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INLF,INLIF LIMITED - Class A Ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted
INM,InMed Pharmaceuticals Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
INMB,INmune Bio Inc. - Common stock,NASDAQ,USA,,,,,,nasdaqlisted
INMD,InMode Ltd.  - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
INNV,InnovAge Holding Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INOD,Innodata Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INSE,"Inspired Entertainment, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INSG,Inseego Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INSM,Insmed Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INTA,"Intapp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INTC,Intel Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INTG,The Intergroup Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INTJ,Intelligent Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
INTR,Inter & Co. Inc. - Class A Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
INTS,"Intensity Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INTU,Intuit Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INTZ,Intrusion Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
INV,"Innventure, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INVA,"Innoviva, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
INVE,"Identiv, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
