asset_id,ticker,company_name,exchange,cik,source_priority,candidate_matrix_status,fundamental_quality_status,price_quality_status,evidence_level,missing_reason,revenue_growth_yoy,revenue_growth_3y,gross_margin,operating_margin,net_margin,free_cash_flow_margin,debt_to_assets,cash_to_assets,shares_dilution_flag,profitability_positive_flag,growth_positive_flag,balance_sheet_risk_flag,return_1m,return_3m,return_6m,return_12m,volatility_3m,volatility_6m,max_drawdown_6m,max_drawdown_12m,price_vs_sma_50,price_vs_sma_200,sma_50_vs_sma_200,trend_positive_flag,recent_high_breakout_flag,near_52w_high_flag,recovery_from_drawdown_flag,avg_volume_1m,avg_volume_3m,liquidity_available_flag,fundamental_signal_summary,price_signal_summary,risk_signal_summary,evidence_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
U00100,AIAI,AIAI Holdings Corporation - Class A common stock,NASDAQ,0002096362,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,,,,,,,,,,false,false,false,-0.200864,-0.715166,,,1.72309,,,,-0.506601,,,false,false,false,false,976752.380952,543326.984127,true,positive FCF flag false,3m return non-positive; trend flag false,Risk evidence incomplete.,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00102,AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,0001139685,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_PARTIAL,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,,,,,-1.828155,,1.004647,,,false,false,true,0.369565,-0.25,-0.811377,,1.169273,1.082409,-0.870968,,0.182432,,,false,false,false,false,95323.809524,629704.761905,true,net margin non-positive; positive FCF flag false,3m return non-positive; trend flag false,balance-sheet leverage elevated,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00103,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,0001708341,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.58065,,,false,false,false,0.786585,0.120031,0.493374,-0.556061,1.389223,1.486789,-0.630435,-0.827703,0.261191,0.274218,0.010329,true,false,false,false,520552.380952,213433.84127,true,positive FCF flag false,3m return positive; 12m return non-positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00104,AIFC,AI Financial Corporation - Common Stock,NASDAQ,0000862861,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.982126,,,,-13.869042,-0.288567,0.04941,,,false,true,false,0.35375,-0.314557,-0.62911,-0.931282,0.927399,0.905457,-0.75974,-0.933692,0.05385,-0.515526,-0.540282,false,false,false,false,984555.428571,1108115.301587,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00105,AIFF,"Firefly Neuroscience, Inc. - Common Stock",NASDAQ,0000803578,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,9.574074,,,,-17.409807,,0.27107,,,false,true,false,-0.092437,-0.345455,-0.303226,-0.6,0.633183,1.807987,-0.665563,-0.790164,-0.056109,-0.233254,-0.187675,false,false,false,false,121185.714286,131550.793651,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00106,AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,0001413855,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.678833,,,,-4.088255,-0.035231,0.691684,,,false,false,false,-0.385237,8.195833,10.615789,3.370297,42.805977,30.270037,-0.778369,-0.827273,-0.336899,0.892309,1.853725,false,false,false,true,39297.952381,29088.444444,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00107,AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,0001711012,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.537449,,,,-3.408646,-1.036122,1.479208,,,false,false,true,0.158621,0.354839,0.322835,-0.288136,0.979111,0.918825,-0.382857,-0.736434,0.146993,0.29194,0.126372,true,false,false,true,1839680.857143,772611.079365,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return non-positive; trend flag true,balance-sheet leverage elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00108,AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,0001932737,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.9208,,,,-176.149474,-5.501053,14.751184,,,false,false,true,-0.309764,-0.257246,-0.38253,-0.936728,1.432001,2.885404,-0.815938,-0.98876,-0.374122,-0.513989,-0.223474,false,false,false,false,544121.428571,1660469.047619,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00110,AIMD,"Ainos, Inc. - Common Stock",NASDAQ,0001014763,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,4.989532,,,,-118.970433,-37.446604,0.637653,,,false,true,false,-0.041379,-0.411017,-0.097403,-0.636126,0.73957,1.709855,-0.585443,-0.696471,-0.123581,-0.215111,-0.104435,false,false,false,false,39319.047619,99431.746032,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00111,AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,0001603993,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.985104,,,,-43.591123,-5.308943,0.08069,,,false,false,false,0.049959,-0.112188,0.05082,-0.833073,1.324034,2.364488,-0.517157,-0.908159,-0.03667,-0.422325,-0.400336,false,false,false,false,68066.666667,54915.873016,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00112,AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,0001774170,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.224162,,,,-0.046312,0.019927,0.495989,,,true,true,false,-0.281863,-0.250639,-0.15562,-0.372591,0.891089,0.725533,-0.356009,-0.506195,-0.213254,-0.270555,-0.072833,false,false,false,false,2660883.571429,1891842.142857,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00113,AIP,"Arteris, Inc. - Common Stock",NASDAQ,0001667011,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.222698,,,,-0.492299,0.075731,1.1272,,,true,true,true,-0.311192,-0.453347,0.281829,1.201699,0.930013,0.840029,-0.573163,-0.573163,-0.335333,-0.127617,0.312512,false,false,false,false,726512.047619,846957.984127,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00114,AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,0001859199,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,3.764237,,,,-3.893765,-2.502042,0.423428,,,false,true,false,0.027027,-0.40625,-0.798675,-0.843702,0.976166,1.074093,-0.850588,-0.964966,-0.059115,-0.753369,-0.737873,false,false,false,false,239792.52381,123848.301587,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00115,AIRG,"Airgain, Inc. - Common Stock",NASDAQ,0001272842,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.145547,,,,-0.124104,-0.024701,0.376028,,,false,false,false,-0.11775,-0.320704,0.192399,0.183962,0.383917,0.525201,-0.320704,-0.320704,-0.126531,-0.062536,0.073265,false,false,false,false,69797.190476,76291.126984,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00116,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ,0001855474,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.213433,,,false,false,false,-0.241438,-0.168856,0.346505,-0.026374,1.108614,0.96341,-0.385147,-0.61912,-0.084162,0.142997,0.248034,false,false,false,false,1619685.714286,1665426.984127,true,positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00117,AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ,0001927958,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,-0.045145,-0.390575,0.045143,,,false,false,false,-0.081442,-0.263383,-0.31746,-0.665207,0.937371,0.898333,-0.4548,-0.72063,-0.082801,-0.208386,-0.136922,false,false,false,false,590242.857143,491663.492063,true,net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00118,AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,0001870940,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.158203,,,,-0.076849,0.004558,0.531713,,,true,false,false,-0.503074,-0.535441,0.397695,-0.624031,1.194408,1.360033,-0.575306,-0.864378,-0.389691,-0.273299,0.19071,false,false,false,false,1053995.904762,701700.222222,true,revenue growth non-positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00119,AIRT,"Air T, Inc. - Common Stock",NASDAQ,0000353184,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.120747,,,,0.238415,-0.126959,0.777033,,,true,true,true,0.031946,0.421333,0.559239,0.461609,0.859174,0.669623,-0.211909,-0.283203,0.124038,0.385426,0.232544,true,false,true,true,15655.0,9827.825397,true,revenue growth positive; net margin positive; positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00120,AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,0001842566,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,-0.335306,,,,1.913759,,1.367113,,,true,false,true,0.083969,-0.292359,-0.216912,-0.498824,0.658487,0.697393,-0.458861,-0.755014,0.015785,-0.191428,-0.203994,false,false,false,false,309485.714286,485223.809524,true,revenue growth non-positive; net margin positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00121,AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ,0001460702,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,,,,false,false,false,-0.033835,-0.388095,-0.314667,-0.569274,2.150802,1.6558,-0.585987,-0.891847,-0.152784,-0.491819,-0.400175,false,false,false,false,3635795.238095,1275790.47619,true,positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00122,AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,0001086222,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,,,,,,,0.566418,,,false,false,false,-0.096878,-0.335953,0.042908,0.345381,0.531639,0.691036,-0.344297,-0.344297,-0.087582,-0.026139,0.067341,false,false,false,false,3485900.142857,3673936.555556,true,positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00124,AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ,0001517022,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.474566,,,,-0.02263,0.286631,0.913401,,,true,true,true,-0.278855,0.009295,-0.225656,-0.69914,0.779164,0.777896,-0.458974,-0.733754,-0.165647,-0.276091,-0.132371,false,false,false,false,8558542.809524,5930533.31746,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return positive; 12m return non-positive; trend flag false,balance-sheet leverage elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00125,AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ,0002035832,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,,,,false,false,false,0.178634,0.389778,0.291127,4984.185093,0.731627,0.718794,-0.315234,-0.981132,0.046933,0.540613,0.471548,true,false,false,true,267595.238095,388131.746032,true,positive FCF flag false,3m return positive; 12m return positive; trend flag true,12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00126,ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,0001736297,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,1.151265,,,,0.257041,0.330503,0.109797,,,true,true,false,-0.128142,-0.213206,1.549271,0.536279,1.070445,1.018944,-0.482961,-0.601914,-0.169405,0.255437,0.511492,false,false,false,false,3972086.285714,4985112.888889,true,revenue growth positive; net margin positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00128,ALCO,"Alico, Inc. - Common Stock",NASDAQ,0000003545,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.055249,,,,-3.343485,0.33182,0.464121,,,true,false,false,0.048819,-0.014064,-0.017699,0.180851,0.231343,0.231984,-0.150697,-0.150697,-0.00364,0.008433,0.012117,false,false,false,false,19818.571429,21126.825397,true,revenue growth non-positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00129,ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ,0002031561,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.000115,,,false,false,false,0.00699,0.012652,0.024171,0.035061,0.023983,0.021835,-0.004176,-0.008515,0.006474,0.018634,0.012082,true,true,true,false,58793.52381,29680.571429,true,positive FCF flag false,3m return positive; 12m return positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00130,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ,0001341235,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.385917,,,false,false,false,-0.03871,-0.198925,-0.713186,-0.74087,0.739534,1.385934,-0.764259,-0.787307,-0.133015,-0.511868,-0.436977,false,false,false,false,728361.904762,1276120.634921,true,positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00131,ALEC,"Alector, Inc. - Common Stock",NASDAQ,0001653087,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.790718,,,,-6.791589,-8.746591,0.89548,,,false,false,true,0.589404,0.230769,0.137441,0.021277,1.035665,0.914636,-0.486137,-0.656627,0.292338,0.261084,-0.024184,false,false,false,true,1537780.904762,985138.079365,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return positive; trend flag false,balance-sheet leverage elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00133,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,0000866291,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.227708,,,,-0.016736,0.140314,0.324628,,,true,true,false,-0.145713,-0.295251,0.021601,0.149757,0.895715,0.791903,-0.49052,-0.49052,-0.242159,-0.096292,0.192476,false,false,false,false,1940366.238095,2761144.301587,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00134,ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,0001097149,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.00899,,,,0.101699,0.121631,0.350442,,,true,true,false,-0.103708,-0.07037,-0.151555,0.091575,0.431919,0.423816,-0.209589,-0.215432,-0.099803,-0.089563,0.011376,false,false,false,false,826456.52381,968075.984127,true,revenue growth positive; net margin positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00135,ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ,0001799448,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,-0.394628,,,,-11.067246,,0.395197,,,false,false,false,0.307368,0.208171,-0.094752,-0.415254,1.124102,0.975193,-0.533181,-0.693118,0.053954,-0.131289,-0.17576,false,false,false,true,134771.428571,171131.746032,true,revenue growth non-positive; net margin non-positive; positive FCF flag false,3m return positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00136,ALGT,Allegiant Travel Company - Common Stock,NASDAQ,0001362468,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.048392,,,,-0.01923,0.032312,0.749922,,,true,true,false,-0.300251,-0.174062,-0.245179,0.155602,0.579931,0.636964,-0.39233,-0.39233,-0.25762,-0.184632,0.098315,false,false,false,false,553192.333333,570011.730159,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00137,ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,0001832466,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.460562,,,,-0.000183,0.028654,0.831789,,,true,true,true,-0.066621,-0.003666,-0.263415,-0.169315,0.884083,0.77219,-0.479642,-0.479642,-0.233503,-0.281817,-0.063033,false,false,false,false,4825393.380952,5525172.396825,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00139,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,0001520262,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,-0.052473,,,,0.16374,0.325452,0.268476,,,true,false,false,-0.047042,0.142304,0.616438,0.629272,0.362911,0.441202,-0.14904,-0.221968,-0.070533,0.260204,0.355835,false,false,false,false,1331040.904762,1945358.079365,true,revenue growth non-positive; net margin positive; positive FCF flag true,3m return positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00140,ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,0001529274,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.328861,,,,-0.107412,0.093238,0.572666,,,true,true,false,0.034043,0.092749,0.14758,-0.240625,0.438867,0.455106,-0.230079,-0.450057,0.046354,0.051766,0.005172,true,false,false,false,1188746.190476,1625770.952381,true,revenue growth positive; net margin non-positive; positive FCF flag true,3m return positive; 12m return non-positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00141,ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ,0001737287,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,-1.0,,,,,,0.296613,,,false,false,false,0.042105,-0.01,-0.217391,0.767857,0.613061,0.82993,-0.457516,-0.457516,-0.004024,0.010642,0.014726,false,false,false,false,4810290.47619,7483053.968254,true,revenue growth non-positive; positive FCF flag false,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00142,ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ,0001860657,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,,,,,,,0.461715,,,false,false,false,0.076336,-0.107595,0.342857,-0.11875,0.587622,0.746773,-0.361582,-0.588832,0.091247,0.140149,0.044814,true,false,false,false,83061.904762,110061.904762,true,positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag true,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00143,ALLT,Allot Ltd. - Ordinary Shares,NASDAQ,0001365767,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,0.106275,,,,0.036326,0.151952,,,,true,true,false,-0.041825,-0.075795,0.092486,-0.038168,0.508142,0.515369,-0.18583,-0.456522,-0.046923,-0.086874,-0.041918,false,false,false,false,269070.857143,328677.587302,true,revenue growth positive; net margin positive; positive FCF flag true,3m return non-positive; 12m return non-positive; trend flag false,12m drawdown within tracked range,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00145,ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,0002104204,fundamental_and_price,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,,,,,,,,,,false,false,false,0.124677,0.456065,,,0.913869,,,,0.071328,,,false,false,false,false,360404.761905,331065.079365,true,positive FCF flag false,3m return positive; trend flag false,Risk evidence incomplete.,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00146,ALMS,Alumis Inc. - Common Stock,NASDAQ,0001847367,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,,,,,-10.117464,-15.391933,0.26859,,,false,false,false,-0.637443,-0.527445,-0.663588,1.040948,1.334136,1.067024,-0.687459,-0.687459,-0.637947,-0.571812,0.182667,false,false,false,false,2140730.666667,1714878.47619,true,net margin non-positive; positive FCF flag false,3m return non-positive; 12m return positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
U00147,ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,0001828805,fundamental_and_price,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,4.078634,,,,-0.647803,-0.2806,0.077708,,,false,true,false,-0.252549,-0.530873,-0.353734,-0.453269,0.921134,1.339722,-0.604319,-0.604319,-0.25752,-0.297524,-0.053878,false,false,false,false,473153.52381,614835.301587,true,revenue growth positive; net margin non-positive; positive FCF flag false,3m return non-positive; 12m return non-positive; trend flag false,balance-sheet leverage not elevated; 12m drawdown severe,Prepared for future scoring; no recommendation language or ranking emitted.,False,False,False,v2.38J-us-candidate-feature-matrix
