asset_id,ticker,company_name,exchange,candidate_matrix_status,fundamental_quality_status,price_quality_status,evidence_level,missing_reason,phase
U00156,ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00157,ALT,"Altimmune, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00158,ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00159,ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00161,ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00162,ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00163,AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00165,AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00166,AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00167,AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00168,AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00169,AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00170,AMGN,Amgen Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00171,AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00172,AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00173,AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00174,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00175,AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00176,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00177,AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00178,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00179,AMSC,American Superconductor Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00180,AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00181,AMSS,AMASS Brands Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00182,AMST,Amesite Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00183,AMTX,"Aemetis, Inc - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00184,AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00185,ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00186,ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00188,ANGI,Angi Inc. - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00189,ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00190,ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00191,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00192,ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00193,ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00194,ANNX,"Annexon, Inc. - common stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00195,ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00197,ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00198,ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00199,ANY,Sphere 3D Corp. - Common Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00200,AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00201,AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00202,APA,APA Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00204,APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00205,APEI,"American Public Education, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00206,APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00207,API,"Agora, Inc. - ADS",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00208,APLD,Applied Digital Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00212,APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00213,APP,Applovin Corporation - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00214,APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00215,APPN,Appian Corporation - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00216,APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00217,APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00218,APUR,Aperture AC - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00219,APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00220,APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00221,APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_PARTIAL,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00222,APYX,Apyx Medical Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00223,AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00224,AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00225,AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00226,ARAI,Arrive AI Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00227,ARAY,Accuray Incorporated - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00229,ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00230,ARCB,ArcBest Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00232,ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00234,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00235,ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00236,AREC,American Resources Corporation - Class A Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00237,ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00238,ARKO,ARKO Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00239,ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00240,AROW,Arrow Financial Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00241,ARQ,"Arq, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00243,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00244,ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00246,ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00247,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00248,ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00249,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00250,ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00251,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00252,ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,INSUFFICIENT_FEATURE_EVIDENCE,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00253,ASBP,"Aspire Biopharma Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00254,ASLE,AerSale Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00255,ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00256,ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00258,ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00260,ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00261,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00262,ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00263,ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00264,ASTC,Astrotech Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00265,ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00266,ASTH,Astrana Health Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00267,ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00269,ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00270,ASUR,Asure Software Inc - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00271,ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00272,ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00273,ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_PRICE,FEATURES_READY,PRICE_FEATURES_PARTIAL,medium,price_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00274,ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00275,ATER,"Aterian, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00276,ATEX,Anterix Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00277,ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00278,ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00279,ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00280,ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00281,ATLO,Ames National Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00282,ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00283,ATNI,"ATN International, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00284,ATOM,Atomera Incorporated - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00285,ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00286,ATPC,Agape ATP Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00287,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00288,ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00289,ATRO,Astronics Corporation - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00290,ATXG,Addentax Group Corp. - Common Stock,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00291,ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00292,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00293,AUC,ATIF Holdings Limited - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00294,AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00296,AUID,authID Inc. - Common Stock,NASDAQ,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,FEATURES_PARTIAL,PRICE_FEATURES_READY,medium,fundamental_features_missing_or_partial,v2.38J-us-candidate-feature-matrix
U00297,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
U00298,AUR,"Aurora Innovation, Inc. - Class A Common Stock",NASDAQ,CANDIDATE_MATRIX_READY,FEATURES_READY,PRICE_FEATURES_READY,high,,v2.38J-us-candidate-feature-matrix
