asset_id,ticker,company_name,cik,sec_name,sec_ticker,sec_exchange,match_tier,fetch_status,fetch_reason,phase,created_at_utc
U18637,0HYEl,Cincinnati Financial Corp,0000020286,CINCINNATI FINANCIAL CORP,CINF,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18639,0HYPl,Citizens Financial Group Inc,0000759944,CITIZENS FINANCIAL GROUP INC/RI,CFG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18642,0I2Pl,Conagra Brands Inc,0000023217,CONAGRA BRANDS INC.,CAG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18643,0I35l,Consolidated Edison Inc,0001047862,CONSOLIDATED EDISON INC,ED,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18646,0I4Al,Coty Inc,0001024305,COTY INC.,COTY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18651,0I6Ql,DTE Energy Co,0000936340,DTE ENERGY CO,DTE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18652,0I7El,DaVita Inc,0000927066,DAVITA INC.,DVA,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18653,0I8Fl,DENTSPLY SIRONA Inc,0000818479,DENTSPLY SIRONA Inc.,XRAY,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18656,0IC7l,Dollar General Corp,0000029534,DOLLAR GENERAL CORP,DG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18657,0IC8l,Dollar Tree Inc,0000935703,"DOLLAR TREE, INC.",DLTR,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18661,0IDRl,EOG Resources Inc,0000821189,EOG RESOURCES INC,EOG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18663,0IF3l,Eastman Chemical Co,0000915389,EASTMAN CHEMICAL CO,EMN,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18664,0IF4l,Eastman Kodak Co,0000031235,EASTMAN KODAK CO,KODK,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18666,0IFJl,Edison International,0000827052,EDISON INTERNATIONAL,EIX,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18667,0IHPl,Entergy Corp,0000065984,ENTERGY CORP /DE/,ETR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18668,0II3l,Equifax Inc,0000033185,EQUIFAX INC,EFX,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18671,0IIRl,Essex Property Trust Inc,0000920522,"ESSEX PROPERTY TRUST, INC.",ESS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18672,0IJ2l,Eversource Energy,0000072741,EVERSOURCE ENERGY,ES,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18674,0IJNl,Exelon Corp,0001109357,EXELON CORP,EXC,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18675,0IJRl,Expeditors International of Washington Inc,0000746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18676,0IJVl,Extra Space Storage Inc,0001289490,Extra Space Storage Inc.,EXR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18678,0IKWl,Fastenal Co,0000815556,FASTENAL CO,FAST,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18681,0ILWl,Fidelity National Information Services Inc,0001136893,"Fidelity National Information Services, Inc.",FIS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18683,0IP9l,Fiserv Inc,0000798354,FISERV INC,FISV,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18684,0IPBl,FirstEnergy Corp,0001031296,FIRSTENERGY CORP,FE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18686,0IQEl,Flowserve Corp,0000030625,FLOWSERVE CORP,FLS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18687,0IREl,Fortive Corp,0001659166,Fortive Corp,FTV,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18688,0IRNl,Fortune Brands Innovations Inc,0001519751,"Fortune Brands Innovations, Inc.",FBIN,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18689,0ITLl,Arthur J Gallagher & Co,0000354190,Arthur J. Gallagher & Co.,AJG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18692,0IUCl,General Dynamics Corp,0000040533,GENERAL DYNAMICS CORP,GD,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18693,0IUXl,Genuine Parts Co,0000040987,GENUINE PARTS CO,GPC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18699,0J1Rl,HCA Healthcare Inc,0000860730,"HCA Healthcare, Inc.",HCA,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18700,0J1Ul,Healthpeak Properties Inc,0000765880,"HEALTHPEAK PROPERTIES, INC.",DOC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18705,0J4Gl,Helmerich & Payne Inc,0000046765,"Helmerich & Payne, Inc.",HP,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18709,0J5Il,Hilton Worldwide Holdings Inc,0001585689,Hilton Worldwide Holdings Inc.,HLT,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18710,0J5Ql,Hologic Inc,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18711,0J5Zl,Hormel Foods Corp,0000048465,HORMEL FOODS CORP /DE/,HRL,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18712,0J66l,Host Hotels & Resorts Inc,0001070750,"HOST HOTELS & RESORTS, INC.",HST,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18716,0J76l,Huntington Ingalls Industries Inc,0001501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18717,0J86l,IPG Photonics Corp,0001111928,IPG PHOTONICS CORP,IPGP,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18718,0J8Pl,IDEXX Laboratories Inc,0000874716,IDEXX LABORATORIES INC /DE,IDXX,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18720,0J9Pl,Incyte Corp,0000879169,INCYTE CORP,INCY,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18721,0JC3l,Intercontinental Exchange Inc,0001571949,"Intercontinental Exchange, Inc.",ICE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18723,0JDMl,IQVIA Holdings Inc,0001478242,IQVIA HOLDINGS INC.,IQV,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18736,0JQRl,KeyCorp,0000091576,KEYCORP /NEW/,KEY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18739,0JRLl,Kohl's Corp,0000885639,KOHLS Corp,KSS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18742,0JSJl,LKQ Corp,0001065696,LKQ CORP,LKQ,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18743,0JT5l,Lam Research Corp,0000707549,LAM RESEARCH CORP,LRCX,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18745,0JU0l,Lennar Corp,0000920760,LENNAR CORP /NEW/,LEN,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18750,0JWCl,MGM Resorts International,0000789570,MGM Resorts International,MGM,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18752,0JXDl,Macy's Inc,0000794367,"Macy's, Inc.",M,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18754,0JYAl,Marathon Petroleum Corp,0001510295,Marathon Petroleum Corp,MPC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18756,0JZ0l,Martin Marietta Materials Inc,0000916076,MARTIN MARIETTA MATERIALS INC,MLM,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18757,0JZ1l,Masco Corp,0000062996,MASCO CORP /DE/,MAS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18758,0JZHl,Mattel Inc,0000063276,MATTEL INC /DE/,MAT,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18760,0JZUl,McKesson Corp,0000927653,MCKESSON CORP,MCK,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18762,0K10l,Mettler-Toledo International Inc,0001037646,METTLER TOLEDO INTERNATIONAL INC/,MTD,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18764,0K1El,Mid-America Apartment Communities Inc,0000912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18765,0K2Fl,Mohawk Industries Inc,0000851968,MOHAWK INDUSTRIES INC,MHK,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18769,0K36l,Moody's Corp,0001059556,MOODYS CORP /DE/,MCO,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18771,0K3Hl,Motorola Solutions Inc,0000068505,"Motorola Solutions, Inc.",MSI,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18772,0K4Cl,NRG Energy Inc,0001013871,"NRG ENERGY, INC.",NRG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18775,0K6Fl,NetApp Inc,0001002047,"NetApp, Inc.",NTAP,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18778,0K7Jl,Newell Brands Inc,0000814453,NEWELL BRANDS INC.,NWL,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18783,0K87l,NiSource Inc,0001111711,NISOURCE INC.,NI,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18784,0K8Ml,Norfolk Southern Corp,0000702165,NORFOLK SOUTHERN CORP,NSC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18786,0K9Ll,Nucor Corp,0000073309,NUCOR CORP,NUE,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18787,0KABl,O'Reilly Automotive Inc,0000898173,O REILLY AUTOMOTIVE INC,ORLY,Nasdaq,squashed_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18789,0KBKl,Omnicom Group Inc,0000029989,OMNICOM GROUP INC.,OMC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18792,0KEIl,PPG Industries Inc,0000079879,PPG INDUSTRIES INC,PPG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18794,0KEQl,PVH Corp,0000078239,PVH CORP. /DE/,PVH,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18795,0KETl,PACCAR Inc,0000075362,PACCAR INC,PCAR,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18797,0KGEl,Paychex Inc,0000723531,PAYCHEX INC,PAYX,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18798,0KHEl,Revvity Inc,0000031791,"REVVITY, INC.",RVTY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18801,0KITl,Pinnacle West Capital Corp,0000764622,PINNACLE WEST CAPITAL CORP,PNW,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18802,0KNYl,T Rowe Price Group Inc,0001113169,PRICE T ROWE GROUP INC,TROW,Nasdaq,sorted_token_set,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18803,0KO5l,Principal Financial Group Inc,0001126328,PRINCIPAL FINANCIAL GROUP INC,PFG,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18805,0KODl,Prologis Inc,0001045609,"Prologis, Inc.",PLD,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18811,0KSJl,Qorvo Inc,0001604778,"Qorvo, Inc.",QRVO,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18816,0KU1l,Raymond James Financial Inc,0000720005,RAYMOND JAMES FINANCIAL INC,RJF,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18817,0KUEl,Realty Income Corp,0000726728,REALTY INCOME CORP,O,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18820,0KW1l,Republic Services Inc,0001060391,"REPUBLIC SERVICES, INC.",RSG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18822,0KX0l,Riot Platforms Inc,0001167419,"Riot Platforms, Inc.",RIOT,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18825,0KXMl,Roper Technologies Inc,0000882835,ROPER TECHNOLOGIES INC,ROP,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18826,0KXOl,Ross Stores Inc,0000745732,"ROSS STORES, INC.",ROST,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18828,0KYZl,SBA Communications Corp,0001034054,SBA COMMUNICATIONS CORP,SBAC,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18830,0KZAd,Amerant Bancorp Inc,0001734342,Amerant Bancorp Inc.,AMTB,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18835,0L4Fl,Sealed Air Corp,,,,,,unresolved,no_exact_normalized_name_match,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18841,0L5d,Lamb Weston Holdings Inc,0001679273,"Lamb Weston Holdings, Inc.",LW,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18843,0L7Al,A O Smith Corp,0000091142,SMITH A O CORP,AOS,NYSE,sorted_token_set,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18848,0L9El,Stanley Black & Decker Inc,0000093556,"STANLEY BLACK & DECKER, INC.",SWK,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18853,0LC6l,Sysco Corp,0000096021,SYSCO CORP,SYY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18855,0LD5l,Tapestry Inc,0001116132,"TAPESTRY, INC.",TPR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18858,0LF0l,Textron Inc,0000217346,TEXTRON INC,TXT,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18859,0LHRl,Tyson Foods Inc,0000100493,"TYSON FOODS, INC.",TSN,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18862,0LIBl,Ulta Beauty Inc,0001403568,"Ulta Beauty, Inc.",ULTA,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18863,0LIKl,Under Armour Inc,0001336917,"Under Armour, Inc.",UAA,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18865,0LIYl,United Rentals Inc,0001067701,"UNITED RENTALS, INC.",URI,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18869,0LJLl,Universal Health Services Inc,0000352915,UNIVERSAL HEALTH SERVICES INC,UHS,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18874,0LOZl,VeriSign Inc,0001014473,VERISIGN INC/CA,VRSN,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18879,0LRKl,Vulcan Materials Co,0001396009,Vulcan Materials CO,VMC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18882,0LTIl,Waters Corp,0001000697,WATERS CORP /DE/,WAT,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18883,0LUSl,Welltower Inc,0000766704,WELLTOWER INC.,WELL,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18885,0LWGl,Weyerhaeuser Co,0000106535,WEYERHAEUSER CO,WY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18886,0LWHl,Whirlpool Corp,0000106640,WHIRLPOOL CORP /DE/,WHR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18890,0M1Rl,Xcel Energy Inc,0000072903,XCEL ENERGY INC,XEL,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18895,0M5d,BILL Holdings Inc,0001786352,"BILL Holdings, Inc.",BILL,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18899,0NUd,Nutanix Inc,0001618732,"Nutanix, Inc.",NTNX,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18900,0OALl,American International Group Inc,0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18906,0PYd,Paycom Software Inc,0001590955,"Paycom Software, Inc.",PAYC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18912,0Q3d,Beyond Meat Inc,0001655210,"BEYOND MEAT, INC.",BYND,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18925,0QYYl,Harley-Davidson Inc,0000793952,"HARLEY-DAVIDSON, INC.",HOG,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18952,0R18l,Best Buy Co Inc,0000764478,BEST BUY CO INC,BBY,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18954,0R1Dl,Sangamo Therapeutics Inc,0001001233,"SANGAMO THERAPEUTICS, INC",SGMOQ,OTC,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18959,0R1Tl,Expedia Group Inc,0001324424,"Expedia Group, Inc.",EXPE,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18970,0R2Ml,Regeneron Pharmaceuticals Inc,0000872589,"REGENERON PHARMACEUTICALS, INC.",REGN,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18976,0R33l,Emerson Electric Co,0000032604,EMERSON ELECTRIC CO,EMR,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18990,0SE0d,Sezzle Inc,0001662991,Sezzle Inc.,SEZL,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U18993,0SGOl,Dropbox Inc,0001467623,"DROPBOX, INC.",DBX,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19007,0V6d,Vistra Corp,0001692819,Vistra Corp.,VST,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19023,0Y9Sl,Check Point Software Technologies Ltd,0001015922,CHECK POINT SOFTWARE TECHNOLOGIES LTD,CHKP,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19026,0YUd,Yum China Holdings Inc,0001673358,"Yum China Holdings, Inc.",YUMC,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19027,0ZCd,Zscaler Inc,0001713683,"Zscaler, Inc.",ZS,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19028,0ZG2d,Zillow Group Inc,0001617640,"ZILLOW GROUP, INC.",ZG,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19063,1170d,Arista Networks Inc,0001596532,"Arista Networks, Inc.",ANET,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19162,185d,Alcoa Corp,0001675149,Alcoa Corp,AA,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19189,19MWm,Marvell Technology Inc,0001835632,"Marvell Technology, Inc.",MRVL,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19190,19Xd,Axsome Therapeutics Inc,0001579428,"Axsome Therapeutics, Inc.",AXSM,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19232,1AMTm,American Tower Corp,0001053507,AMERICAN TOWER CORP /MA/,AMT,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19246,1ASTSm,AST SpaceMobile Inc,0001780312,"AST SpaceMobile, Inc.",ASTS,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19254,1AVAVm,AeroVironment Inc,0001368622,AeroVironment Inc,AVAV,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19259,1AXONm,Axon Enterprise Inc,0001069183,"AXON ENTERPRISE, INC.",AXON,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19264,1B8d,Ondas Inc,0001646188,Ondas Inc.,ONDS,Nasdaq,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
U19267,1BAHm,Booz Allen Hamilton Holding Corp,0001443646,Booz Allen Hamilton Holding Corp,BAH,NYSE,exact_normalized_name,resolved,,v2.38BI-us-cboe-secondary-identity-sec,2026-09-07T21:56:23+00:00
