scenario,scenario_label,ticker,name,market_cap,price,avg_volume_90d,dollar_volume_90d,simulated_decision,simulated_reasons,weak_reasons
current_base,Actual/base final,BBSI,"Barrett Business Services, Inc. - Common Stock",810468352.0,33.0,253547,8367051.0,PASSED,,
current_base,Actual/base final,BCAB,"BioAtla, Inc. - Common Stock",5526314.0,3.33,37877,126130.41,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BCAL,California BanCorp - Common Stock,619494528.0,19.26,190082,3660979.3200000003,PASSED,,
current_base,Actual/base final,BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,431574848.0,10.64,514041,5469396.24,PASSED,,
current_base,Actual/base final,BCAX,Bicara Therapeutics Inc. - Common Stock,1314077312.0,20.0,557311,11146220.0,PASSED,,
current_base,Actual/base final,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",195161872.0,11.24,100126,1125416.24,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BCDA,"BioCardia, Inc. - Common Stock",11715965.0,1.03,164233,169159.99,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BCG,"Binah Capital Group, Inc. - Common Stock",26055704.0,1.55,609914,945366.7000000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BCML,BayCom Corp - Common Stock,346588992.0,31.77,43941,1396005.57,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,
current_base,Actual/base final,BCPC,Balchem Corporation - Common Stock,5137882112.0,159.91,202768,32424630.88,PASSED,,
current_base,Actual/base final,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",2137507840.0,8.41,5295541,44535499.81,PASSED,,
current_base,Actual/base final,BCTX,BriaCell Therapeutics Corp. - Common Shares,26795344.0,3.08,223568,688589.4400000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BCYC,Bicycle Therapeutics plc - American Depositary Shares,293207136.0,4.2,434346,1824253.2000000002,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BDCI,BTC Development Corp. - Class A Ordinary Shares,349204032.0,10.05,29949,300987.45,REJECTED,LOW_DOLLAR_VOLUME,
current_base,Actual/base final,BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,40297008.0,1.26,465092,586015.92,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,2506943.0,3.36,738333,2480798.88,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BDSX,"Biodesix, Inc. - Common Stock",160100800.0,15.46,80233,1240402.1800000002,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",112884504.0,1.97,1204304,2372478.88,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BEAM,Beam Therapeutics Inc. - Common Stock,3024648960.0,29.4,2041384,60016689.599999994,PASSED,,
current_base,Actual/base final,BEAT,"Heartbeam, Inc. - Common Stock",46564688.0,0.8389,1493590,1252972.651,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BEEM,Beam Global - Common Stock,29084076.0,1.31,522434,684388.54,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BEEP,Mobile Infrastructure Corporation - Common Stock,83620704.0,2.03,42031,85322.93,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BELFA,Bel Fuse Inc. - Class A Common Stock,2952176896.0,232.04,83258,19319186.32,PASSED,,
current_base,Actual/base final,BELFB,Bel Fuse Inc. - Class B Common Stock,3734313984.0,262.56,240826,63231274.56,PASSED,,
current_base,Actual/base final,BENF,Beneficient - Class A Common Stock,50847264.0,3.54,236942,838774.68,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BETR,Better Home & Finance Holding Company - Class A Common Stock,483444896.0,25.62,549339,14074065.18,PASSED,,
current_base,Actual/base final,BFC,Bank First Corporation - Common Stock,1575015296.0,140.34,99947,14026561.98,PASSED,,
current_base,Actual/base final,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",12441449.0,0.671,11271088,7562900.048,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
current_base,Actual/base final,BFRI,Biofrontera Inc. - Common Stock,11971127.0,0.935,175195,163807.325,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BFST,"Business First Bancshares, Inc. - Common Stock",929688192.0,28.45,187401,5331558.45,PASSED,,
current_base,Actual/base final,BGC,"BGC Group, Inc. - Class A Common Stock",5202554880.0,10.86,2944090,31972817.4,PASSED,,
current_base,Actual/base final,BGDE,"Big Digital Energy, Inc. - Common Stock",39010652.0,7.11,564768,4015500.48,REJECTED,MARKET_CAP_BELOW_MINIMUM,
current_base,Actual/base final,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,300941632.0,2.66,21306,56673.96000000001,REJECTED,"LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BGL,Blue Gold Limited - Class A ordinary shares,21235640.0,0.52,427933,222525.16,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BGLC,BioNexus Gene Lab Corp - Common stock,5318091.0,2.2,12936,28459.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BGM,BGM Group Ltd. - Class A Ordinary Shares,58381400.0,0.291,335571,97651.161,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BGMS,"Bio Green Med Solution, Inc. - Common Stock",8279184.0,1.5,86060,129090.0,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BHF,"Brighthouse Financial, Inc. - Common Stock",3598978560.0,62.65,575111,36030704.15,PASSED,,
current_base,Actual/base final,BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",,15.72,21900,344268.0,REJECTED,"MISSING_MARKET_CAP, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BHRB,Burke & Herbert Financial Services Corp. - Common Stock,1299460992.0,64.49,134173,8652816.77,PASSED,,
current_base,Actual/base final,BHST,BioHarvest Sciences Inc. - Common Stock,72310416.0,3.19,27512,87763.28,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BIAF,"bioAffinity Technologies, Inc. - Common Stock",7845387.0,1.73,8613301,14901010.73,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",41395142656.0,121.66,2332326,283750781.15999997,PASSED,,
current_base,Actual/base final,BIIB,Biogen Inc. - Common Stock,28839434240.0,195.34,1156031,225819095.54,PASSED,,
current_base,Actual/base final,BILI,Bilibili Inc. - American Depositary Shares,7277181440.0,17.46,3070093,53603823.78,PASSED,,
current_base,Actual/base final,BIOA,"BioAge Labs, Inc. - Common Stock",697907968.0,15.7,479465,7527600.5,PASSED,,
current_base,Actual/base final,BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,26815438.0,0.4202,688382,289258.1164,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BIRD,"Allbirds, Inc. - Class A Common Stock",33727176.0,3.83,6053869,23186318.27,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BIVI,BioVie Inc. - Common stock,12066943.0,1.6,86912,139059.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BIYA,Baiya International Group Inc.  - Ordinary Shares,3378393.0,0.82,8171169,6700358.579999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
current_base,Actual/base final,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",4966632.0,4.8,1238911,5946772.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BJRI,"BJ's Restaurants, Inc. - Common Stock",904568448.0,43.04,372561,16035025.44,PASSED,,
current_base,Actual/base final,BKNG,Booking Holdings Inc. - Common Stock,128505839616.0,165.84,7852217,1302211667.28,PASSED,,
current_base,Actual/base final,BKR,Baker Hughes Company - Common Stock,62093578240.0,62.59,9106671,569986537.89,PASSED,,
current_base,Actual/base final,BL,"BlackLine, Inc. - Common Stock",1681221888.0,28.66,1262114,36172187.24,PASSED,,
current_base,Actual/base final,BLBD,Blue Bird Corporation - Common Stock,2205134336.0,69.68,424126,29553099.680000003,PASSED,,
current_base,Actual/base final,BLDP,"Ballard Power Systems, Inc. - Common Shares",1483261184.0,4.92,7285584,35845073.28,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BLFS,"BioLife Solutions, Inc. - Common Stock",1301561472.0,26.64,511457,13625214.48,PASSED,,
current_base,Actual/base final,BLIN,"Bridgeline Digital, Inc. - Common Stock",13355871.0,1.06,35090,37195.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BLIV,BeLive Holdings - ordinary shares,22490140.0,2.07,2346,4856.219999999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BLKB,"Blackbaud, Inc. - Common Stock",1300337792.0,28.31,625277,17701591.87,PASSED,,
current_base,Actual/base final,BLLN,"BillionToOne, Inc. - Class A common stock",4470301184.0,97.19,533725,51872732.75,PASSED,,
current_base,Actual/base final,BLMN,"Bloomin' Brands, Inc. - Common Stock",622415872.0,7.27,2833731,20601224.369999997,PASSED,,
current_base,Actual/base final,BLNE,"Beeline Holdings, Inc. - Common Stock",35543732.0,1.14,723758,825084.1199999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BLNK,Blink Charging Co. - Common Stock,98867760.0,0.6881,2430038,1672109.1478000002,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BLRX,BioLineRx Ltd. - American Depositary Shares,14533098.0,3.23,49353,159410.19,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BLTE,"Belite Bio, Inc - American Depositary Shares",5746198016.0,143.35,164944,23644722.4,PASSED,,
current_base,Actual/base final,BLZE,"Backblaze, Inc. - Common Stock",465714336.0,7.76,1649963,12803712.879999999,PASSED,,
current_base,Actual/base final,BMBL,Bumble Inc. - common stock,430770112.0,2.84,4163617,11824672.28,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,
current_base,Actual/base final,BMEA,"Biomea Fusion, Inc. - Common Stock",91820288.0,1.27,1514120,1922932.4000000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BMGL,Basel Medical Group Ltd - ordinary shares,10228841.0,0.5445,451450,245814.525,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,109736640.0,4.3,2200,9460.0,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BMM,Blue Moon Metals Inc. - Common Shares,760123968.0,7.25,110652,802227.0,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,
current_base,Actual/base final,BMR,Beamr Imaging Ltd. - Ordinary Share,26866650.0,1.73,108039,186907.47,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BMRA,"Biomerica, Inc. - Common Stock",6551370.0,2.12,22931,48613.72,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BMRC,Bank of Marin Bancorp - Common Stock,420932384.0,26.0,101531,2639806.0,PASSED,,
current_base,Actual/base final,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,10972756992.0,56.77,2046165,116160787.05000001,PASSED,,
current_base,Actual/base final,BNAI,Brand Engagement Network Inc. - Common Stock,144275424.0,22.17,605509,13424134.530000001,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,
current_base,Actual/base final,BNBX,BNB Plus Corp. - Common Stock,3893700.0,0.541,894469,483907.72900000005,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BNC,CEA Industries Inc. - Common Stock,92655016.0,2.16,275584,595261.4400000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BNGO,"Bionano Genomics, Inc. - Common Stock",13425750.0,1.17,309295,361875.14999999997,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BNKK,"Bonk, Inc. - Common Stock",12481466.0,1.56,264598,412772.88,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BNR,Burning Rock Biotech Limited - American Depositary Shares,97131816.0,9.21,27839,256397.19000000003,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BNRG,Brenmiller Energy Ltd - Ordinary Shares,697291.0,1.29,889253,1147136.37,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BNTC,Benitec Biopharma Inc. - Common Stock,362438240.0,10.55,127515,1345283.25,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,
current_base,Actual/base final,BNTX,BioNTech SE - American Depositary Shares,22274045952.0,88.08,1203995,106047879.6,PASSED,,
current_base,Actual/base final,BNZI,"Banzai International, Inc. - Class A Common Stock",4383710.0,3.01,246920,743229.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BODI,"The Beachbody Company, Inc. - Class A Common Stock",73721160.0,10.18,78988,804097.84,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BOF,BranchOut Food Inc. - Common Stock,57588272.0,3.76,84828,318953.27999999997,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BOKF,BOK Financial Corporation - Common Stock,7851406336.0,129.22,327219,42283239.18,PASSED,,
current_base,Actual/base final,BOLD,"Boundless Bio, Inc. - Common Stock",31899038.0,1.42,216841,307914.22,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",8762345.0,4.56,24573,112052.87999999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BON,Bon Natural Life Limited - Class A Ordinary Shares,12713311.0,1.25,17198,21497.5,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BOOM,DMC Global Inc. - Common Stock,137959760.0,6.74,311884,2102098.16,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,
current_base,Actual/base final,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,29256712.0,4.15,61223,254075.45,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BOT,"RoboStrategy, Inc. - Common Stock",,37.49,867382,32518151.180000003,REJECTED,MISSING_MARKET_CAP,
current_base,Actual/base final,BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",104269632.0,22.95,10196,233998.19999999998,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
current_base,Actual/base final,BOXL,Boxlight Corporation - Class A Common Stock,2721160.0,0.68,379698,258194.64,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BPAC,Blueport Acquisition Ltd - Class A Ordinary Shares,74659816.0,10.11,6468,65391.479999999996,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BPOP,"Popular, Inc. - Common Stock",9878787072.0,153.07,501774,76806546.17999999,PASSED,,
current_base,Actual/base final,BPRN,"Princeton Bancorp, Inc. - Common Stock",239888704.0,35.22,9717,342232.74,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
current_base,Actual/base final,BRAG,Bragg Gaming Group Inc. - Common Shares,41523776.0,1.62,39398,63824.76,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BRAI,Braiin Limited - Common Stock,1498261376.0,7.27,227977,1657392.7899999998,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,
current_base,Actual/base final,BRBI,BRBI BR Partners S.A. - ADSs,308422240.0,11.7499,2969,34885.4531,REJECTED,LOW_DOLLAR_VOLUME,
current_base,Actual/base final,BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",136124944.0,6.31,609365,3845093.15,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,
current_base,Actual/base final,BRFH,Barfresh Food Group Inc. - Common Stock,35838572.0,2.22,8926,19815.72,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BRID,Bridgford Foods Corporation - Common Stock,66079340.0,7.28,2730,19874.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BRKR,Bruker Corporation - Common Stock,8584003072.0,56.39,2345474,132261278.86,PASSED,,
current_base,Actual/base final,BRLS,Borealis Foods Inc. - Class A Common Shares,33697396.0,1.57,268076,420879.32,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",120429432.0,1.19,66436,79058.84,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,26637564.0,0.6521,23542,15351.7382,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BRR,"ProCap Financial, Inc. - Common Stock",156692192.0,1.73,1157601,2002649.73,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BRTX,"BioRestorative Therapies, Inc. - Common Stock",10318660.0,0.405,13846463,5607817.515000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
current_base,Actual/base final,BRUN,Boost Run Inc. - Class A Common Stock,1790031488.0,29.14,995057,28995960.98,PASSED,,
current_base,Actual/base final,BRZE,"Braze, Inc. - Class A Common Stock",2580391680.0,22.91,3293296,75449411.36,PASSED,,
current_base,Actual/base final,BSBK,Bogota Financial Corp. - Common Stock,114789792.0,8.93,13415,119795.95,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
current_base,Actual/base final,BSET,"Bassett Furniture Industries, Incorporated - Common Stock",122963672.0,14.22,30882,439142.04000000004,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
current_base,Actual/base final,BSRR,Sierra Bancorp - Common Stock,511199904.0,39.085,52536,2053369.56,PASSED,,
current_base,Actual/base final,BSVN,Bank7 Corp. - Common stock,429131680.0,45.08,12074,544295.9199999999,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,
current_base,Actual/base final,BSY,"Bentley Systems, Incorporated - Class B Common Stock",10004024320.0,32.93,2518531,82935225.83,PASSED,,
current_base,Actual/base final,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",34119752.0,1.105,1639760,1811934.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BTBD,"BT Brands, Inc. - Common Stock",7050585.0,1.14,939346,1070854.44,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BTBT,"Bit Digital, Inc. - Ordinary Share",572672320.0,1.64,21744519,35661011.16,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,
current_base,Actual/base final,BTCS,BTCS Inc. - Common Stock,64707980.0,1.3,801276,1041658.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BTCT,BTC Digital Ltd. - Ordinary Shares,10278333.0,1.08,89815,97000.20000000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
current_base,Actual/base final,BTDR,Bitdeer Technologies Group - Ordinary Shares,4250689280.0,17.47,8177725,142864855.75,PASSED,,
current_base,Actual/base final,BTMD,Biote Corp. - Class A common stock,83194208.0,2.34,270946,634013.64,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BTOC,Armlogi Holding Corp. - common stock,15223432.0,0.335,419476,140524.46000000002,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BTOG,Bit Origin Limited - Class A Ordinary Shares,2624855.0,1.63,572730,933549.8999999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
current_base,Actual/base final,BTQ,BTQ Technologies Corp. - Common Stock,575339008.0,4.07,2568596,10454185.72,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE
current_base,Actual/base final,BTSG,"BrightSpring Health Services, Inc. - Common Stock",11324152832.0,57.4,2685279,154135014.6,PASSED,,
current_base,Actual/base final,BTTC,Black Titan Corp - Ordinary Shares,10020398.0,0.93,43679,40621.47,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
current_base,Actual/base final,BULL,Webull Corporation - Class A Ordinary Shares,2978184448.0,5.6,13436204,75242742.39999999,PASSED,,
current_base,Actual/base final,BUSE,First Busey Corporation - Common Stock,2332637952.0,27.58,611506,16865335.48,PASSED,,
current_base,Actual/base final,BUUU,BUUU Group Limited - Class A Ordinary Share,273631040.0,16.39,17388,284989.32,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
current_base,Actual/base final,BVC,BitVentures Limited - Ordinary Share,1696800128.0,10.1,2573,25987.3,REJECTED,LOW_DOLLAR_VOLUME,
current_base,Actual/base final,BVFL,"BV Financial, Inc. - Common Stock",174824512.0,20.19,16646,336082.74000000005,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
current_base,Actual/base final,BVS,Bioventus Inc. - Class A Common Stock,612442368.0,9.04,552487,4994482.4799999995,PASSED,,
current_base,Actual/base final,BWAY,BrainsWay Ltd. - American Depositary Shares,556884096.0,13.89,165777,2302642.5300000003,PASSED,,
