ticker,real_decision,simulated_decision,simulated_reasons,market_cap,price,dollar_volume_90d,_merge,alignment_status
APP,PASSED,PASSED,,187185512448.0,557.2,2606330860.0,both,MATCH
APPF,PASSED,PASSED,,5902753280.0,166.94,60453648.32,both,MATCH
APPN,PASSED,PASSED,,1815481728.0,24.73,22385892.76,both,MATCH
APPS,PASSED,PASSED,,1087164416.0,9.01,36981797.28,both,MATCH
APRE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",9180590.0,0.7414,274628.6466,both,MATCH
APVO,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",5881615.0,4.72,268596.32,both,MATCH
APWC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",54839168.0,1.33,7775.18,both,MATCH
APXT,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,461438400.0,10.04,671224.2,both,MATCH
APYX,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",187176560.0,4.47,770887.26,both,MATCH
AQB,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",5044260.0,0.98,36604.96,both,MATCH
AQMS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",11733401.0,3.49,166919.72,both,MATCH
AQST,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,493018976.0,3.93,6378893.04,both,MATCH
ARAI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",23684164.0,0.4567,4346671.9355,both,MATCH
ARAY,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",40673688.0,0.3419,1112360.7092,both,MATCH
ARBB,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",9903086.0,5.61,221477.19,both,MATCH
ARBE,REJECTED,REJECTED,"PRICE_BELOW_MINIMUM, MARKET_CAP_WATCHLIST_RANGE",111611272.0,0.91,2053398.62,both,MATCH
ARBK,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",50344048.0,3.44,93850.08,both,MATCH
ARCB,PASSED,PASSED,,3452889600.0,155.09,48695158.2,both,MATCH
ARCL,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",177357376.0,9.89,1115641.45,both,MATCH
ARCT,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,207488400.0,7.3,3377637.0,both,MATCH
ARDX,PASSED,PASSED,,1373483392.0,5.56,19672442.04,both,MATCH
AREC,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",225709376.0,2.11,6121447.6,both,MATCH
ARGX,PASSED,PASSED,,55703015424.0,891.32,288303693.24,both,MATCH
ARHS,PASSED,PASSED,,895948608.0,6.33,8752497.33,both,MATCH
ARKO,PASSED,PASSED,,840271040.0,7.49,7102512.34,both,MATCH
ARKR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",22538482.0,6.25,33062.5,both,MATCH
ARM,PASSED,PASSED,,366276247552.0,342.93,3373362630.12,both,MATCH
AROW,PASSED,PASSED,,619177024.0,37.46,3269771.02,both,MATCH
ARQ,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",111608264.0,2.6,2155101.0,both,MATCH
ARQQ,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,211265280.0,12.14,5139238.34,both,MATCH
ARQT,PASSED,PASSED,,2655520000.0,21.23,32654839.580000002,both,MATCH
ARRY,PASSED,PASSED,,1244455424.0,8.09,41823859.98,both,MATCH
ARTL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",4810045.0,1.38,5968094.279999999,both,MATCH
ARTNA,PASSED,PASSED,,340293472.0,32.96,2334062.4,both,MATCH
ARTV,PASSED,PASSED,,332829152.0,6.85,2833201.0999999996,both,MATCH
ARTW,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",13471603.0,2.6,98048.6,both,MATCH
ARVN,PASSED,PASSED,,478747296.0,7.42,6599177.34,both,MATCH
ARWR,PASSED,PASSED,,10295239680.0,73.09,148040505.95000002,both,MATCH
ARXS,PASSED,PASSED,,16171291648.0,39.41,69181220.42999999,both,MATCH
ASBP,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,6916550.0,5.34,69823591.86,both,MATCH
ASLE,PASSED,PASSED,,301000512.0,6.37,2062134.62,both,MATCH
ASMB,PASSED,PASSED,,453815008.0,22.9,2947504.8,both,MATCH
ASML,PASSED,PASSED,,632755585024.0,1641.74,2795413682.36,both,MATCH
ASND,PASSED,PASSED,,13001548800.0,210.45,133598921.25,both,MATCH
ASO,PASSED,PASSED,,3338296064.0,51.75,75934896.75,both,MATCH
ASPI,PASSED,PASSED,,844812160.0,6.71,35053113.81,both,MATCH
ASPS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",69252744.0,6.14,146451.28,both,MATCH
ASRT,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,151473504.0,23.44,6885242.16,both,MATCH
ASRV,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",63446364.0,3.74,43268.060000000005,both,MATCH
ASST,PASSED,PASSED,,1097858688.0,13.92,55010990.88,both,MATCH
ASTC,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,60276516.0,33.5,199894433.0,both,MATCH
ASTE,PASSED,PASSED,,1154919808.0,50.23,11184462.95,both,MATCH
ASTH,PASSED,PASSED,,1883674112.0,37.99,16982973.62,both,MATCH
ASTI,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,61029168.0,6.45,10316936.25,both,MATCH
ASTL,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,522727552.0,4.96,7202153.12,both,MATCH
ASUR,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",254119248.0,8.86,803699.46,both,MATCH
ASYS,PASSED,PASSED,,323280992.0,18.49,4920706.72,both,MATCH
ATAI,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,1454258432.0,3.95,22839180.45,both,MATCH
ATAT,PASSED,PASSED,,4618174464.0,33.42,42149504.52,both,MATCH
ATCX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",18540524.0,3.71,128907.66,both,MATCH
ATEC,PASSED,PASSED,,1230314496.0,8.0,25964240.0,both,MATCH
ATER,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",11251666.0,1.04,4671691.44,both,MATCH
ATEX,PASSED,PASSED,,1248359680.0,66.64,21698250.56,both,MATCH
ATGL,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",214012496.0,13.0,38727.0,both,MATCH
ATHE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",70690208.0,3.9,77633.4,both,MATCH
ATHR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",37770108.0,3.11,38843.9,both,MATCH
ATLC,PASSED,PASSED,,1271423488.0,84.1,6881903.0,both,MATCH
ATLN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",74694648.0,0.9799,390968.3412,both,MATCH
ATLO,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",264033728.0,29.81,1783323.63,both,MATCH
ATLX,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",104102832.0,3.53,2337110.63,both,MATCH
ATNI,PASSED,PASSED,,396056960.0,25.75,2126048.75,both,MATCH
ATOM,PASSED,PASSED,,319794176.0,8.26,17448300.099999998,both,MATCH
ATOS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",38493084.0,4.47,281641.29,both,MATCH
ATPC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",2981865.0,2.98,11611114.06,both,MATCH
ATRA,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,89380904.0,9.92,15170656.0,both,MATCH
ATRC,PASSED,PASSED,,1372370304.0,27.1,20307168.2,both,MATCH
ATRO,PASSED,PASSED,,3036395008.0,84.72,46898958.72,both,MATCH
ATXG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",3905115.0,5.0,642060.0,both,MATCH
ATYR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",46084072.0,0.47,1029798.6699999999,both,MATCH
AUBN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",87645792.0,25.09,107786.64,both,MATCH
AUC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",74771952.0,7.25,42506.75,both,MATCH
AUDC,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",244609216.0,9.61,1052669.79,both,MATCH
AUGO,PASSED,PASSED,,5043400192.0,60.4,57273816.8,both,MATCH
AUID,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",20165608.0,1.25,260872.5,both,MATCH
AUPH,PASSED,PASSED,,2037050496.0,15.84,18761418.72,both,MATCH
AUR,PASSED,PASSED,,12375191552.0,6.31,156967578.92999998,both,MATCH
AURA,PASSED,PASSED,,685452928.0,6.63,3158200.5,both,MATCH
AURE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",91632000.0,2.49,147303.42,both,MATCH
AUTL,WATCHLIST,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,407199200.0,1.53,2506828.5,both,MATCH
AUUD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",7026905.0,1.31,6023618.42,both,MATCH
AVAH,PASSED,PASSED,,1454604672.0,6.68,9635272.08,both,MATCH
AVAV,PASSED,PASSED,,9408494592.0,185.92,263033294.71999997,both,MATCH
AVBH,PASSED,PASSED,,341472544.0,31.17,2695799.79,both,MATCH
AVBP,PASSED,PASSED,,1413549056.0,30.35,16156883.200000001,both,MATCH
AVGO,PASSED,PASSED,,1826303639552.0,385.73,9426794138.93,both,MATCH
AVIR,WATCHLIST,WATCHLIST,"DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",340115168.0,4.25,1843985.75,both,MATCH
AVLN,PASSED,PASSED,,1199653504.0,27.06,16069229.219999999,both,MATCH
AVNW,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,233427920.0,18.04,3677093.1999999997,both,MATCH
AVO,PASSED,PASSED,,903218496.0,10.22,10615473.120000001,both,MATCH
AVPT,PASSED,PASSED,,2277064704.0,10.74,19385560.38,both,MATCH
AVR,PASSED,PASSED,,938378816.0,9.64,9749327.24,both,MATCH
AVT,PASSED,PASSED,,7120509952.0,86.81,103261276.29,both,MATCH
AVTX,PASSED,PASSED,,688609024.0,13.1,19972797.099999998,both,MATCH
AVX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",35945068.0,0.4011,183104.5566,both,MATCH
AVXL,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",238166416.0,2.57,3541920.03,both,MATCH
AWRE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",29222204.0,1.35,74509.20000000001,both,MATCH
AXG,WATCHLIST,WATCHLIST,"DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",653256640.0,3.43,982496.06,both,MATCH
AXGN,PASSED,PASSED,,2276010752.0,42.8,42624220.4,both,MATCH
AXON,PASSED,PASSED,,39182282752.0,486.12,533552186.76,both,MATCH
AXSM,PASSED,PASSED,,11955133440.0,232.32,162857946.24,both,MATCH
AXTI,PASSED,PASSED,,5826130944.0,89.053,1054673023.918,both,MATCH
AYA,PASSED,PASSED,,2457014528.0,17.14,5472167.82,both,MATCH
AYTU,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",24149718.0,2.25,100746.0,both,MATCH
AZ,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,285896512.0,6.42,3008835.7199999997,both,MATCH
AZI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",3188642.0,1.04,1002733.68,both,MATCH
AZTA,PASSED,PASSED,,1045845760.0,22.69,26792851.18,both,MATCH
BAFN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",22177288.0,5.4,230698.80000000002,both,MATCH
BAND,PASSED,PASSED,,2311649536.0,72.2,59097866.0,both,MATCH
BANF,PASSED,PASSED,,3706929664.0,110.37,16031794.350000001,both,MATCH
BANL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",10430298.0,0.38,354051.32,both,MATCH
BANR,PASSED,PASSED,,2203160832.0,64.86,18627986.58,both,MATCH
BAOS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",3928286.0,2.56,101414.40000000001,both,MATCH
BATRA,PASSED,PASSED,,3457351936.0,53.9,3289678.6999999997,both,MATCH
BATRK,PASSED,PASSED,,3180892160.0,49.59,17647246.17,both,MATCH
BBCP,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,525603392.0,10.43,1387534.19,both,MATCH
BBGI,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,38130472.0,21.085,26377356.085,both,MATCH
BBIO,PASSED,PASSED,,13242179584.0,67.61,172448702.79,both,MATCH
BBLG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",2241741.0,1.2487,15855.9926,both,MATCH
BBNX,PASSED,PASSED,,618961984.0,13.89,13661315.040000001,both,MATCH
BBOT,PASSED,PASSED,,625636480.0,7.81,2705391.81,both,MATCH
BBSI,PASSED,PASSED,,810468352.0,33.0,8367051.0,both,MATCH
BCAB,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",5526314.0,3.33,126130.41,both,MATCH
BCAL,PASSED,PASSED,,619494528.0,19.26,3660979.3200000003,both,MATCH
BCAR,PASSED,PASSED,,431574848.0,10.64,5469396.24,both,MATCH
BCAX,PASSED,PASSED,,1314077312.0,20.0,11146220.0,both,MATCH
BCBP,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",195161872.0,11.24,1125416.24,both,MATCH
BCDA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",11715965.0,1.03,169159.99,both,MATCH
BCG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",26055704.0,1.55,945366.7000000001,both,MATCH
BCML,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,346588992.0,31.77,1396005.57,both,MATCH
BCPC,PASSED,PASSED,,5137882112.0,159.91,32424630.88,both,MATCH
BCRX,PASSED,PASSED,,2137507840.0,8.41,44535499.81,both,MATCH
BCTX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",26795344.0,3.08,688589.4400000001,both,MATCH
BCYC,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",293207136.0,4.2,1824253.2000000002,both,MATCH
BDCI,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,349204032.0,10.05,300987.45,both,MATCH
BDMD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",40297008.0,1.26,586015.92,both,MATCH
BDRX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",2506943.0,3.36,2480798.88,both,MATCH
BDSX,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",160100800.0,15.46,1240402.1800000002,both,MATCH
BDTX,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",112884504.0,1.97,2372478.88,both,MATCH
BEAM,PASSED,PASSED,,3024648960.0,29.4,60016689.599999994,both,MATCH
BEAT,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",46564688.0,0.8389,1252972.651,both,MATCH
BEEM,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",29084076.0,1.31,684388.54,both,MATCH
BEEP,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",83620704.0,2.03,85322.93,both,MATCH
BELFA,PASSED,PASSED,,2952176896.0,232.04,19319186.32,both,MATCH
BELFB,PASSED,PASSED,,3734313984.0,262.56,63231274.56,both,MATCH
BENF,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",50847264.0,3.54,838774.68,both,MATCH
BETR,PASSED,PASSED,,483444896.0,25.62,14074065.18,both,MATCH
BFC,PASSED,PASSED,,1575015296.0,140.34,14026561.98,both,MATCH
BFRG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",12441449.0,0.671,7562900.048,both,MATCH
BFRI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",11971127.0,0.935,163807.325,both,MATCH
BFST,PASSED,PASSED,,929688192.0,28.45,5331558.45,both,MATCH
BGC,PASSED,PASSED,,5202554880.0,10.86,31972817.4,both,MATCH
BGDE,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,39010652.0,7.11,4015500.48,both,MATCH
BGIN,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",300941632.0,2.66,56673.96000000001,both,MATCH
BGL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",21235640.0,0.52,222525.16,both,MATCH
BGLC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",5318091.0,2.2,28459.2,both,MATCH
BGM,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",58381400.0,0.291,97651.161,both,MATCH
BGMS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",8279184.0,1.5,129090.0,both,MATCH
BHF,PASSED,PASSED,,3598978560.0,62.65,36030704.15,both,MATCH
BHFAL,REJECTED,REJECTED,"MISSING_MARKET_CAP, LOW_DOLLAR_VOLUME",,15.72,344268.0,both,MATCH
BHRB,PASSED,PASSED,,1299460992.0,64.49,8652816.77,both,MATCH
BHST,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",72310416.0,3.19,87763.28,both,MATCH
BIAF,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",7845387.0,1.73,14901010.73,both,MATCH
BIDU,PASSED,PASSED,,41395142656.0,121.66,283750781.15999997,both,MATCH
BIIB,PASSED,PASSED,,28839434240.0,195.34,225819095.54,both,MATCH
BILI,PASSED,PASSED,,7277181440.0,17.46,53603823.78,both,MATCH
BIOA,PASSED,PASSED,,697907968.0,15.7,7527600.5,both,MATCH
BIOX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",26815438.0,0.4202,289258.1164,both,MATCH
BIRD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",33727176.0,3.83,23186318.27,both,MATCH
BIVI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",12066943.0,1.6,139059.2,both,MATCH
BIYA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",3378393.0,0.82,6700358.579999999,both,MATCH
BJDX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",4966632.0,4.8,5946772.8,both,MATCH
BJRI,PASSED,PASSED,,904568448.0,43.04,16035025.44,both,MATCH
BKNG,PASSED,PASSED,,128505839616.0,165.84,1302211667.28,both,MATCH
BKR,PASSED,PASSED,,62093578240.0,62.59,569986537.89,both,MATCH
BL,PASSED,PASSED,,1681221888.0,28.66,36172187.24,both,MATCH
BLBD,PASSED,PASSED,,2205134336.0,69.68,29553099.680000003,both,MATCH
BLDP,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,1483261184.0,4.92,35845073.28,both,MATCH
BLFS,PASSED,PASSED,,1301561472.0,26.64,13625214.48,both,MATCH
BLIN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",13355871.0,1.06,37195.4,both,MATCH
BLIV,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",22490140.0,2.07,4856.219999999999,both,MATCH
BLKB,PASSED,PASSED,,1300337792.0,28.31,17701591.87,both,MATCH
BLLN,PASSED,PASSED,,4470301184.0,97.19,51872732.75,both,MATCH
BLMN,PASSED,PASSED,,622415872.0,7.27,20601224.369999997,both,MATCH
BLNE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",35543732.0,1.14,825084.1199999999,both,MATCH
BLNK,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",98867760.0,0.6881,1672109.1478000002,both,MATCH
BLRX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",14533098.0,3.23,159410.19,both,MATCH
BLTE,PASSED,PASSED,,5746198016.0,143.35,23644722.4,both,MATCH
BLZE,PASSED,PASSED,,465714336.0,7.76,12803712.879999999,both,MATCH
BMBL,WATCHLIST,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,430770112.0,2.84,11824672.28,both,MATCH
BMEA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",91820288.0,1.27,1922932.4000000001,both,MATCH
BMGL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",10228841.0,0.5445,245814.525,both,MATCH
BMHL,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",109736640.0,4.3,9460.0,both,MATCH
BMM,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,760123968.0,7.25,802227.0,both,MATCH
BMR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",26866650.0,1.73,186907.47,both,MATCH
BMRA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",6551370.0,2.12,48613.72,both,MATCH
BMRC,PASSED,PASSED,,420932384.0,26.0,2639806.0,both,MATCH
BMRN,PASSED,PASSED,,10972756992.0,56.77,116160787.05000001,both,MATCH
BNAI,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,144275424.0,22.17,13424134.530000001,both,MATCH
BNBX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",3893700.0,0.541,483907.72900000005,both,MATCH
