ticker,real_decision,simulated_decision,simulated_reasons,_merge,alignment_status
AUDC,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",both,MATCH
AUGO,PASSED,PASSED,,both,MATCH
AUID,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
AUPH,PASSED,PASSED,,both,MATCH
AUR,PASSED,PASSED,,both,MATCH
AURA,PASSED,PASSED,,both,MATCH
AURE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
AUTL,WATCHLIST,PASSED,PRICE_WATCHLIST_RANGE,both,MISMATCH
AUUD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WATCHLIST_RANGE",both,MATCH
AVAH,PASSED,PASSED,,both,MATCH
AVAV,PASSED,PASSED,,both,MATCH
AVBH,PASSED,PASSED,,both,MATCH
AVBP,PASSED,PASSED,,both,MATCH
AVGO,PASSED,PASSED,,both,MATCH
AVIR,WATCHLIST,WATCHLIST,"DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
AVLN,PASSED,PASSED,,both,MATCH
AVNW,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,both,MATCH
AVO,PASSED,PASSED,,both,MATCH
AVPT,PASSED,PASSED,,both,MATCH
AVR,PASSED,PASSED,,both,MATCH
AVT,PASSED,PASSED,,both,MATCH
AVTX,PASSED,PASSED,,both,MATCH
AVX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
AVXL,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
AWRE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
AXG,WATCHLIST,WATCHLIST,"DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
AXGN,PASSED,PASSED,,both,MATCH
AXON,PASSED,PASSED,,both,MATCH
AXSM,PASSED,PASSED,,both,MATCH
AXTI,PASSED,PASSED,,both,MATCH
AYA,PASSED,PASSED,,both,MATCH
AYTU,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
AZ,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,both,MATCH
AZI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
AZTA,PASSED,PASSED,,both,MATCH
BAFN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BAND,PASSED,PASSED,,both,MATCH
BANF,PASSED,PASSED,,both,MATCH
BANL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BANR,PASSED,PASSED,,both,MATCH
BAOS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BATRA,PASSED,PASSED,,both,MATCH
BATRK,PASSED,PASSED,,both,MATCH
BBCP,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BBGI,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,both,MATCH
BBIO,PASSED,PASSED,,both,MATCH
BBLG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BBNX,PASSED,PASSED,,both,MATCH
BBOT,PASSED,PASSED,,both,MATCH
BBSI,PASSED,PASSED,,both,MATCH
BCAB,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BCAL,PASSED,PASSED,,both,MATCH
BCAR,PASSED,PASSED,,both,MATCH
BCAX,PASSED,PASSED,,both,MATCH
BCBP,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",both,MATCH
BCDA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BCG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BCML,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BCPC,PASSED,PASSED,,both,MATCH
BCRX,PASSED,PASSED,,both,MATCH
BCTX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BCYC,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BDCI,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,both,MATCH
BDMD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BDRX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WATCHLIST_RANGE",both,MATCH
BDSX,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",both,MATCH
BDTX,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BEAM,PASSED,PASSED,,both,MATCH
BEAT,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",both,MATCH
BEEM,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BEEP,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BELFA,PASSED,PASSED,,both,MATCH
BELFB,PASSED,PASSED,,both,MATCH
BENF,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BETR,PASSED,PASSED,,both,MATCH
BFC,PASSED,PASSED,,both,MATCH
BFRG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",both,MATCH
BFRI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BFST,PASSED,PASSED,,both,MATCH
BGC,PASSED,PASSED,,both,MATCH
BGDE,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,both,MATCH
BGIN,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BGL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BGLC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BGM,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BGMS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BHF,PASSED,PASSED,,both,MATCH
BHFAL,REJECTED,REJECTED,"MISSING_MARKET_CAP, LOW_DOLLAR_VOLUME",both,MATCH
BHRB,PASSED,PASSED,,both,MATCH
BHST,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BIAF,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WATCHLIST_RANGE",both,MATCH
BIDU,PASSED,PASSED,,both,MATCH
BIIB,PASSED,PASSED,,both,MATCH
BILI,PASSED,PASSED,,both,MATCH
BIOA,PASSED,PASSED,,both,MATCH
BIOX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BIRD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WATCHLIST_RANGE",both,MATCH
BIVI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BIYA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",both,MATCH
BJDX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WATCHLIST_RANGE",both,MATCH
BJRI,PASSED,PASSED,,both,MATCH
BKNG,PASSED,PASSED,,both,MATCH
BKR,PASSED,PASSED,,both,MATCH
BL,PASSED,PASSED,,both,MATCH
BLBD,PASSED,PASSED,,both,MATCH
BLDP,PASSED,PASSED,PRICE_WATCHLIST_RANGE,both,MATCH
BLFS,PASSED,PASSED,,both,MATCH
BLIN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BLIV,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BLKB,PASSED,PASSED,,both,MATCH
BLLN,PASSED,PASSED,,both,MATCH
BLMN,PASSED,PASSED,,both,MATCH
BLNE,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BLNK,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",both,MATCH
BLRX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BLTE,PASSED,PASSED,,both,MATCH
BLZE,PASSED,PASSED,,both,MATCH
BMBL,WATCHLIST,PASSED,PRICE_WATCHLIST_RANGE,both,MISMATCH
BMEA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BMGL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BMHL,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BMM,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BMR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BMRA,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BMRC,PASSED,PASSED,,both,MATCH
BMRN,PASSED,PASSED,,both,MATCH
BNAI,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,both,MATCH
BNBX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BNC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BNGO,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BNKK,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BNR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BNRG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BNTC,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BNTX,PASSED,PASSED,,both,MATCH
BNZI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BODI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",both,MATCH
BOF,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BOKF,PASSED,PASSED,,both,MATCH
BOLD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BOLT,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BON,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BOOM,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,both,MATCH
BOSC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BOT,REJECTED,REJECTED,MISSING_MARKET_CAP,both,MATCH
BOTJ,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",both,MATCH
BOXL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BPAC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BPOP,PASSED,PASSED,,both,MATCH
BPRN,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",both,MATCH
BRAG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BRAI,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BRBI,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,both,MATCH
BRCB,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,both,MATCH
BRFH,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BRID,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BRKR,PASSED,PASSED,,both,MATCH
BRLS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BRLT,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BRNS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BRR,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BRTX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",both,MATCH
BRUN,PASSED,PASSED,,both,MATCH
BRZE,PASSED,PASSED,,both,MATCH
BSBK,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",both,MATCH
BSET,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",both,MATCH
BSRR,PASSED,PASSED,,both,MATCH
BSVN,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BSY,PASSED,PASSED,,both,MATCH
BTAI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BTBD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BTBT,WATCHLIST,PASSED,PRICE_WATCHLIST_RANGE,both,MISMATCH
BTCS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BTCT,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BTDR,PASSED,PASSED,,both,MATCH
BTMD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BTOC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BTOG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BTQ,PASSED,PASSED,PRICE_WATCHLIST_RANGE,both,MATCH
BTSG,PASSED,PASSED,,both,MATCH
BTTC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BULL,PASSED,PASSED,,both,MATCH
BUSE,PASSED,PASSED,,both,MATCH
BUUU,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",both,MATCH
BVC,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,both,MATCH
BVFL,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",both,MATCH
BVS,PASSED,PASSED,,both,MATCH
BWAY,PASSED,PASSED,,both,MATCH
BWB,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,both,MATCH
BWEN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WATCHLIST_RANGE",both,MATCH
BWFG,PASSED,PASSED,,both,MATCH
BWIN,PASSED,PASSED,,both,MATCH
BWMN,PASSED,PASSED,,both,MATCH
BYAH,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BYFC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",both,MATCH
BYND,REJECTED,REJECTED,PRICE_BELOW_MINIMUM,both,MATCH
BYRN,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,both,MATCH
BYSI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
BZ,PASSED,PASSED,,both,MATCH
BZAI,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BZFD,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
BZUN,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
CAAS,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WATCHLIST_RANGE",both,MATCH
CABA,PASSED,PASSED,PRICE_WATCHLIST_RANGE,both,MATCH
CABR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WATCHLIST_RANGE",both,MATCH
CAC,PASSED,PASSED,,both,MATCH
CACC,PASSED,PASSED,,both,MATCH
CADL,PASSED,PASSED,,both,MATCH
CAI,PASSED,PASSED,,both,MATCH
CAKE,PASSED,PASSED,,both,MATCH
