ticker,name,core_stage2_present,core_stage2_total,core_stage2_coverage_percent,can_run_stage2_cleanly,missing_core_stage2,missing_recommended_stage2,missing_stage3_extra
AMAL,Amalgamated Financial Corp. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMAT,"Applied Materials, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMBA,"Ambarella, Inc. - Ordinary Shares",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMD,"Advanced Micro Devices, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMGN,Amgen Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMKR,"Amkor Technology, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMPL,"Amplitude, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMSC,American Superconductor Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMSF,"AMERISAFE, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AMZN,"Amazon.com, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ANAB,"AnaptysBio, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ANDE,"The Andersons, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ANNX,"Annexon, Inc. - common stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APA,APA Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APEI,"American Public Education, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APGE,"Apogee Therapeutics, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APLD,Applied Digital Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APOG,"Apogee Enterprises, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APP,Applovin Corporation - Class A Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APPF,"AppFolio, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APPN,Appian Corporation - Class A Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
APPS,"Digital Turbine, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARCB,ArcBest Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARDX,"Ardelyx, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARGX,argenx SE - American Depositary Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARHS,"Arhaus, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARKO,ARKO Corp. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARM,Arm Holdings plc - American Depositary Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARRY,"Array Technologies, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ARXS,"Arxis, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASML,ASML Holding N.V. - New York Registry Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASND,Ascendis Pharma A/S - Ordinary Share,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASPI,ASP Isotopes Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASST,"Strive, Inc. - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASTE,"Astec Industries, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASTH,Astrana Health Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ASTL,Algoma Steel Group Inc. - Common Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATAI,AtaiBeckley Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATEC,"Alphatec Holdings, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATEX,Anterix Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATLC,Atlanticus Holdings Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATRC,"AtriCure, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
ATRO,Astronics Corporation - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AUGO,Aura Minerals Inc. - Common Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
AVAV,"AeroVironment, Inc. - Common Stock",0,8,0.0,False,revenue_ttm|operating_margin|fcf_margin|net_debt_to_ebitda|shares_dilution_3y|data_completeness_score|financial_data_date|special_case,revenue_growth_1y|revenue_growth_3y|gross_margin|net_margin|ebitda|free_cash_flow|total_debt|cash|net_debt|debt_to_equity|current_ratio|interest_coverage,pe_ratio|forward_pe|ev_ebitda|price_sales|fcf_yield|price_change_6m|price_change_12m|relative_strength_6m|drawdown_from_52w_high
