ticker,current_stage2_status,simulated_stage2_status,transition,simulated_primary_reason,simulated_all_reasons
AVT,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AVTX,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXGN,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXON,REJECTED,REJECTED,REJECTED->REJECTED,DEBT_TOO_HIGH,DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXSM,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AXTI,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_FCF_MARGIN|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AYA,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
AZTA,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BAND,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BANF,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BANR,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BATRK,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_WATCHLIST_RANGE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BBIO,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BBNX,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BBSI,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BCAX,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BCPC,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BCRX,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BEAM,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BELFA,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BELFB,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BFC,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BFST,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BGC,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BHF,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_WATCHLIST_RANGE|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BHRB,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BIDU,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BIIB,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BILI,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,MISSING_FCF_MARGIN,MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BIOA,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BJRI,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BKNG,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BKR,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BL,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLBD,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLDP,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLFS,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLKB,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLLN,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLMN,REJECTED,REJECTED,REJECTED->REJECTED,DEBT_TOO_HIGH,DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BLTE,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BMRN,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BNTX,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE,OPERATING_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|FCF_MARGIN_TOO_NEGATIVE_BUT_RECOVERABLE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BOKF,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BPOP,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BRKR,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BRUN,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BRZE,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BSY,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BTDR,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BTQ,REJECTED,REJECTED,REJECTED->REJECTED,OPERATING_MARGIN_TOO_NEGATIVE,OPERATING_MARGIN_TOO_NEGATIVE|FCF_MARGIN_TOO_NEGATIVE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BTSG,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DEBT_WATCHLIST_RANGE,DEBT_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BULL,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BUSE,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BWIN,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,OPERATING_MARGIN_WATCHLIST_RANGE,OPERATING_MARGIN_WATCHLIST_RANGE|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
BZ,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CABA,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CAC,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CACC,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_FCF_MARGIN|MISSING_NET_DEBT_TO_EBITDA|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CADL,WATCHLIST,WATCHLIST,WATCHLIST->WATCHLIST,DATA_COMPLETENESS_WATCHLIST_RANGE,DATA_COMPLETENESS_WATCHLIST_RANGE|MISSING_REVENUE_SPECIAL_CASE|MISSING_FCF_MARGIN|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CAI,WATCHLIST,PASSED,WATCHLIST->PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
CAKE,REJECTED,REJECTED,REJECTED->REJECTED,DEBT_TOO_HIGH,DEBT_TOO_HIGH|MISSING_SHARES_DILUTION_PROVIDER_LIMITATION
