asset_id,ticker,company_name_source_value,resolved_company_name,resolved_company_name_raw,resolution_status,resolution_reason,isin,home_mic,home_country,primary_fundamental_route,source_row_hash,credentials_used,phase,created_at_utc
U37033,PCZ,GER0,PROCREDIT HLDG AG,PROCREDIT HLDG AG NA EO 5,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006223407,XETR,DE,eodhd_fundamentals,b57c1e117e59e1759123ff8cf7925bf8570805e3a866143c63563f0ea38ea17c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37034,ITN,GER0,INTERTAINMENT AG,INTERTAINMENT AG INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006223605,XETR,DE,eodhd_fundamentals,5e81ae2be08e023e69a08354ca60e4311c47a43d62b9907c3e81c5157016bfa8,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37035,IFX,DAX1,INFINEON TECH.AG,INFINEON TECH.AG NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006231004,XETR,DE,eodhd_fundamentals,127be3e8487ea181b03bbd4b7b63339b19e63884068bdbcf9c520866901d0d65,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37036,O4B,GER0,OVB HOLDING AG,OVB HOLDING AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006286560,XETR,DE,eodhd_fundamentals,d18e742c62f54103b39fcf37efdfce2285c0ddb826dd9eb4ecf01ac6cc82cb3c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37037,KSB,SDX1,KSB SE+CO.KGAA  ST,KSB SE+CO.KGAA  ST O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006292006,XETR,DE,eodhd_fundamentals,354f22c8abc3f16479e1de47e17764c875455cc8d302cdbbe346d45b5b9c72c0,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37038,KSB3,SDX1,KSB SE+CO.KGAA VZO,KSB SE+CO.KGAA VZO O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006292030,XETR,DE,eodhd_fundamentals,49066f71c2970989f4f7cad294a9571c27ecc6572f0cfcf3415dc5c9e5c5fe76,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37039,DEZ,MDX1,DEUTZ AG,DEUTZ AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006305006,XETR,DE,eodhd_fundamentals,dd7e896f8ec58fcbaf550785e59ee6793dda1d23756c247f2c4d8936faf55f4c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37040,KRN,MDX1,KRONES AG,KRONES AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006335003,XETR,DE,eodhd_fundamentals,e6c105283e98b0c49b5717e2555a15316b7e97d5052bb0f414fb4ff4e792f567,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37041,LPK,SDX1,LPKF LASER+ELECTR.INH ON,LPKF LASER+ELECTR.INH ON,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006450000,XETR,DE,eodhd_fundamentals,5790c77c2bd010b98c06552ce1aa1ffa184c6c369f3e36c979bb8ef6ed2ff6cc,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37042,NEM,MDX1,NEMETSCHEK SE,NEMETSCHEK SE O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006452907,XETR,DE,eodhd_fundamentals,677e5f7c103e8095921c7f2562c3aaf222184a4e1d02ad1ab998ba12f64dcdab,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37043,LEI,GER0,LEIFHEIT AG,LEIFHEIT AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006464506,XETR,DE,eodhd_fundamentals,5869b78f30d62238c2fa72355676e8dd44aa98d9e33f02d2ed5a1aa6ce747534,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37044,ALG,GER0,ALBIS LEASING AG,ALBIS LEASING AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006569403,XETR,DE,eodhd_fundamentals,75c53ee34ab0137451249d8943cf4e8d1137395630a3f6b0d1cc723374a9ff85,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37045,MLP,SDX1,MLP SE,MLP SE  INH. O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006569908,XETR,DE,eodhd_fundamentals,c3a5a30494d692501c0ac8abcc74891bab6ee29a42a9480e37b4d206fef52296,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37046,NN6,GER0,NANOREPRO AG,NANOREPRO AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006577109,XETR,DE,eodhd_fundamentals,f971e1971e5ccbcbf3031ad86e9f31ff3282935d32db35f2695ab03f204eb430,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37047,KWG,GER0,KHD HUMBOLDT WEDAG,KHD HUMBOLDT WEDAG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006578008,XETR,DE,eodhd_fundamentals,df1ee4ee6519041258bafa442cca72118a0be621f475061beaa7a0e1118fe8ab,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37048,MUM,GER0,MENSCH UND MASCH.,MENSCH UND MASCH.O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006580806,XETR,DE,eodhd_fundamentals,1eae9d2f85a913e605922a606fc449f904538f14198ec8bb34d5426226286080,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37049,MED,GER0,MEDICLIN AG,MEDICLIN AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006595101,XETR,DE,eodhd_fundamentals,489dc7c932765ad767295edb3ddfe7d6ebd265ab2324d7e14e5e2300ac6e95fc,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37050,MRK,DAX1,MERCK KGAA,MERCK KGAA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006599905,XETR,DE,eodhd_fundamentals,330ad30393ab533dfcf725c868029585402248bee68180c63f3a8eaed3f7e74e,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37051,G1A,DAX1,GEA GROUP AG,GEA GROUP AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006602006,XETR,DE,eodhd_fundamentals,5fd5f5cbd303b1a8bae585e1017055fb337a3819f14b80e2c71798e107a48fb2,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37052,CHG,GER0,CHAPTERS GROUP,CHAPTERS GROUP INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006618309,XETR,DE,eodhd_fundamentals,3012ecd718fdb424741f8d148ee4a0fe2502a73baf246aeb6a9b47e3b7e2f71f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37053,MUB,GER0,MUEHLBAUER HOLD.AG,MUEHLBAUER HOLD.AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006627201,XETR,DE,eodhd_fundamentals,e69dd37a2a4276cc98421931c53b480b0e67ef20e5366d49380f43945d09ea5e,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37054,NDA,MDX1,AURUBIS AG,AURUBIS AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006766504,XETR,DE,eodhd_fundamentals,4b0d46d810ce7279b91776a747f199bcff88ae6e39c2aa2de1ccdbb570a9347c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37055,PFV,GER0,PFEIFFER VACUUM TECH.,PFEIFFER VACUUM TECH.O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006916604,XETR,DE,eodhd_fundamentals,750b006e1c0dc11c9785bc7ce02416af588dd53af01e4948c47a86b6df9b395f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37056,PZS,GER0,SCHERZER U. CO. AG,SCHERZER U. CO. AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006942808,XETR,DE,eodhd_fundamentals,ec10e3682bfd92f2639ffe541e3b52964b1c49716392d877e71ea545f8a7bad1,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37057,PWO,GER0,PWO AG,PWO AG  INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006968001,XETR,DE,eodhd_fundamentals,8c9bbd0e9316dc2bffc959c50be6af9d90a1590c6948444e5c57599d73c5a808,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37058,PUM,MDX1,PUMA SE,PUMA SE,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0006969603,XETR,DE,eodhd_fundamentals,aa8e7b6ce65a36cc16035ecd99ca738d7959257d8ef84b57795a50937a27f5b3,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37059,RTC,GER0,REALTECH AG,REALTECH AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007008906,XETR,DE,eodhd_fundamentals,43cb5952022765680a4036cf22a32e7ded66722ac85665c59ad426686b000294,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37060,RAA,MDX1,RATIONAL AG,RATIONAL AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007010803,XETR,DE,eodhd_fundamentals,15dd5f80d35cc956159039441d476924ed531a89b151d2be3abf87535eaaec08,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37061,RHM,DAX1,RHEINMETALL AG,RHEINMETALL AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007030009,XETR,DE,eodhd_fundamentals,42116086d15a6fa356e5afb3cbb724fa89bb9cfd580941f944dbf874d471bc33,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37062,RWE,DAX1,RWE AG,RWE AG   INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007037129,XETR,DE,eodhd_fundamentals,faf83fa43615f4b629371693435a115cb928a3b534edd3c6fa32af736dfe4b4d,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37063,RHK,GER0,RHOEN-KLINIKUM,RHOEN-KLINIKUM O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007042301,XETR,DE,eodhd_fundamentals,9d614c6dc0e3d8a2eafb5b013f25c41b336db297bebf311afbe8b2743e667ce0,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37064,KWS,SDX1,KWS SAAT KGAA,KWS SAAT KGAA  INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007074007,XETR,DE,eodhd_fundamentals,c50e77f947bb1ec813c8332a200dd9903302cd996c3286dc2afe2fdbe30608ce,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37065,MBG,DAX1,MERCEDES-BENZ GRP,MERCEDES-BENZ GRP NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007100000,XETR,DE,eodhd_fundamentals,4905898839bda446b00b01f6bbb827007e5c2c58935c4e8ac4fb88214cbf8e43,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37066,SAP,DAX1,SAP SE,SAP SE O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007164600,XETR,DE,eodhd_fundamentals,85314f0cf802cc4dcaffaa60e6952c59da60779180398df24bf82f8fc0e7a290,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37067,SRT,MDX1,SARTORIUS AG,SARTORIUS AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007165607,XETR,DE,eodhd_fundamentals,69f87b769862cac1fcb382a948a12a1c4a31818d5f178d84333cbe97802c020e,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37068,SRT3,MDX1,SARTORIUS AG VZO,SARTORIUS AG VZO O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007165631,XETR,DE,eodhd_fundamentals,10431b617382a7292249370dc3d7e531538c6c61d4f3f441266721e4fce6c9ef,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37069,SKB,GER0,KOENIG + BAUER AG ST,KOENIG + BAUER AG ST O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007193500,XETR,DE,eodhd_fundamentals,85615f4938380b94ff2c3acf83efb9bf5fbd6693fa489cd4975dd16542c10f57,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37070,SIS,GER0,FIRST SENSOR AG,FIRST SENSOR AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007201907,XETR,DE,eodhd_fundamentals,c61b99371bc78c3d3b8549cc8643898f049bf9dcdc20e4c75f3a16bcc478dd0c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37071,SHF,GER0,SNP SCHNEID.-NEUREIT.,SNP SCHNEID.-NEUREIT.O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007203705,XETR,DE,eodhd_fundamentals,69e66f7c4b00891df189e670a00b8d478b0f0b70f9f6f1cc45787f702ba62978,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37072,SWA,GER0,SCHLOSS WACHENHEIM AG,SCHLOSS WACHENHEIM AG O.N,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007229007,XETR,DE,eodhd_fundamentals,b48b4658739c7cbd5cacb71cb37b054f655213aad72953ec909f797318d12cab,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37073,SIX2,SDX1,SIXT SE ST,SIXT SE ST O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007231326,XETR,DE,eodhd_fundamentals,a540818a06f90f638d636588b83417fb78cf3a2370a0e232c03d37dadaa929f6,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37074,SIX3,SDX1,SIXT SE VZO,SIXT SE VZO O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007231334,XETR,DE,eodhd_fundamentals,8be96ed57a7fe3b9fa5d76d630b4682b4bfb24e93efe414dab25c4c646a89b65,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37075,SGL,GER0,SGL CARBON SE,SGL CARBON SE O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007235301,XETR,DE,eodhd_fundamentals,c19c6785ac22d4b63fd06c66cab3ca91c795950488b49a5211309f4b8af0ee84,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37076,SIE,DAX1,SIEMENS AG,SIEMENS AG  NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007236101,XETR,DE,eodhd_fundamentals,fb97d6ae64d38e7367d0cc65bc0397766f981e4003a460c2f6011e930b95cb3c,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37077,CEC,GER0,CECONOMY AG,CECONOMY AG  INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007257503,XETR,DE,eodhd_fundamentals,579489725304a602f494d23023fb93602dd805f44469859a5594747924be2c1a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37078,STO3,SDX1,STO SE+CO.KGAA VZO,STO SE+CO.KGAA VZO O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007274136,XETR,DE,eodhd_fundamentals,8a4c0fed0e720dc8b601d859ffc97d38a19e69d762175b093dbecee314b63499,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37079,YSN,SDX1,SECUNET SECURITY AG,SECUNET SECURITY AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007276503,XETR,DE,eodhd_fundamentals,270f57ef6a2adca21527db1ddcddfe9782ac1ad21043b6894bdbb3a157200143,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37080,SZU,SDX1,SUEDZUCKER AG,SUEDZUCKER AG  O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007297004,XETR,DE,eodhd_fundamentals,e961ee005403355cadb7e6628bd5a8f659d46f1a5306ba7e088f1f6b23da48a8,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37081,HDD,SDX1,HEIDELBERG.DRUCKMA.,HEIDELBERG.DRUCKMA.O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007314007,XETR,DE,eodhd_fundamentals,ca515c65f7eeb132b3a6584b7d84e572987e2a0ab30b528a2100877fd60a1830,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37082,TTK,GER0,TAKKT AG,TAKKT AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007446007,XETR,DE,eodhd_fundamentals,22662540774ebc936d9714bf0fb1f399e11b7808a8b597abd0b1594d0541b607,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37083,IVU,GER0,IVU TRAFFIC TECHN.AG,IVU TRAFFIC TECHN.AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007448508,XETR,DE,eodhd_fundamentals,45a1fc4b8b0c95d723fd17bb632fa171232446fba3fcfcc5285eab1e86b78bb1,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37084,TPE,SDX1,PVA TEPLA AG,PVA TEPLA AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007461006,XETR,DE,eodhd_fundamentals,6e9d6aca450afac762b9754bc60d912d889ab52b10b481d0f09730f1ec8cff59,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37085,DEQ,SDX1,DEUTSCHE EUROSHOP,DEUTSCHE EUROSHOP NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007480204,XETR,DE,eodhd_fundamentals,10a1a6a7477191f6ee460b789401400ba1f96ee421de9560624eb05049343540,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37086,SAX,SDX1,STROEER SE + CO. KGAA,STROEER SE + CO. KGAA,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007493991,XETR,DE,eodhd_fundamentals,449abdb9531800491adfb724b57d46b7dc4f3b8088efa52cd96aa63f7c90bbb2,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37087,TKA,MDX1,THYSSENKRUPP AG,THYSSENKRUPP AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007500001,XETR,DE,eodhd_fundamentals,2ebc132c67b93428485448dce1a4a443b84e456bc64307190ae8934ade1bb3e1,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37088,TTO,GER0,TTL BET.GRDBES.AG INH ON,TTL BET.GRDBES.AG INH ON,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007501009,XETR,DE,eodhd_fundamentals,600218f1e860c8f1f995845daaa5f49bb95ae3d1ccf8539f40eef940aee36cce,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37089,WSU,GER0,WASHTEC AG,WASHTEC AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007507501,XETR,DE,eodhd_fundamentals,e39b8707cfaa2800eef583293fb6ad3ef9dcd95e01dcb634080c45aa97c17044,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37090,UZU,GER0,UZIN UTZ SE,UZIN UTZ SE O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007551509,XETR,DE,eodhd_fundamentals,6369fe2a078405508629a73c463ab36da735754eaa1643ef5ffc51a37b5d34dc,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37091,F3C,SDX1,SFC ENERGY AG,SFC ENERGY AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007568578,XETR,DE,eodhd_fundamentals,4215c3600744077d90b9200fd0f44b0681a39b68c59f168e267bf7680bcad24b,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37092,VIB3,GER0,VILLEROY + BOCH AG VZ,VILLEROY + BOCH AG VZ,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007657231,XETR,DE,eodhd_fundamentals,676b52aaff7f94e9cac128445cab62afdc22e313ca2cd6150013fcf5bbf5d1ac,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37093,VOW,DAX1,VOLKSWAGEN AG ST,VOLKSWAGEN AG ST O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007664005,XETR,DE,eodhd_fundamentals,c60ab0aefcfad24bdc134d42fc0afb778500c910c71b073ae2e7a37e285e77fc,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37094,VOW3,DAX1,VOLKSWAGEN AG VZO,VOLKSWAGEN AG VZO O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007664039,XETR,DE,eodhd_fundamentals,d27f9dbd8f66ab9e0ead5367d2a6113afc5f7adb3ff09edf7a17e3dc66b12572,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37095,VOS,SDX1,VOSSLOH AG,VOSSLOH AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007667107,XETR,DE,eodhd_fundamentals,94095e9f42cf07123c7ec0d043160fd0a7394abb3619db4de2d863e51569be18,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37096,4DS,GER0,DALDRUP+SOEHNE AG,DALDRUP+SOEHNE AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007830572,XETR,DE,eodhd_fundamentals,760c231c6780de3b77d9e2ca079f54979d534ae73781a6eed564df849e49d908,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37097,V6C,GER0,VISCOM SE,VISCOM SE O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007846867,XETR,DE,eodhd_fundamentals,af5a85b0dfa80fdc87979fd4bd2d7e9e5716067215b8fe2ecec7f4245e129bfc,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37098,ZIL2,GER0,ELRINGKLINGER AG,ELRINGKLINGER AG NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007856023,XETR,DE,eodhd_fundamentals,5bdf6755b6da5577ed98bfe9a37a732f8c0867bc7a8727e0541e9ecf72b71ffe,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37099,KA8,GER0,KLASSIK RADIO AG,KLASSIK RADIO AG NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0007857476,XETR,DE,eodhd_fundamentals,107628999c28114af67e4f4f7c4013b120c071e9c6dd343c0b4b8a2f139bb789,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37100,PBB,SDX1,DT.PFANDBRIEFBK AG,DT.PFANDBRIEFBK AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008019001,XETR,DE,eodhd_fundamentals,3e6faad90294ece67f2d60c18aa8e6392cc1caefa43fad9258c0ff572ba09faf,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37101,WUW,SDX1,WUESTENROT+WUERTT.AG,WUESTENROT+WUERTT.AG O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008051004,XETR,DE,eodhd_fundamentals,9181d52413616b50920fdd48ac10064ea9447ac60f982ab34b866955b50b97b9,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37102,AMI,GER0,MEDONDO HLDG AG,MEDONDO HLDG AG INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008131350,XETR,DE,eodhd_fundamentals,60d9735d3d63b63aae75ccf28b6313a6cff680558cbc30eeb6d7d9097c70a94a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37103,MBK,GER0,MERKUR PRIV.BK,MERKUR PRIV.BK INH O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008148206,XETR,DE,eodhd_fundamentals,ec6f4579980c04452a22402303c4c0ae566f071df1e126d9b8900d7eb47e9b8a,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37104,LHA,MDX1,LUFTHANSA AG V,LUFTHANSA AG VNA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008232125,XETR,DE,eodhd_fundamentals,c909dfbd404b5d8eb772cf0c6090bde1a4928572288b4307670893286140bb5b,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37105,TEG,MDX1,TAG IMMOBILIEN AG,TAG IMMOBILIEN AG,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008303504,XETR,DE,eodhd_fundamentals,d63d5176317af0d5917b64f3aafe3a4dd850b71a9b12e030058f58f04318420f,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37106,HNR1,DAX1,HANNOVER RUECK SE,HANNOVER RUECK SE NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008402215,XETR,DE,eodhd_fundamentals,37e198acbfd714c9ea4c42ea8b215cf487c87210c74e18b9a59574f8980566f1,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37107,ALV,DAX1,ALLIANZ SE,ALLIANZ SE NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008404005,XETR,DE,eodhd_fundamentals,f7bf578ec0bf293261cd5a351a4f98d6fcaeca9af0398d873e4a42939f2b1e64,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
U37108,MUV2,DAX1,MUENCH.RUECKVERS.,MUENCH.RUECKVERS. NA O.N.,resolved,exact_mnemonic_match_single_isin_in_xetra_reference_file,DE0008430026,XETR,DE,eodhd_fundamentals,facf6de8dc069a6fa0f7be7155da7143c8f5fb8ee71c4c81d8442d5faa90ee08,false,v2.38AB-europe-full-identity-resolution-xetra-source,2026-09-05T22:11:55Z
