ticker,name,real_decision,balanced_decision,simulated_reasons,weak_reasons,market_cap,price,avg_volume_90d,dollar_volume_90d,transition
ALGS,"Aligos Therapeutics, Inc. - Common stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,30384174.0,4.91,203571,999533.61,REJECTED->REJECTED
ALGT,Allegiant Travel Company - Common Stock,PASSED,PASSED,,,2260719104.0,84.12,557387,46887394.440000005,PASSED->PASSED
ALHC,"Alignment Healthcare, Inc. - Common Stock",PASSED,PASSED,,,3177498880.0,15.37,4714247,72457976.39,PASSED->PASSED
ALKS,Alkermes plc - Ordinary Shares,PASSED,PASSED,,,7133724672.0,42.8,2366741,101296514.8,PASSED->PASSED
ALKT,"Alkami Technology, Inc. - Common Stock",PASSED,PASSED,,,1700534784.0,15.89,1701085,27030240.65,PASSED->PASSED
ALLO,"Allogene Therapeutics, Inc. - Common Stock",WATCHLIST,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,,648890560.0,1.88,9779777,18385980.76,WATCHLIST->WATCHLIST
ALLR,"Allarity Therapeutics, Inc. - Common stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,25616266.0,1.61,202763,326448.43,REJECTED->REJECTED
ALLT,Allot Ltd. - Ordinary Shares,PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,361786336.0,7.395,412890,3053321.55,PASSED->WATCHLIST
ALM,Almonty Industries Inc. - Common Shares,PASSED,PASSED,,,4627829760.0,16.31,5375207,87669626.16999999,PASSED->PASSED
ALMR,"Alamar Biosciences, Inc. - Class A common stock",PASSED,PASSED,,,1423651840.0,20.54,425218,8733977.719999999,PASSED->PASSED
ALMS,Alumis Inc. - Common Stock,PASSED,PASSED,,,2429997056.0,19.06,1298834,24755776.04,PASSED->PASSED
ALMU,"Aeluma, Inc. - Common Stock",PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,413517536.0,22.59,1597250,36081877.5,PASSED->WATCHLIST
ALNT,Allient Inc. - Common Stock,PASSED,PASSED,,,1442323968.0,84.86,222103,18847660.58,PASSED->PASSED
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",PASSED,PASSED,,,40460984320.0,303.05,1101036,333668959.8,PASSED->PASSED
ALOT,"AstroNova, Inc. - Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,111975416.0,14.49,46739,677248.11,WATCHLIST->REJECTED
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,372186016.0,9.92,3601,35721.92,REJECTED->REJECTED
ALOY,REalloys Inc. - Common Stock,PASSED,PASSED,,,763944384.0,12.48,1856447,23168458.56,PASSED->PASSED
ALP,Alpha Compute Corp  - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",,6354285.0,0.27,19855255,5360918.850000001,REJECTED->REJECTED
ALPS,ALPS Group Inc - Ordinary Share,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,118144224.0,0.71,30261,21485.31,REJECTED->REJECTED
ALRM,"Alarm.com Holdings, Inc. - Common Stock",PASSED,PASSED,,,2244026624.0,45.37,469893,21319045.41,PASSED->PASSED
ALRS,Alerus Financial Corporation - Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,727474304.0,28.95,156214,4522395.3,PASSED->WATCHLIST
ALT,"Altimmune, Inc. - Common Stock",WATCHLIST,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,,527024992.0,2.71,3962088,10737258.48,WATCHLIST->WATCHLIST
ALTI,"AlTi Global, Inc. - Class A Common Stock",WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",,451821152.0,2.98,175061,521681.78,WATCHLIST->REJECTED
ALTO,"Alto Ingredients, Inc. - Common Stock",PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,420749216.0,5.43,2306626,12524979.18,PASSED->WATCHLIST
ALVO,Alvotech - Ordinary Shares,WATCHLIST,WATCHLIST,"DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,1104650880.0,3.54,506701,1793721.54,WATCHLIST->WATCHLIST
ALXO,ALX Oncology Holdings Inc. - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,207226880.0,1.54,963130,1483220.2,WATCHLIST->WATCHLIST
ALZN,"Alzamend Neuro, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,4223262.0,1.11,133139,147784.29,REJECTED->REJECTED
AMAL,Amalgamated Financial Corp. - Common Stock,PASSED,PASSED,,,1266972800.0,42.42,137960,5852263.2,PASSED->PASSED
AMAT,"Applied Materials, Inc. - Common Stock",PASSED,PASSED,,,359671562240.0,453.01,6816000,3087716160.0,PASSED->PASSED
AMBA,"Ambarella, Inc. - Ordinary Shares",PASSED,PASSED,,,2786507008.0,63.52,1063792,67572067.84,PASSED->PASSED
AMBR,Amber International Holding Limited - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,137641872.0,1.46,57779,84357.34,REJECTED->REJECTED
AMCI,AMC Robotics Corporation - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,107577736.0,4.76,69842,332447.92,REJECTED->REJECTED
AMCX,AMC Global Media Inc. - Class A Common Stock,PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,430491584.0,9.8,463455,4541859.0,PASSED->WATCHLIST
AMD,"Advanced Micro Devices, Inc. - Common Stock",PASSED,PASSED,,,760479481856.0,466.38,37466020,17473402407.6,PASSED->PASSED
AMGN,Amgen Inc. - Common Stock,PASSED,PASSED,,,188671213568.0,349.58,2589563,905259433.54,PASSED->PASSED
AMIX,"Autonomix Medical, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,4677831.0,0.41,710125,291151.25,REJECTED->REJECTED
AMKR,"Amkor Technology, Inc. - Common Stock",PASSED,PASSED,,,16099318784.0,64.95,4408296,286318825.2,PASSED->PASSED
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",PASSED,PASSED,,,1481001728.0,13.32,1076168,14334557.76,PASSED->PASSED
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,11255945.0,0.212,1300749,275758.788,REJECTED->REJECTED
AMPG,"Amplitech Group, Inc. - Common Stock",WATCHLIST,REJECTED,MARKET_CAP_BELOW_MINIMUM,,131254976.0,5.18,2162403,11201247.54,WATCHLIST->REJECTED
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",PASSED,PASSED,,,870394240.0,19.74,609792,12037294.079999998,PASSED->PASSED
AMPL,"Amplitude, Inc. - Class A Common Stock",PASSED,PASSED,,,1015863424.0,7.66,2171653,16634861.98,PASSED->PASSED
AMRN,Amarin Corporation plc - American Depositary Shares,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,292099680.0,13.93,62707,873508.51,WATCHLIST->REJECTED
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",PASSED,PASSED,,,4386563072.0,13.75,1780687,24484446.25,PASSED->PASSED
AMSC,American Superconductor Corporation - Common Stock,PASSED,PASSED,,,2019382784.0,42.34,1224407,51841392.38,PASSED->PASSED
AMSF,"AMERISAFE, Inc. - Common Stock",PASSED,PASSED,,,592909568.0,31.7,221147,7010359.899999999,PASSED->PASSED
AMSS,AMASS Brands Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,50381824.0,3.38,1983550,6704399.0,REJECTED->REJECTED
AMST,Amesite Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,7901530.0,1.35,3272471,4417835.850000001,REJECTED->REJECTED
AMTX,"Aemetis, Inc - Common Stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,158324576.0,2.25,1819412,4093677.0,WATCHLIST->WATCHLIST
AMZN,"Amazon.com, Inc. - Common Stock",PASSED,PASSED,,,2646571745280.0,246.03,44933614,11055017052.42,PASSED->PASSED
ANAB,"AnaptysBio, Inc. - Common Stock",PASSED,PASSED,,,1465812352.0,50.37,826216,41616499.92,PASSED->PASSED
ANDE,"The Andersons, Inc. - Common Stock",PASSED,PASSED,,,2479475712.0,72.81,343469,25007977.89,PASSED->PASSED
ANGH,Anghami Inc. - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,31726828.0,3.5,4833,16915.5,REJECTED->REJECTED
ANGI,Angi Inc. - Class A Common Stock,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,239452256.0,5.92,1373333,8130131.36,WATCHLIST->WATCHLIST
ANGO,"AngioDynamics, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,493347840.0,11.94,393009,4692527.46,PASSED->WATCHLIST
ANIK,Anika Therapeutics Inc. - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,192665424.0,14.48,114407,1656613.36,WATCHLIST->WATCHLIST
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",PASSED,PASSED,,,1844004864.0,81.11,359852,29187595.72,PASSED->PASSED
ANIX,"Anixa Biosciences, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,83149088.0,2.48,109342,271168.16,REJECTED->REJECTED
ANL,Adlai Nortye Ltd. - American Depositary Shares,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,640759424.0,9.95,357958,3561682.1,PASSED->WATCHLIST
ANNA,"AleAnna, Inc. - Class A Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,124457600.0,3.04,4521841,13746396.64,WATCHLIST->REJECTED
ANNX,"Annexon, Inc. - common stock",PASSED,PASSED,,,866727040.0,5.29,2503487,13243446.23,PASSED->PASSED
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,88647304.0,5.87,27985,164271.95,REJECTED->REJECTED
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,170106944.0,7.09,5090,36088.1,REJECTED->REJECTED
ANTX,"AN2 Therapeutics, Inc. - Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,137581728.0,3.82,1457498,5567642.359999999,WATCHLIST->REJECTED
ANY,Sphere 3D Corp. - Common Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,26862452.0,4.04,3257366,13159758.64,REJECTED->REJECTED
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,PASSED,PASSED,,,1257341568.0,42.01,831646,34937448.46,PASSED->PASSED
AOUT,"American Outdoor Brands, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,123564408.0,9.81,40577,398060.37,REJECTED->REJECTED
APA,APA Corporation - Common Stock,PASSED,PASSED,,,12926406656.0,36.57,8099574,296201421.18,PASSED->PASSED
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,81631232.0,10.14,2268,22997.52,REJECTED->REJECTED
APC,ARKO Petroleum Corp. - Class A Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,1626633472.0,19.7,160358,3159052.6,PASSED->WATCHLIST
APEI,"American Public Education, Inc. - Common Stock",PASSED,PASSED,,,965784640.0,52.65,344641,18145348.65,PASSED->PASSED
APGE,"Apogee Therapeutics, Inc. - Common Stock",PASSED,PASSED,,,6552844288.0,86.92,935658,81327393.36,PASSED->PASSED
API,"Agora, Inc. - ADS",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,406684448.0,4.81,430707,2071700.67,PASSED->WATCHLIST
APLD,Applied Digital Corporation - Common Stock,PASSED,PASSED,,,11322188800.0,39.62,21877955,866804577.0999999,PASSED->PASSED
APLM,Apollomics Inc. - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,30744728.0,14.0,7558,105812.0,REJECTED->REJECTED
APM,Aptorum Group Limited - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,8225194.0,1.01,63807,64445.07,REJECTED->REJECTED
APOG,"Apogee Enterprises, Inc. - Common Stock",PASSED,PASSED,,,790200640.0,37.01,255052,9439474.52,PASSED->PASSED
APP,Applovin Corporation - Class A Common Stock,PASSED,PASSED,,,187185512448.0,557.2,4677550,2606330860.0,PASSED->PASSED
APPF,"AppFolio, Inc. - Class A Common Stock",PASSED,PASSED,,,5902753280.0,166.94,362128,60453648.32,PASSED->PASSED
APPN,Appian Corporation - Class A Common Stock,PASSED,PASSED,,,1815481728.0,24.73,905212,22385892.76,PASSED->PASSED
APPS,"Digital Turbine, Inc. - Common Stock",PASSED,PASSED,,,1087164416.0,9.01,4104528,36981797.28,PASSED->PASSED
APRE,"Aprea Therapeutics, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,9180590.0,0.7414,370419,274628.6466,REJECTED->REJECTED
APVO,Aptevo Therapeutics Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,5881615.0,4.72,56906,268596.32,REJECTED->REJECTED
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,54839168.0,1.33,5846,7775.18,REJECTED->REJECTED
APXT,Apex Treasury Corporation - Class A Ordinary Share,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,461438400.0,10.04,66855,671224.2,WATCHLIST->REJECTED
APYX,Apyx Medical Corporation - Common Stock,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,187176560.0,4.47,172458,770887.26,WATCHLIST->REJECTED
AQB,"AquaBounty Technologies, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,5044260.0,0.98,37352,36604.96,REJECTED->REJECTED
AQMS,"Aqua Metals, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,11733401.0,3.49,47828,166919.72,REJECTED->REJECTED
AQST,"Aquestive Therapeutics, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,493018976.0,3.93,1623128,6378893.04,PASSED->WATCHLIST
ARAI,Arrive AI Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,23684164.0,0.4567,9517565,4346671.9355,REJECTED->REJECTED
ARAY,Accuray Incorporated - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,40673688.0,0.3419,3253468,1112360.7092,REJECTED->REJECTED
ARBB,ARB IOT Group Limited - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,9903086.0,5.61,39479,221477.19,REJECTED->REJECTED
ARBE,Arbe Robotics Ltd. - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,111611272.0,0.91,2256482,2053398.62,REJECTED->REJECTED
ARBK,Argo Blockchain plc - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,50344048.0,3.44,27282,93850.08,REJECTED->REJECTED
ARCB,ArcBest Corporation - Common Stock,PASSED,PASSED,,,3452889600.0,155.09,313980,48695158.2,PASSED->PASSED
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,177357376.0,9.89,112805,1115641.45,WATCHLIST->WATCHLIST
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,207488400.0,7.3,462690,3377637.0,WATCHLIST->WATCHLIST
ARDX,"Ardelyx, Inc. - Common Stock",PASSED,PASSED,,,1373483392.0,5.56,3538209,19672442.04,PASSED->PASSED
AREC,American Resources Corporation - Class A Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",,225709376.0,2.11,2901160,6121447.6,WATCHLIST->WATCHLIST
ARGX,argenx SE - American Depositary Shares,PASSED,PASSED,,,55703015424.0,891.32,323457,288303693.24,PASSED->PASSED
ARHS,"Arhaus, Inc. - Class A Common Stock",PASSED,PASSED,,,895948608.0,6.33,1382701,8752497.33,PASSED->PASSED
ARKO,ARKO Corp. - Common Stock,PASSED,PASSED,,,840271040.0,7.49,948266,7102512.34,PASSED->PASSED
ARKR,Ark Restaurants Corp. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,22538482.0,6.25,5290,33062.5,REJECTED->REJECTED
ARM,Arm Holdings plc - American Depositary Shares,PASSED,PASSED,,,366276247552.0,342.93,9836884,3373362630.12,PASSED->PASSED
AROW,Arrow Financial Corporation - Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,619177024.0,37.46,87287,3269771.02,PASSED->WATCHLIST
ARQ,"Arq, Inc. - Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,111608264.0,2.6,828885,2155101.0,WATCHLIST->REJECTED
ARQQ,Arqit Quantum Inc. - Ordinary Shares,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,211265280.0,12.14,423331,5139238.34,WATCHLIST->WATCHLIST
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",PASSED,PASSED,,,2655520000.0,21.23,1538146,32654839.58,PASSED->PASSED
ARRY,"Array Technologies, Inc. - Common Stock",PASSED,PASSED,,,1244455424.0,8.09,5169822,41823859.98,PASSED->PASSED
ARTL,"Artelo Biosciences, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",,4810045.0,1.38,4324706,5968094.279999999,REJECTED->REJECTED
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,340293472.0,32.96,70815,2334062.4,PASSED->WATCHLIST
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,332829152.0,6.85,413606,2833201.1,PASSED->WATCHLIST
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,13471603.0,2.6,37711,98048.6,REJECTED->REJECTED
ARVN,"Arvinas, Inc. - Common Stock",PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,478747296.0,7.42,889377,6599177.34,PASSED->WATCHLIST
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",PASSED,PASSED,,,10295239680.0,73.09,2025455,148040505.95000002,PASSED->PASSED
ARXS,"Arxis, Inc. - Class A Common Stock",PASSED,PASSED,,,16171291648.0,39.41,1755423,69181220.42999999,PASSED->PASSED
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,,6916550.0,5.34,13075579,69823591.86,REJECTED->REJECTED
ASLE,AerSale Corporation - Common Stock,PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,301000512.0,6.37,323726,2062134.62,PASSED->WATCHLIST
ASMB,"Assembly Biosciences, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,453815008.0,22.9,128712,2947504.8,PASSED->WATCHLIST
ASML,ASML Holding N.V. - New York Registry Shares,PASSED,PASSED,,,632755585024.0,1641.74,1702714,2795413682.36,PASSED->PASSED
ASND,Ascendis Pharma A/S - Ordinary Share,PASSED,PASSED,,,13001548800.0,210.45,634825,133598921.25,PASSED->PASSED
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",PASSED,PASSED,,,3338296064.0,51.75,1467341,75934896.75,PASSED->PASSED
ASPI,ASP Isotopes Inc. - Common Stock,PASSED,PASSED,,,844812160.0,6.71,5224011,35053113.81,PASSED->PASSED
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,69252744.0,6.14,23852,146451.28,REJECTED->REJECTED
ASRT,"Assertio Holdings, Inc. - Common Stock",WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,151473504.0,23.44,293739,6885242.16,WATCHLIST->WATCHLIST
ASRV,AmeriServ Financial Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,63446364.0,3.74,11569,43268.060000000005,REJECTED->REJECTED
ASST,"Strive, Inc. - Class A Common Stock",PASSED,PASSED,,,1097858688.0,13.92,3951939,55010990.88,PASSED->PASSED
ASTC,Astrotech Corporation - Common Stock,REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,,60276516.0,33.5,5966998,199894433.0,REJECTED->REJECTED
ASTE,"Astec Industries, Inc. - Common Stock",PASSED,PASSED,,,1154919808.0,50.23,222665,11184462.95,PASSED->PASSED
ASTH,Astrana Health Inc. - Common Stock,PASSED,PASSED,,,1883674112.0,37.99,447038,16982973.62,PASSED->PASSED
ASTI,"Ascent Solar Technologies, Inc - Common Stock",REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,,61029168.0,6.45,1599525,10316936.25,REJECTED->REJECTED
ASTL,Algoma Steel Group Inc. - Common Shares,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,522727552.0,4.96,1452047,7202153.12,PASSED->PASSED
ASUR,Asure Software Inc - Common Stock,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,254119248.0,8.86,90711,803699.46,WATCHLIST->REJECTED
ASYS,"Amtech Systems, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,323280992.0,18.49,266128,4920706.72,PASSED->WATCHLIST
ATAI,AtaiBeckley Inc. - Common Stock,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,1454258432.0,3.95,5782071,22839180.45,PASSED->PASSED
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,PASSED,PASSED,,,4618174464.0,33.42,1261206,42149504.52,PASSED->PASSED
ATCX,Atlas Critical Minerals Corporation - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,18540524.0,3.71,34746,128907.66,REJECTED->REJECTED
ATEC,"Alphatec Holdings, Inc. - Common Stock",PASSED,PASSED,,,1230314496.0,8.0,3245530,25964240.0,PASSED->PASSED
