scenario,scenario_label,ticker,name,market_cap,price,avg_volume_90d,dollar_volume_90d,balanced_decision,simulated_reasons,weak_reasons
balanced,Equilibrado,ATHE,Alterity Therapeutics Limited - American Depositary Shares,70690208.0,3.9,19906,77633.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ATHR,"Aether Holdings, Inc. - Common Stock",37770108.0,3.11,12490,38843.9,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ATLN,Atlantic International Corp. - Common Stock,74694648.0,0.9799,398988,390968.3412,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,ATLX,Atlas Lithium Corporation - Common Stock,104102832.0,3.53,662071,2337110.63,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ATOS,"Atossa Therapeutics, Inc. - Common Stock",38493084.0,4.47,63007,281641.29,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,ATPC,Agape ATP Corporation - Common Stock,2981865.0,2.98,3896347,11611114.06,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",89380904.0,9.92,1529300,15170656.0,REJECTED,MARKET_CAP_BELOW_MINIMUM,
balanced,Equilibrado,ATXG,Addentax Group Corp. - Common Stock,3905115.0,5.0,128412,642060.0,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,ATYR,"aTyr Pharma, Inc. - Common Stock",46084072.0,0.47,2191061,1029798.67,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",87645792.0,25.09,4296,107786.64,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,AUC,ATIF Holdings Limited - Ordinary Shares,74771952.0,7.25,5863,42506.75,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,AUID,authID Inc. - Common Stock,20165608.0,1.25,208698,260872.5,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,AURE,Aurelion Inc.  - Class A Ordinary Shares,91632000.0,2.49,59158,147303.42,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,AUUD,Auddia Inc. - Common Stock,7026905.0,1.31,4598182,6023618.42,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
balanced,Equilibrado,AVX,Avax One Technology Ltd. - Common Shares,35945068.0,0.4011,456506,183104.5566,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,AWRE,"Aware, Inc. - Common Stock",29222204.0,1.35,55192,74509.20000000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,AXG,Solowin Holdings - Class A Ordinary Share,653256640.0,3.43,286442,982496.06,REJECTED,"LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,AYTU,"Aytu BioPharma, Inc.  - Common Stock",24149718.0,2.25,44776,100746.0,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,3188642.0,1.04,964167,1002733.68,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BAFN,BayFirst Financial Corp. - Common Stock,22177288.0,5.4,42722,230698.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BANL,CBL International Limited - Class B Ordinary Shares,10430298.0,0.38,931714,354051.32,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,3928286.0,2.56,39615,101414.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",38130472.0,21.085,1251001,26377356.085,REJECTED,MARKET_CAP_BELOW_MINIMUM,
balanced,Equilibrado,BBLG,Bone Biologics Corp - Common Stock,2241741.0,1.2487,12698,15855.9926,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BCAB,"BioAtla, Inc. - Common Stock",5526314.0,3.33,37877,126130.41,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BCDA,"BioCardia, Inc. - Common Stock",11715965.0,1.03,164233,169159.99,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BCG,"Binah Capital Group, Inc. - Common Stock",26055704.0,1.55,609914,945366.7,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BCTX,BriaCell Therapeutics Corp. - Common Shares,26795344.0,3.08,223568,688589.4400000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BDCI,BTC Development Corp. - Class A Ordinary Shares,349204032.0,10.05,29949,300987.45,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,40297008.0,1.26,465092,586015.92,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,2506943.0,3.36,738333,2480798.88,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",112884504.0,1.97,1204304,2372478.88,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BEAT,"Heartbeam, Inc. - Common Stock",46564688.0,0.8389,1493590,1252972.651,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BEEM,Beam Global - Common Stock,29084076.0,1.31,522434,684388.54,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BEEP,Mobile Infrastructure Corporation - Common Stock,83620704.0,2.03,42031,85322.93,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BENF,Beneficient - Class A Common Stock,50847264.0,3.54,236942,838774.68,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",12441449.0,0.671,11271088,7562900.048,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
balanced,Equilibrado,BFRI,Biofrontera Inc. - Common Stock,11971127.0,0.935,175195,163807.325,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BGDE,"Big Digital Energy, Inc. - Common Stock",39010652.0,7.11,564768,4015500.48,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,300941632.0,2.66,21306,56673.96000000001,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BGL,Blue Gold Limited - Class A ordinary shares,21235640.0,0.52,427933,222525.16,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BGLC,BioNexus Gene Lab Corp - Common stock,5318091.0,2.2,12936,28459.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BGM,BGM Group Ltd. - Class A Ordinary Shares,58381400.0,0.291,335571,97651.161,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BGMS,"Bio Green Med Solution, Inc. - Common Stock",8279184.0,1.5,86060,129090.0,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",,15.72,21900,344268.0,REJECTED,"MISSING_MARKET_CAP, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BHST,BioHarvest Sciences Inc. - Common Stock,72310416.0,3.19,27512,87763.28,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BIAF,"bioAffinity Technologies, Inc. - Common Stock",7845387.0,1.73,8613301,14901010.73,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,26815438.0,0.4202,688382,289258.1164,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BIRD,"Allbirds, Inc. - Class A Common Stock",33727176.0,3.83,6053869,23186318.27,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BIVI,BioVie Inc. - Common stock,12066943.0,1.6,86912,139059.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BIYA,Baiya International Group Inc.  - Ordinary Shares,3378393.0,0.82,8171169,6700358.579999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
balanced,Equilibrado,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",4966632.0,4.8,1238911,5946772.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BLIN,"Bridgeline Digital, Inc. - Common Stock",13355871.0,1.06,35090,37195.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BLIV,BeLive Holdings - ordinary shares,22490140.0,2.07,2346,4856.219999999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BLNE,"Beeline Holdings, Inc. - Common Stock",35543732.0,1.14,723758,825084.1199999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BLNK,Blink Charging Co. - Common Stock,98867760.0,0.6881,2430038,1672109.1478000002,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BLRX,BioLineRx Ltd. - American Depositary Shares,14533098.0,3.23,49353,159410.19,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BMEA,"Biomea Fusion, Inc. - Common Stock",91820288.0,1.27,1514120,1922932.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BMGL,Basel Medical Group Ltd - ordinary shares,10228841.0,0.5445,451450,245814.525,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,109736640.0,4.3,2200,9460.0,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BMM,Blue Moon Metals Inc. - Common Shares,760123968.0,7.25,110652,802227.0,REJECTED,LOW_DOLLAR_VOLUME,
balanced,Equilibrado,BMR,Beamr Imaging Ltd. - Ordinary Share,26866650.0,1.73,108039,186907.47,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BMRA,"Biomerica, Inc. - Common Stock",6551370.0,2.12,22931,48613.72,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BNAI,Brand Engagement Network Inc. - Common Stock,144275424.0,22.17,605509,13424134.53,REJECTED,MARKET_CAP_BELOW_MINIMUM,
balanced,Equilibrado,BNBX,BNB Plus Corp. - Common Stock,3893700.0,0.541,894469,483907.7290000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BNC,CEA Industries Inc. - Common Stock,92655016.0,2.16,275584,595261.4400000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BNGO,"Bionano Genomics, Inc. - Common Stock",13425750.0,1.17,309295,361875.15,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BNKK,"Bonk, Inc. - Common Stock",12481466.0,1.56,264598,412772.88,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BNR,Burning Rock Biotech Limited - American Depositary Shares,97131816.0,9.21,27839,256397.19000000003,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BNRG,Brenmiller Energy Ltd - Ordinary Shares,697291.0,1.29,889253,1147136.37,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BNZI,"Banzai International, Inc. - Class A Common Stock",4383710.0,3.01,246920,743229.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BODI,"The Beachbody Company, Inc. - Class A Common Stock",73721160.0,10.18,78988,804097.84,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BOF,BranchOut Food Inc. - Common Stock,57588272.0,3.76,84828,318953.28,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BOLD,"Boundless Bio, Inc. - Common Stock",31899038.0,1.42,216841,307914.22,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",8762345.0,4.56,24573,112052.88,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BON,Bon Natural Life Limited - Class A Ordinary Shares,12713311.0,1.25,17198,21497.5,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BOOM,DMC Global Inc. - Common Stock,137959760.0,6.74,311884,2102098.16,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,29256712.0,4.15,61223,254075.45,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BOT,"RoboStrategy, Inc. - Common Stock",,37.49,867382,32518151.180000003,REJECTED,MISSING_MARKET_CAP,
balanced,Equilibrado,BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",104269632.0,22.95,10196,233998.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BOXL,Boxlight Corporation - Class A Common Stock,2721160.0,0.68,379698,258194.64,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BPAC,Blueport Acquisition Ltd - Class A Ordinary Shares,74659816.0,10.11,6468,65391.48,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BPRN,"Princeton Bancorp, Inc. - Common Stock",239888704.0,35.22,9717,342232.74,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BRAG,Bragg Gaming Group Inc. - Common Shares,41523776.0,1.62,39398,63824.76,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BRBI,BRBI BR Partners S.A. - ADSs,308422240.0,11.7499,2969,34885.4531,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",136124944.0,6.31,609365,3845093.15,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BRFH,Barfresh Food Group Inc. - Common Stock,35838572.0,2.22,8926,19815.72,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BRID,Bridgford Foods Corporation - Common Stock,66079340.0,7.28,2730,19874.4,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BRLS,Borealis Foods Inc. - Class A Common Shares,33697396.0,1.57,268076,420879.32,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",120429432.0,1.19,66436,79058.84,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,26637564.0,0.6521,23542,15351.7382,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BRTX,"BioRestorative Therapies, Inc. - Common Stock",10318660.0,0.405,13846463,5607817.515000001,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",
balanced,Equilibrado,BSBK,Bogota Financial Corp. - Common Stock,114789792.0,8.93,13415,119795.95,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BSET,"Bassett Furniture Industries, Incorporated - Common Stock",122963672.0,14.22,30882,439142.04,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BSVN,Bank7 Corp. - Common stock,429131680.0,45.08,12074,544295.9199999999,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",34119752.0,1.105,1639760,1811934.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BTBD,"BT Brands, Inc. - Common Stock",7050585.0,1.14,939346,1070854.44,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BTCS,BTCS Inc. - Common Stock,64707980.0,1.3,801276,1041658.8,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BTCT,BTC Digital Ltd. - Ordinary Shares,10278333.0,1.08,89815,97000.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BTMD,Biote Corp. - Class A common stock,83194208.0,2.34,270946,634013.64,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BTOC,Armlogi Holding Corp. - common stock,15223432.0,0.335,419476,140524.46000000002,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BTOG,Bit Origin Limited - Class A Ordinary Shares,2624855.0,1.63,572730,933549.9,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BTTC,Black Titan Corp - Ordinary Shares,10020398.0,0.93,43679,40621.47,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BUUU,BUUU Group Limited - Class A Ordinary Share,273631040.0,16.39,17388,284989.32,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BVC,BitVentures Limited - Ordinary Share,1696800128.0,10.1,2573,25987.3,REJECTED,LOW_DOLLAR_VOLUME,
balanced,Equilibrado,BVFL,"BV Financial, Inc. - Common Stock",174824512.0,20.19,16646,336082.74000000005,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BWEN,"Broadwind, Inc. - Common Stock",89169680.0,3.81,731533,2787140.73,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",3413755.0,1.06,91226,96699.56,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BYFC,Broadway Financial Corporation - Class A Common Stock,89815024.0,9.68,3607,34915.76,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
balanced,Equilibrado,BYND,"Beyond Meat, Inc. - Common stock",365583904.0,0.7094,55237982,39185824.4308,REJECTED,"PRICE_BELOW_MINIMUM, MARKET_CAP_WATCHLIST_RANGE",
balanced,Equilibrado,BYRN,"Byrna Technologies, Inc. - Common Stock",134299088.0,5.92,549185,3251175.2,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BYSI,"BeyondSpring, Inc. - Ordinary Shares",70314896.0,1.71,19206,32842.26,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,BZFD,"BuzzFeed, Inc. - Class A Common Stock",110622960.0,1.4,3300458,4620641.199999999,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",
balanced,Equilibrado,BZUN,Baozun Inc. - American Depositary Shares,154040240.0,2.65,366011,969929.15,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",
balanced,Equilibrado,CAAS,"China Automotive Systems, Inc. - Ordinary Share",133656208.0,4.43,30688,135947.84,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE
balanced,Equilibrado,CABR,"Caring Brands, Inc. - Common Stock",11455297.0,1.26,88933,112055.58,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",
