asset_id,ticker,company_name,home_exchange,home_mic,home_country,home_currency,provider_route,provider,provider_symbol,collection_status,rows_collected,first_date,last_date,raw_cache_path,failure_reason,phase,scoring_calculated,ranking_calculated,recommendations_generated,phase9c_authorized
U36965,BIJ,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bij.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36965.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37250,BIKE,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bike.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37250.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37226,BKHT,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bkht.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37226.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36953,BMW,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bmw.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36953.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36960,BNN,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bnn.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36960.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37180,BNR,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bnr.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37180.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37145,BOG,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bog.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37145.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37292,BOS,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bos.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37292.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37193,BOSS,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,boss.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37193.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37202,BRNK,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,brnk.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37202.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36937,BSL,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bsl.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36937.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37203,BST,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bst.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37203.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36980,BVB,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bvb.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36980.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36934,BWB,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,bwb.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36934.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36954,BYW,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,byw.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36954.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36955,BYW6,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,byw6.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36955.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37128,C1V0,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,c1v0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37128.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37293,C3R,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,c3r.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37293.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37235,CA1,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,ca1.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37235.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37166,CAP,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cap.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37166.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37303,CBK,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cbk.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37303.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37289,CBK0,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cbk0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37289.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37257,CDZ0,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cdz0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37257.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37028,CEA,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cea.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37028.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37077,CEC,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cec.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37077.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37283,CECV,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cecv.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37283.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36971,CEK,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cek.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36971.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37131,CFC,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cfc.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37131.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37141,CGX,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cgx.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37141.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37052,CHG,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,chg.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37052.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37244,CLIQ,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cliq.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37244.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36973,COK,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cok.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36973.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36974,CON,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,con.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36974.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36970,CSH,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,csh.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36970.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36969,CWC,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cwc.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36969.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37213,CY1K,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cy1k.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37213.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37219,CYR,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,cyr.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37219.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37291,D6H0,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,d6h0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37291.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37254,D77,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,d77.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37254.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36983,DAM,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dam.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36983.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37148,DAR,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dar.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37148.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37010,DB1,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,db1.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37010.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37198,DBAN,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dban.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37198.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36944,DBK,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dbk.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36944.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37167,DEF,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,def.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37167.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37085,DEQ,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,deq.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37085.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36945,DEX,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dex.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36945.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37039,DEZ,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dez.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37039.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37211,DFTK,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dftk.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37211.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36984,DGR,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dgr.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36984.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37217,DHER,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dher.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37217.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36988,DHL,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dhl.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36988.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36993,DIE,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,die.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36993.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37169,DKG,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dkg.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37169.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37140,DLX,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dlx.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37140.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37223,DMP,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dmp.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37223.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37150,DMRE,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dmre.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37150.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37301,DOU,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dou.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37301.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37151,DR0,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dr0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37151.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36987,DRW3,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,drw3.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36987.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36986,DRW8,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,drw8.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36986.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36933,DTD2,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dtd2.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36933.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36989,DTE,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dte.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36989.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37304,DTG,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dtg.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37304.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36991,DUE,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,due.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36991.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37122,DWNI,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dwni.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37122.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37305,DWS,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,dws.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37305.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37011,E4C,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,e4c.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37011.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36963,EBK,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,ebk.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36963.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37162,ECF,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,ecf.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37162.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36956,ECK,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,eck.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36956.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36994,EDL,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,edl.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36994.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37286,EFF0,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,eff0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37286.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36995,EIF,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,eif.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36995.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37273,EIN,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,ein.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37273.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36967,EKT,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,ekt.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36967.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37157,ELB,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,elb.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37157.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36998,ELG,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,elg.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36998.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37237,EMH,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,emh.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37237.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37307,ENR,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,enr.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37307.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37306,EOAN,DAX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,eoan.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37306.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37170,ERAG,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,erag.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37170.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37201,ERWE,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,erwe.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37201.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37139,ETG,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,etg.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37139.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36996,EUZ,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,euz.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36996.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37294,EVAC,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,evac.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37294.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36975,EVD,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,evd.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36975.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37308,EVK,MDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,evk.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37308.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U36997,EVT,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,evt.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U36997.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37133,EXJ0,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,exj0.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37133.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37136,EXL,GER0,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,exl.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37136.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
U37091,F3C,SDX1,XETRA,XETR,DE,EUR,stooq_daily_prices,stooq,f3c.de,READY_FOR_COLLECTION,0,,,outputs\full_universe_source_acquisition\v2_38o_europe_price_history_acquisition\europe_price_history_raw_v2_38o\U37091.csv,,v2.38O-europe-price-history-acquisition,false,false,false,false
