ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date
AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Technology,Computer Hardware,common_stock,True,2436866.0,1.06,94987.0,94987.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,100686.22,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,REIT - Mortgage,common_stock,True,11674440704.0,10.17,17067223.0,17067223.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,173573657.91,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AGNT,"eXp World Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Real Estate,Real Estate Services,common_stock,True,780538624.0,4.75,1158055.0,1158055.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5500761.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AGPU,Axe Compute Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,80427872.0,7.73,3427023.0,3427023.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,26490887.790000003,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AGRZ,Agroz Inc. - Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Defensive,Farm Products,common_stock,True,5992718.0,0.2765,5828147.0,5828147.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1611482.6455,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2493309696.0,88.52,348909.0,348909.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,30885424.68,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AHCO,AdaptHealth Corp.  - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,1345575552.0,9.89,1501592.0,1501592.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,14850744.88,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AHG,Akso Health Group - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Medical Distribution,common_stock,True,1147983616.0,1.34,135287.0,135287.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,181284.58000000002,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Cyclical,Travel Services,common_stock,True,30616750.0,1.03,3556611.0,3556611.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3663309.33,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIAI,AIAI Holdings Corporation - Class A common stock,NASDAQ,USA,North America,USD,Industrials,Conglomerates,common_stock,True,824080000.0,11.72,335342.0,335342.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3930208.24,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,8510445.0,0.802,328409.0,328409.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,263384.01800000004,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,12800360.0,0.3458,12674860.0,12674860.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,4382966.5879999995,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIFC,AI Financial Corporation - Common Stock,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,88894072.0,0.6357,2392722.0,2392722.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1521053.3754,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIFF,"Firefly Neuroscience, Inc.  - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,24603414.0,1.58,5382325.0,5382325.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8504073.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,USA,North America,USD,Financial Services,Insurance Brokers,common_stock,True,299840704.0,2.53,10826.0,10826.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,27389.78,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,USA,North America,USD,Industrials,Rental & Leasing Services,common_stock,True,5241568.0,1.1501,48544.0,48544.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,55830.454399999995,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,USA,North America,USD,Consumer Cyclical,Auto Manufacturers,common_stock,True,58163572.0,2.94,12177256.0,12177256.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,35801132.64,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIIR,Air Global PLC - Ordinary shares,NASDAQ,USA,North America,USD,Consumer Defensive,Tobacco,common_stock,True,1108271488.0,6.91,194957.0,194957.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1347152.87,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIMD,"Ainos, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Scientific & Technical Instruments,common_stock,True,14360857.0,1.95,345580.0,345580.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,673881.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,USA,North America,USD,Technology,Information Technology Services,common_stock,True,46980000.0,14.5,194468.0,194468.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,2819786.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,515125536.0,3.84,1597003.0,1597003.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6132491.52,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIP,"Arteris, Inc.  - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,1582775552.0,34.28,786230.0,786230.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,26951964.400000002,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,Real Estate Services,common_stock,True,11265977.0,2.1,116601.0,116601.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,244862.1,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIRG,"Airgain, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Communication Equipment,common_stock,True,86068544.0,6.79,107379.0,107379.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,729103.41,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ,USA,North America,USD,Industrials,Building Products & Equipment,common_stock,True,351279328.0,4.87,725944.0,725944.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3535347.2800000003,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Aerospace & Defense,common_stock,True,260684384.0,8.29,632009.0,632009.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5239354.609999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Care Facilities,common_stock,True,360488448.0,5.11,2794733.0,2794733.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,14281085.63,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIRT,"Air T, Inc. - Common Stock",NASDAQ,USA,North America,USD,Industrials,Conglomerates,common_stock,True,58058092.0,21.482,1514.0,1514.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32523.748,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,95053184.0,2.76,522806.0,522806.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1442944.5599999998,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,23472590.0,1.16,53730.0,53730.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,62326.799999999996,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AIXI,XIAO-I Corporation - American Depositary Shares,NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,8147204.0,8.85,54698509.0,54698509.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,484081804.65,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,21708957696.0,149.32,5589768.0,5589768.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,834664157.76,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AKAN,Akanda Corp. - Common Shares,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,8352953.0,15.63,2311903.0,2311903.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,36135043.89,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,250901936.0,0.9353,3600993.0,3600993.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3368008.7529,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,1043085504.0,18.87,322225.0,322225.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,6080385.75,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AKTX,Akari Therapeutics Plc - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,17248940.0,15.07,763951.0,763951.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,11512741.57,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,54346600448.0,317.06,5597415.0,5597415.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1774716399.9,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALAR,Alarum Technologies Ltd. - American Depositary Shares,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,65413520.0,8.91,54985.0,54985.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,489916.35000000003,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALBT,Avalon GloboCare Corp. - Common Stock,NASDAQ,USA,North America,USD,Real Estate,Real Estate Services,common_stock,True,4302216.0,0.3571,1063685.0,1063685.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,379841.91349999997,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALCO,"Alico, Inc. - Common Stock",NASDAQ,USA,North America,USD,Consumer Defensive,Farm Products,common_stock,True,303846912.0,40.97,27358.0,27358.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1120857.26,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ,USA,North America,USD,Financial Services,Shell Companies,common_stock,True,318693856.0,10.67,13363.0,13363.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,142583.21,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,98323344.0,1.63,3095115.0,3095115.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5045037.449999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALEC,"Alector, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,181526176.0,1.635,701312.0,701312.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1146645.12,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,8638857216.0,46.39,2166901.0,2166901.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,100522537.39,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Instruments & Supplies,common_stock,True,12013224960.0,167.74,1150501.0,1150501.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,192985037.74,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,30384174.0,4.91,203571.0,203571.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,999533.61,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALGT,Allegiant Travel Company - Common Stock,NASDAQ,USA,North America,USD,Industrials,Airlines,common_stock,True,2260719104.0,84.12,557387.0,557387.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,46887394.440000005,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Healthcare Plans,common_stock,True,3177498880.0,15.37,4714247.0,4714247.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,72457976.39,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALKS,Alkermes plc - Ordinary Shares,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,7133724672.0,42.8,2366741.0,2366741.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,101296514.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1700534784.0,15.89,1701085.0,1701085.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,27030240.650000002,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,648890560.0,1.88,9779777.0,9779777.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,18385980.759999998,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,25616266.0,1.61,202763.0,202763.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,326448.43,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALLT,Allot Ltd. - Ordinary Shares,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,361786336.0,7.395,412890.0,412890.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3053321.55,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALM,Almonty Industries Inc. - Common Shares,NASDAQ,USA,North America,USD,Basic Materials,Other Industrial Metals & Mining,common_stock,True,4627829760.0,16.31,5375207.0,5375207.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,87669626.16999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,1423651840.0,20.54,425218.0,425218.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,8733977.719999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALMS,Alumis Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,2429997056.0,19.06,1298834.0,1298834.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,24755776.04,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,413517536.0,22.59,1597250.0,1597250.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,36081877.5,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALNT,Allient Inc. - Common Stock,NASDAQ,USA,North America,USD,Technology,Electronic Components,common_stock,True,1442323968.0,84.86,222103.0,222103.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,18847660.58,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,40460984320.0,303.05,1101036.0,1101036.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,333668959.8,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALOT,"AstroNova, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Computer Hardware,common_stock,True,111975416.0,14.49,46739.0,46739.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,677248.11,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ,USA,North America,USD,Financial Services,Shell Companies,common_stock,True,372186016.0,9.92,3601.0,3601.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,35721.92,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALOY,REalloys Inc. - Common Stock,NASDAQ,USA,North America,USD,Basic Materials,Other Industrial Metals & Mining,common_stock,True,763944384.0,12.48,1856447.0,1856447.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,23168458.560000002,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALP,Alpha Compute Corp  - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Asset Management,common_stock,True,6354285.0,0.27,19855255.0,19855255.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5360918.850000001,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALPS,ALPS Group Inc - Ordinary Share,NASDAQ,USA,North America,USD,Unknown,Unknown,common_stock,True,118144224.0,0.71,30261.0,30261.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,21485.309999999998,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2244026624.0,45.37,469893.0,469893.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,21319045.41,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,727474304.0,28.95,156214.0,156214.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,4522395.3,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALT,"Altimmune, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,527024992.0,2.71,3962088.0,3962088.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,10737258.48,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Financial Services,Asset Management,common_stock,True,451821152.0,2.98,175061.0,175061.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,521681.77999999997,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,USA,North America,USD,Basic Materials,Specialty Chemicals,common_stock,True,420749216.0,5.43,2306626.0,2306626.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,12524979.18,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALVO,Alvotech - Ordinary Shares,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,1104650880.0,3.54,506701.0,506701.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1793721.54,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,207226880.0,1.54,963130.0,963130.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,1483220.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,4223262.0,1.11,133139.0,133139.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,147784.29,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,USA,North America,USD,Financial Services,Banks - Regional,common_stock,True,1266972800.0,42.42,137960.0,137960.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,5852263.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,359671562240.0,453.01,6816000.0,6816000.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,3087716160.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,2786507008.0,63.52,1063792.0,1063792.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,67572067.84,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ,USA,North America,USD,Technology,Software - Infrastructure,common_stock,True,137641872.0,1.46,57779.0,57779.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,84357.34,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,USA,North America,USD,Technology,Computer Hardware,common_stock,True,107577736.0,4.76,69842.0,69842.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,332447.92,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,USA,North America,USD,Communication Services,Entertainment,common_stock,True,430491584.0,9.8,463455.0,463455.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,4541859.0,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,760479481856.0,466.38,37466020.0,37466020.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,17473402407.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMGN,Amgen Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - General,common_stock,True,188671213568.0,349.58,2589563.0,2589563.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,905259433.54,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Devices,common_stock,True,4677831.0,0.41,710125.0,710125.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,291151.25,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductor Equipment & Materials,common_stock,True,16099318784.0,64.95,4408296.0,4408296.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,286318825.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,1481001728.0,13.32,1076168.0,1076168.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,14334557.76,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,11255945.0,0.212,1300749.0,1300749.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,275758.788,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Communication Equipment,common_stock,True,131254976.0,5.18,2162403.0,2162403.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,11201247.54,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - Specialty & Generic,common_stock,True,870394240.0,19.74,609792.0,609792.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,12037294.079999998,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1015863424.0,7.66,2171653.0,2171653.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,16634861.98,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ,USA,North America,USD,Healthcare,Drug Manufacturers - General,common_stock,True,292099680.0,13.93,62707.0,62707.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,873508.51,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00
