asset_id,ticker,company_name,country,eligibility_status,confidence,coverage_weight,total_score,rank,review_reasons,phase
U00212,APOG,"Apogee Enterprises, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,54.96309376,132,,v2.38BV-global-research-ranking
U00213,APP,Applovin Corporation - Class A Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,62.3144692,83,,v2.38BV-global-research-ranking
U00214,APPF,"AppFolio, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,67.50212173,49,,v2.38BV-global-research-ranking
U00215,APPN,Appian Corporation - Class A Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.84,53.82281081,144,,v2.38BV-global-research-ranking
U00216,APPS,"Digital Turbine, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,52.61847726,156,,v2.38BV-global-research-ranking
U00217,APRE,"Aprea Therapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,34.88001381,,,v2.38BV-global-research-ranking
U00219,APVO,Aptevo Therapeutics Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,21.77065034,,,v2.38BV-global-research-ranking
U00220,APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",USA,ELIGIBLE_PARTIAL,HIGH,0.8,49.34035049,178,,v2.38BV-global-research-ranking
U00221,APXT,Apex Treasury Corporation - Class A Ordinary Share,USA,BLOCKED,NOT_RANKABLE,0.18,,,,v2.38BV-global-research-ranking
U00222,APYX,Apyx Medical Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,37.28449106,250,,v2.38BV-global-research-ranking
U00223,AQB,"AquaBounty Technologies, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.58,30.71767624,,,v2.38BV-global-research-ranking
U00224,AQMS,"Aqua Metals, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,24.39628607,,,v2.38BV-global-research-ranking
U00225,AQST,"Aquestive Therapeutics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.84,32.04918568,277,,v2.38BV-global-research-ranking
U00226,ARAI,Arrive AI Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.7,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00227,ARAY,Accuray Incorporated - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,24.95382101,301,,v2.38BV-global-research-ranking
U00229,ARBE,Arbe Robotics Ltd. - Ordinary Shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00230,ARCB,ArcBest Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,51.21957842,168,,v2.38BV-global-research-ranking
U00234,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,37.86783557,248,,v2.38BV-global-research-ranking
U00235,ARDX,"Ardelyx, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,36.42061884,256,,v2.38BV-global-research-ranking
U00236,AREC,American Resources Corporation - Class A Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,46.31059949,,,v2.38BV-global-research-ranking
U00237,ARHS,"Arhaus, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,58.49163724,107,,v2.38BV-global-research-ranking
U00238,ARKO,ARKO Corp. - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,50.15232789,174,,v2.38BV-global-research-ranking
U00239,ARKR,Ark Restaurants Corp. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,38.20615707,244,,v2.38BV-global-research-ranking
U00240,AROW,Arrow Financial Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,70.6205858,27,,v2.38BV-global-research-ranking
U00241,ARQ,"Arq, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,33.81182949,,,v2.38BV-global-research-ranking
U00243,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,49.99882494,175,,v2.38BV-global-research-ranking
U00244,ARRY,"Array Technologies, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,36.68297264,255,,v2.38BV-global-research-ranking
U00246,ARTL,"Artelo Biosciences, Inc. - Common Stock",USA,BLOCKED,NOT_RANKABLE,0.48,,,,v2.38BV-global-research-ranking
U00247,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,68.50318939,42,,v2.38BV-global-research-ranking
U00248,ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,40.3932578,,,v2.38BV-global-research-ranking
U00249,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,59.57663812,104,,v2.38BV-global-research-ranking
U00250,ARVN,"Arvinas, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,40.19698292,233,,v2.38BV-global-research-ranking
U00251,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,60.3926126,99,,v2.38BV-global-research-ranking
U00253,ASBP,"Aspire Biopharma Holdings, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.64,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00254,ASLE,AerSale Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,54.01625285,142,,v2.38BV-global-research-ranking
U00255,ASMB,"Assembly Biosciences, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,51.42099334,166,,v2.38BV-global-research-ranking
U00258,ASO,"Academy Sports and Outdoors, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,57.0749456,118,,v2.38BV-global-research-ranking
U00260,ASPI,ASP Isotopes Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00261,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,37.26451812,251,,v2.38BV-global-research-ranking
U00262,ASRV,AmeriServ Financial Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,71.69797898,24,,v2.38BV-global-research-ranking
U00263,ASST,"Strive, Inc. - Class A Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00264,ASTC,Astrotech Corporation - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00265,ASTE,"Astec Industries, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,58.38478283,108,,v2.38BV-global-research-ranking
U00266,ASTH,Astrana Health Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,55.68894975,126,,v2.38BV-global-research-ranking
U00267,ASTI,"Ascent Solar Technologies, Inc - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00269,ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",USA,BLOCKED,NOT_RANKABLE,0.44,,,,v2.38BV-global-research-ranking
U00270,ASUR,Asure Software Inc - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,52.83063104,,,v2.38BV-global-research-ranking
U00271,ASYS,"Amtech Systems, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,32.1873293,276,,v2.38BV-global-research-ranking
U00272,ATAI,AtaiBeckley Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00273,ATCX,Atlas Critical Minerals Corporation - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.7,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00274,ATEC,"Alphatec Holdings, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,28.64388953,,,v2.38BV-global-research-ranking
U00275,ATER,"Aterian, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,23.52845482,306,,v2.38BV-global-research-ranking
U00276,ATEX,Anterix Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00277,ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00278,ATHR,"Aether Holdings, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,24.36939861,305,,v2.38BV-global-research-ranking
U00279,ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,USA,BLOCKED,NOT_RANKABLE,0.48,,,,v2.38BV-global-research-ranking
U00280,ATLC,Atlanticus Holdings Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,70.14584365,30,,v2.38BV-global-research-ranking
U00281,ATLO,Ames National Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,74.34183015,12,,v2.38BV-global-research-ranking
U00282,ATLX,Atlas Lithium Corporation - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00283,ATNI,"ATN International, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,53.30277982,150,,v2.38BV-global-research-ranking
U00284,ATOM,Atomera Incorporated - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00285,ATOS,"Atossa Therapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,24.86996069,,,v2.38BV-global-research-ranking
U00286,ATPC,Agape ATP Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,31.86294623,279,,v2.38BV-global-research-ranking
U00287,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.84,55.15589847,130,,v2.38BV-global-research-ranking
U00288,ATRC,"AtriCure, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,56.59080828,123,,v2.38BV-global-research-ranking
U00289,ATRO,Astronics Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,60.91447508,95,,v2.38BV-global-research-ranking
U00290,ATXG,Addentax Group Corp. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,35.17731753,265,,v2.38BV-global-research-ranking
U00291,ATYR,"aTyr Pharma, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00292,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.5,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00293,AUC,ATIF Holdings Limited - Ordinary Shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00294,AUDC,AudioCodes Ltd. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,1.0,54.44858038,134,,v2.38BV-global-research-ranking
U00296,AUID,authID Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00297,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,USA,ELIGIBLE_PARTIAL,HIGH,1.0,80.39506771,2,,v2.38BV-global-research-ranking
U00298,AUR,"Aurora Innovation, Inc. - Class A Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00299,AURA,"Aura Biosciences, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,44.62162102,,,v2.38BV-global-research-ranking
U00300,AURE,Aurelion Inc. - Class A Ordinary Shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00301,AUUD,Auddia Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,18.83942356,,,v2.38BV-global-research-ranking
U00302,AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,73.05737312,19,,v2.38BV-global-research-ranking
U00304,AVAV,"AeroVironment, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.6,36.7370128,,,v2.38BV-global-research-ranking
U00305,AVBH,"Avidbank Holdings, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,59.66968225,,,v2.38BV-global-research-ranking
U00306,AVBP,"ArriVent BioPharma, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,46.48439297,,,v2.38BV-global-research-ranking
U00307,AVGO,Broadcom Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,61.53716011,90,,v2.38BV-global-research-ranking
U00308,AVIR,"Atea Pharmaceuticals, Inc. - common stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,52.41563124,,,v2.38BV-global-research-ranking
U00310,AVNW,"Aviat Networks, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,57.89912561,113,,v2.38BV-global-research-ranking
U00311,AVO,"Mission Produce, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,59.62400378,102,,v2.38BV-global-research-ranking
U00312,AVPT,"AvePoint, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,61.0521699,94,,v2.38BV-global-research-ranking
U00313,AVR,Anteris Technologies Global Corp. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00314,AVT,"Avnet, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,68.3106674,44,,v2.38BV-global-research-ranking
U00315,AVTX,"Avalo Therapeutics, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00316,AVX,Avax One Technology Ltd. - Common Shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00317,AVXL,Anavex Life Sciences Corp. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,30.12130315,,,v2.38BV-global-research-ranking
U00318,AWRE,"Aware, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,38.56108246,,,v2.38BV-global-research-ranking
U00319,AXG,Solowin Holdings - Class A Ordinary Share,USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,38.06755244,246,,v2.38BV-global-research-ranking
U00320,AXGN,"Axogen, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,54.66015168,133,,v2.38BV-global-research-ranking
U00322,AXON,"Axon Enterprise, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,45.27594594,205,,v2.38BV-global-research-ranking
U00323,AXSM,"Axsome Therapeutics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,46.01523356,201,,v2.38BV-global-research-ranking
U00324,AXTI,AXT Inc - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,34.60751625,266,,v2.38BV-global-research-ranking
U00326,AYTU,"Aytu BioPharma, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,36.95023909,253,,v2.38BV-global-research-ranking
U00328,AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,USA,PARTIAL_COMPARABILITY,LOW,0.5,19.19880973,,,v2.38BV-global-research-ranking
U00329,AZTA,"Azenta, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,47.70908461,190,,v2.38BV-global-research-ranking
U00331,BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,32.77197156,273,,v2.38BV-global-research-ranking
U00332,BAFN,BayFirst Financial Corp. - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,44.59758226,214,,v2.38BV-global-research-ranking
U00333,BAND,Bandwidth Inc. - Class A Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,48.49301971,183,,v2.38BV-global-research-ranking
U00334,BANF,BancFirst Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,61.57713638,88,,v2.38BV-global-research-ranking
U00335,BANL,CBL International Limited - Class B Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,44.64598021,213,,v2.38BV-global-research-ranking
U00336,BANR,Banner Corporation - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,67.92815504,,,v2.38BV-global-research-ranking
U00338,BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00339,BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,55.09742908,131,,v2.38BV-global-research-ranking
U00340,BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,54.19803067,139,,v2.38BV-global-research-ranking
U00342,BBCP,"Concrete Pumping Holdings, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,52.49733805,158,,v2.38BV-global-research-ranking
U00344,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,29.95626116,286,,v2.38BV-global-research-ranking
U00345,BBIO,"BridgeBio Pharma, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,53.29173526,151,,v2.38BV-global-research-ranking
U00346,BBLG,Bone Biologics Corp - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,26.31091484,,,v2.38BV-global-research-ranking
U00347,BBNX,"Beta Bionics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,46.4906192,198,,v2.38BV-global-research-ranking
U00348,BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,35.24199113,264,,v2.38BV-global-research-ranking
U00349,BBSI,"Barrett Business Services, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,60.75847897,96,,v2.38BV-global-research-ranking
U00350,BCAB,"BioAtla, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.58,6.05521676,,,v2.38BV-global-research-ranking
U00351,BCAL,California BanCorp - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00353,BCAX,Bicara Therapeutics Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,51.85585979,,,v2.38BV-global-research-ranking
U00354,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00355,BCDA,"BioCardia, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,25.63244467,,,v2.38BV-global-research-ranking
U00356,BCG,"Binah Capital Group, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,51.07810821,170,,v2.38BV-global-research-ranking
U00358,BCML,BayCom Corp - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,62.54665109,79,,v2.38BV-global-research-ranking
U00359,BCPC,Balchem Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,66.66641204,53,,v2.38BV-global-research-ranking
U00360,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.58,68.20035393,,,v2.38BV-global-research-ranking
U00361,BCTX,BriaCell Therapeutics Corp. - Common Shares,USA,PARTIAL_COMPARABILITY,LOW,0.64,29.80667063,,,v2.38BV-global-research-ranking
U00362,BDCI,BTC Development Corp. - Class A Ordinary Shares,USA,BLOCKED,NOT_RANKABLE,0.22,,,,v2.38BV-global-research-ranking
U00363,BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,USA,ELIGIBLE_PARTIAL,HIGH,0.9,23.00921288,309,,v2.38BV-global-research-ranking
U00364,BDSX,"Biodesix, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.84,46.09107873,200,,v2.38BV-global-research-ranking
U00365,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,63.78469908,,,v2.38BV-global-research-ranking
U00367,BEAM,Beam Therapeutics Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,48.78306559,180,,v2.38BV-global-research-ranking
U00368,BEAT,"Heartbeam, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,12.29760686,,,v2.38BV-global-research-ranking
U00369,BEEM,Beam Global - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,25.66431911,299,,v2.38BV-global-research-ranking
U00370,BEEP,Mobile Infrastructure Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,41.7894034,225,,v2.38BV-global-research-ranking
U00371,BELFA,Bel Fuse Inc. - Class A Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,69.88038824,32,,v2.38BV-global-research-ranking
U00372,BELFB,Bel Fuse Inc. - Class B Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,71.94892851,23,,v2.38BV-global-research-ranking
U00373,BENF,Beneficient - Class A Common Stock,USA,BLOCKED,NOT_RANKABLE,0.38,,,,v2.38BV-global-research-ranking
U00374,BETR,Better Home & Finance Holding Company - Class A Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,16.85077895,315,,v2.38BV-global-research-ranking
U00375,BFC,Bank First Corporation - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00376,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00377,BFRI,Biofrontera Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,47.04720651,195,,v2.38BV-global-research-ranking
U00378,BFST,"Business First Bancshares, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00379,BGC,"BGC Group, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,68.07356096,46,,v2.38BV-global-research-ranking
U00380,BGDE,"Big Digital Energy, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,22.66517709,310,,v2.38BV-global-research-ranking
U00381,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,USA,PARTIAL_COMPARABILITY,LOW,0.54,12.17024521,,,v2.38BV-global-research-ranking
U00382,BGL,Blue Gold Limited - Class A ordinary shares,USA,BLOCKED,NOT_RANKABLE,0.48,,,,v2.38BV-global-research-ranking
U00383,BGLC,BioNexus Gene Lab Corp - Common stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,27.97025193,295,,v2.38BV-global-research-ranking
U00384,BGM,BGM Group Ltd. - Class A Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,35.32939084,261,,v2.38BV-global-research-ranking
U00385,BGMS,"Bio Green Med Solution, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,26.90414317,,,v2.38BV-global-research-ranking
U00387,BHRB,Burke & Herbert Financial Services Corp. - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,74.59864721,11,,v2.38BV-global-research-ranking
U00388,BHST,BioHarvest Sciences Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.72,29.89645865,288,,v2.38BV-global-research-ranking
U00389,BIAF,"bioAffinity Technologies, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,27.92153653,296,,v2.38BV-global-research-ranking
U00390,BIIB,Biogen Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,61.92096382,86,,v2.38BV-global-research-ranking
U00391,BIOA,"BioAge Labs, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00393,BIRD,"Smartbird, Inc. - Class A Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.54,11.02637564,,,v2.38BV-global-research-ranking
U00394,BIVI,BioVie Inc. - Common stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,42.0509047,,,v2.38BV-global-research-ranking
U00396,BIYA,Baiya International Group Inc. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.8,31.7304734,280,,v2.38BV-global-research-ranking
U00397,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,20.44102964,,,v2.38BV-global-research-ranking
U00398,BJRI,"BJ's Restaurants, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,69.53613866,36,,v2.38BV-global-research-ranking
U00400,BKNG,Booking Holdings Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.6,75.92279939,,,v2.38BV-global-research-ranking
U00401,BKR,Baker Hughes Company - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,57.1364469,116,,v2.38BV-global-research-ranking
U00402,BL,"BlackLine, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,44.04139429,217,,v2.38BV-global-research-ranking
U00403,BLBD,Blue Bird Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,64.14788333,73,,v2.38BV-global-research-ranking
U00405,BLFS,"BioLife Solutions, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,60.50999161,,,v2.38BV-global-research-ranking
U00406,BLIN,"Bridgeline Digital, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,37.31436592,249,,v2.38BV-global-research-ranking
U00408,BLKB,"Blackbaud, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,56.70876173,121,,v2.38BV-global-research-ranking
U00409,BLLN,"BillionToOne, Inc. - Class A common stock",USA,PARTIAL_COMPARABILITY,LOW,0.54,50.345809,,,v2.38BV-global-research-ranking
U00410,BLMN,"Bloomin' Brands, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,53.49803242,147,,v2.38BV-global-research-ranking
