pilot_id,row_number,ticker,company_name,exchange,country,source_provider,instrument_type,type_bucket_v2_33a,provider_symbol_status,provider_symbol,eligibility_preflight_status,eligibility_preflight_reasons,price_collection_status
P156,34335,4202,Daicel Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P157,34425,4371,Core Concept Technologies Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P158,34516,4490,VisasQ Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P159,34606,4644,"Imagineer Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P160,34696,4828,Business Engineering Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P161,34786,5031,Moi Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P162,34877,5310,"TOYO TANSO CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P163,34967,5632,"Mitsubishi Steel Mfg.Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P164,35057,5947,RINNAI CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P165,35147,6098,"Recruit Holdings Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P166,35238,6269,"MODEC,INC.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P167,35328,6420,GALILEI CO.LTD.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P168,35418,6571,"QB Net Holdings Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P169,35508,6763,"Teikoku Tsushin Kogyo Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P170,35599,6946,"Nippon Avionics Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P171,35689,7094,NexTone Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P172,35779,7272,"Yamaha Motor Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P173,35869,7460,"YAGI & CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P174,35960,7638,"NEW ART HOLDINGS Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P175,36050,7823,ARTNATURE INC.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P176,36140,7984,"KOKUYO CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P177,36230,8135,ZETT CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P178,36322,8381,"The San-in Godo Bank,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P179,36413,8848,LEOPALACE21 CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P180,36503,9107,"Kawasaki Kisen Kaisha,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P181,36593,9327,"e-LogiT co.,ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P182,36684,9537,"HOKURIKU GAS CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P183,36774,9769,"GAKKYUSHA CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P184,36864,9997,"BELLUNA CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P185,6,AAL,"American Airlines Group, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P186,103,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P187,199,ANY,Sphere 3D Corp. - Common Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P188,296,AUID,authID Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P189,397,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P190,496,BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P191,593,CG,The Carlyle Group Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P192,693,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P193,792,CXAI,CXApp Inc. - Class A Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P194,891,DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P195,986,ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P196,1084,FIVN,"Five9, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P197,1181,GASS,"StealthGas, Inc. - common stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P198,1280,GSIW,Garden Stage Limited - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P199,1380,HSTM,"HealthStream, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P200,1479,INGN,"Inogen, Inc - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P201,1576,JTAI,Jet.AI Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P202,1676,LCNB,LCNB Corporation - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P203,1773,LULU,lululemon athletica inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P204,1873,MIST,Milestone Pharmaceuticals Inc. - Common Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P205,1969,NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P206,2065,NTRA,"Natera, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P207,2167,OPK,"Opko Health, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P208,2268,PGC,Peapack-Gladstone Financial Corporation - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,ADR,depositary_receipt_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P209,2364,PSNL,"Personalis, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P210,2465,REKR,"Rekor Systems, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P211,2563,SAIA,"Saia, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P212,2659,SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P213,2758,SSRM,SSR Mining Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P214,2864,TH,Target Hospitality Corp. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P215,2958,TWLV,Twelve Seas Investment Company III - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P216,3050,VKTX,"Viking Therapeutics, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P217,3148,WSE,Wise Group plc - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P218,3245,ZYME,Zymeworks Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P219,3665,CBOE,"Cboe Global Markets, Inc. Common Stock",Cboe BZX,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P220,3362,AMRZ,Amrize Ltd Ordinary Shares,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P221,3481,BBAI,"BigBear.ai, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P222,3611,BTE,Baytex Energy Corp Common Shares,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P223,3742,CNC,Centene Corporation Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P224,3853,DCH,Dauch Corporation Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P225,3984,EMR,Emerson Electric Company Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P226,4128,FSK,FS KKR Capital Corp. Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P227,4271,HAYW,"Hayward Holdings, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P228,4406,IT,"Gartner, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P229,4536,LII,"Lennox International, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P230,4657,MOG.B,Moog Inc. Class B Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P231,4820,NTZ,"Natuzzi, S.p.A.",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P232,4950,PEN,"Penumbra, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P233,5088,RH,RH Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P234,5221,SLVM,Sylvamo Corporation Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P235,5333,TECK,Teck Resources Ltd Ordinary Shares,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P236,5454,UI,Ubiquiti Inc. Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P237,5585,WOLF,"Wolfspeed, Inc. Common Stock New",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P238,3732,CMCL,Caledonia Mining Corporation Plc Common Shares,NYSE American,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P239,4719,MYO,Myomo Inc. Common Stock,NYSE American,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
P240,5645,ZONE,CleanCore Solutions Inc. Class B Common Stock,NYSE American,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,pending_provider_mapping,,pass,,blocked_pending_authorized_api_token
