pilot_id,row_number,ticker,company_name,exchange,country,source_provider,instrument_type,type_bucket_v2_33a,provider_symbol_status,provider_symbol,eligibility_preflight_status,eligibility_preflight_reasons,price_collection_status,provider_symbol_reason
P128,16387,STRNz,Schlatter Industries AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P129,16548,SYKd,Stryker Corp,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P130,28657,TECKn,Teck Resources Ltd,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P131,28703,THLEFn,Thales SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P132,28777,TMRk,Tatry mountain resorts AS,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P133,16792,TRMDAc,TORM PLC,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P134,28942,TWLOv,Twilio Inc,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P135,29123,UNIBAs,Unibap Space Solutions AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P136,17228,VBGBs,VBG Group AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P137,17372,VKp,Vallourec SACA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P138,29499,VTLw,Vistal Gdynia SA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P139,29646,WIBd,Wienerberger AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P140,29794,WWIBOs,Wilh Wilhelmsen Holding ASA,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P141,18379,YPSNz,Ypsomed Holding AG,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P142,30355,ZZBs,Zinzino AB,CBOE_EUROPE,,cboe_europe_reference_data,EQTY,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,cross_listing_requires_home_exchange_or_identifier_mapping
P143,33160,1301,"KYOKUYO CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P144,33250,1803,SHIMIZU CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P145,33341,1994,TAKAHASHI CURTAIN WALL CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P146,33432,2294,"Kakiyasu Honten Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P147,33522,2492,Infomart Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P148,33612,277A,Globe-ing Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P149,33702,2991,LANDNET Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P150,33793,3157,GEOLIVE Group Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P151,33884,3359,"cotta CO.,LTD",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P152,33974,3542,"Vega corporation Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P153,34064,3697,SHIFT Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P154,34155,3908,Collabos Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P155,34245,4040,"NANKAI CHEMICAL COMPANY,LIMITED",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P156,34335,4202,Daicel Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P157,34425,4371,Core Concept Technologies Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P158,34516,4490,VisasQ Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P159,34606,4644,"Imagineer Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P160,34696,4828,Business Engineering Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P161,34786,5031,Moi Corporation,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P162,34877,5310,"TOYO TANSO CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P163,34967,5632,"Mitsubishi Steel Mfg.Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P164,35057,5947,RINNAI CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P165,35147,6098,"Recruit Holdings Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P166,35238,6269,"MODEC,INC.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P167,35328,6420,GALILEI CO.LTD.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P168,35418,6571,"QB Net Holdings Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P169,35508,6763,"Teikoku Tsushin Kogyo Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P170,35599,6946,"Nippon Avionics Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P171,35689,7094,NexTone Inc.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P172,35779,7272,"Yamaha Motor Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P173,35869,7460,"YAGI & CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P174,35960,7638,"NEW ART HOLDINGS Co.,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P175,36050,7823,ARTNATURE INC.,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P176,36140,7984,"KOKUYO CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P177,36230,8135,ZETT CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P178,36322,8381,"The San-in Godo Bank,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P179,36413,8848,LEOPALACE21 CORPORATION,JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P180,36503,9107,"Kawasaki Kisen Kaisha,Ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P181,36593,9327,"e-LogiT co.,ltd.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P182,36684,9537,"HOKURIKU GAS CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P183,36774,9769,"GAKKYUSHA CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P184,36864,9997,"BELLUNA CO.,LTD.",JPX,JP,jpx_listed_securities,equity,common_equity_candidate,unresolved,,pass,,blocked_pending_provider_mapping,requires_eodhd_exchange_catalog_confirmation
P185,6,AAL,"American Airlines Group, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,AAL.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P186,103,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,AIFA.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P187,199,ANY,Sphere 3D Corp. - Common Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,ANY.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P188,296,AUID,authID Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,AUID.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P189,397,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,BJDX.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P190,496,BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,BYSI.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P191,593,CG,The Carlyle Group Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,CG.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P192,693,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,COKE.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P193,792,CXAI,CXApp Inc. - Class A Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,CXAI.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P194,891,DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,DUOL.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P195,986,ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,ESLA.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P196,1084,FIVN,"Five9, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,FIVN.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P197,1181,GASS,"StealthGas, Inc. - common stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,GASS.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P198,1280,GSIW,Garden Stage Limited - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,GSIW.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P199,1380,HSTM,"HealthStream, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,HSTM.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P200,1479,INGN,"Inogen, Inc - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,INGN.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P201,1576,JTAI,Jet.AI Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,JTAI.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P202,1676,LCNB,LCNB Corporation - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,LCNB.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P203,1773,LULU,lululemon athletica inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,LULU.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P204,1873,MIST,Milestone Pharmaceuticals Inc. - Common Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,MIST.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P205,1969,NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,NAMS.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P206,2065,NTRA,"Natera, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,NTRA.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P207,2167,OPK,"Opko Health, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,OPK.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P208,2268,PGC,Peapack-Gladstone Financial Corporation - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,ADR,depositary_receipt_candidate,resolved_deterministic,PGC.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P209,2364,PSNL,"Personalis, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,PSNL.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P210,2465,REKR,"Rekor Systems, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,REKR.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P211,2563,SAIA,"Saia, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,SAIA.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P212,2659,SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,SKK.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P213,2758,SSRM,SSR Mining Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,SSRM.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P214,2864,TH,Target Hospitality Corp. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,TH.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P215,2958,TWLV,Twelve Seas Investment Company III - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,TWLV.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P216,3050,VKTX,"Viking Therapeutics, Inc. - Common Stock",NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,VKTX.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P217,3148,WSE,Wise Group plc - Class A Ordinary Shares,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,WSE.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P218,3245,ZYME,Zymeworks Inc. - Common Stock,NASDAQ,USA,nasdaq_trader_nasdaqlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,ZYME.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P219,3665,CBOE,"Cboe Global Markets, Inc. Common Stock",Cboe BZX,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,CBOE.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P220,3362,AMRZ,Amrize Ltd Ordinary Shares,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,AMRZ.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P221,3481,BBAI,"BigBear.ai, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,BBAI.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P222,3611,BTE,Baytex Energy Corp Common Shares,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,BTE.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P223,3742,CNC,Centene Corporation Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,CNC.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P224,3853,DCH,Dauch Corporation Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,DCH.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P225,3984,EMR,Emerson Electric Company Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,EMR.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P226,4128,FSK,FS KKR Capital Corp. Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,FSK.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P227,4271,HAYW,"Hayward Holdings, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,HAYW.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P228,4406,IT,"Gartner, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,IT.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P229,4536,LII,"Lennox International, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,LII.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P230,4657,MOG.B,Moog Inc. Class B Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,MOG-B.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P231,4820,NTZ,"Natuzzi, S.p.A.",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,NTZ.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P232,4950,PEN,"Penumbra, Inc. Common Stock",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,PEN.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P233,5088,RH,RH Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,RH.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P234,5221,SLVM,Sylvamo Corporation Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,SLVM.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P235,5333,TECK,Teck Resources Ltd Ordinary Shares,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,TECK.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P236,5454,UI,Ubiquiti Inc. Common Stock,NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,UI.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P237,5585,WOLF,"Wolfspeed, Inc. Common Stock New",NYSE,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,WOLF.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P238,3732,CMCL,Caledonia Mining Corporation Plc Common Shares,NYSE American,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,CMCL.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P239,4719,MYO,Myomo Inc. Common Stock,NYSE American,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,MYO.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
P240,5645,ZONE,CleanCore Solutions Inc. Class B Common Stock,NYSE American,USA,nasdaq_trader_otherlisted,COMMON_STOCK,common_equity_candidate,resolved_deterministic,ZONE.US,pass,,ready_pending_authorized_api_token,official_unified_us_exchange_code
