asset_id,ticker,theme_id,note_type,note,confidence_level,source_policy,phase
U00497,BZ,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00497,BZ,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00497,BZ,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00497,BZ,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00497,BZ,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00379,BGC,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,HEALTHCARE_REGULATION,MACRO_RISK,"Healthcare and biotech names face policy, reimbursement and trial/regulatory uncertainty.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00251,ARWR,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,BANK_CREDIT_CYCLE,MACRO_RISK,Credit quality and funding costs can materially affect banks and lenders.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00591,CFFI,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,COMMODITY_INPUT_COSTS,MACRO_RISK,Commodity cost volatility can pressure margin for input-intensive businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00165,AMAT,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00599,CGNX,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00606,CHCI,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00312,AVPT,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00372,BELFB,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00086,AFRM,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00288,ATRC,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,BANK_CREDIT_CYCLE,MACRO_RISK,Credit quality and funding costs can materially affect banks and lenders.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00629,CINF,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00139,ALKS,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,HEALTHCARE_REGULATION,MACRO_RISK,"Healthcare and biotech names face policy, reimbursement and trial/regulatory uncertainty.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00297,AUPH,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00065,ADUS,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00056,ADI,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00371,BELFA,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,BANK_CREDIT_CYCLE,MACRO_RISK,Credit quality and funding costs can materially affect banks and lenders.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00504,CACC,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00037,ACIW,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00037,ACIW,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00037,ACIW,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
