asset_id,ticker,company_name,exchange,shortlist_rank,research_rank,experimental_score,shortlist_bucket,macro_context_status,applicable_themes,macro_opportunity_score,macro_risk_score,macro_balance,macro_context_summary,macro_positive_context,macro_risk_context,macro_limitations,next_macro_research_steps,recommendation_generated,financial_advice,broker_actions_allowed,phase9c_authorized,phase
U00288,ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,29,29,73.2182,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00629,CINF,Cincinnati Financial Corporation - Common Stock,NASDAQ,30,30,72.6654,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_READY,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY|BANK_CREDIT_CYCLE,48.2,66.2,-18.0,Static macro/geopolitical context applied using 5 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.; BANK_CREDIT_CYCLE: Credit quality and funding costs can materially affect banks and lenders.",Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00139,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,31,31,72.3619,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00297,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,32,32,72.1181,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_READY,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY|HEALTHCARE_REGULATION,50.4,65.8,-15.4,Static macro/geopolitical context applied using 5 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.; HEALTHCARE_REGULATION: Healthcare and biotech names face policy, reimbursement and trial/regulatory uncertainty.",Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00065,ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,33,33,72.0959,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00056,ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,34,34,72.0344,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00371,BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,35,35,71.7833,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00504,CACC,Credit Acceptance Corporation - Common Stock,NASDAQ,36,36,71.6566,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_READY,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY|BANK_CREDIT_CYCLE,48.2,66.2,-18.0,Static macro/geopolitical context applied using 5 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.; BANK_CREDIT_CYCLE: Credit quality and funding costs can materially affect banks and lenders.",Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00037,ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,37,37,71.4922,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00046,ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,38,38,70.4833,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00185,ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,39,39,69.9416,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00015,ABEO,Abeona Therapeutics Inc. - Common Stock,NASDAQ,40,40,69.7492,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00053,ADBE,Adobe Inc. - Common Stock,NASDAQ,41,41,69.2471,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00047,ACTG,Acacia Research Corporation - Common Stock,NASDAQ,42,42,69.1806,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00634,CIVB,"Civista Bancshares, Inc. - Common Stock",NASDAQ,43,43,68.5482,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00520,CARG,"CarGurus, Inc. - Class A Common Stock",NASDAQ,44,44,68.4704,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00017,ABNB,"Airbnb, Inc. - Class A Common Stock",NASDAQ,45,45,68.0244,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00513,CAMT,Camtek Ltd. - Ordinary Shares,NASDAQ,46,46,67.7254,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00119,AIRT,"Air T, Inc. - Common Stock",NASDAQ,47,47,67.7223,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00653,CLSK,"CleanSpark, Inc. - Common Stock",NASDAQ,48,48,67.2035,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00191,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,49,49,66.8739,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_READY,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY|HEALTHCARE_REGULATION,50.4,65.8,-15.4,Static macro/geopolitical context applied using 5 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.; HEALTHCARE_REGULATION: Healthcare and biotech names face policy, reimbursement and trial/regulatory uncertainty.",Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
U00398,BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ,50,50,66.8042,SHORTLIST_MEDIUM_PRIORITY,MACRO_CONTEXT_PARTIAL,INTEREST_RATES|INFLATION|USD_STRENGTH|SMALL_CAP_LIQUIDITY,49.25,64.25,-15.0,Static macro/geopolitical context applied using 4 taxonomy themes as of 2026-09-03.,No dominant macro tailwind in static taxonomy.,"INTEREST_RATES: Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.; INFLATION: Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.; USD_STRENGTH: A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.; SMALL_CAP_LIQUIDITY: Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.",No reliable sector-specific theme was inferred; only general US macro themes were applied.,Validate sector exposure manually; add sourced live macro/news layer in a later phase; do not alter the v2.38K/v2.38L rank from this static layer.,false,false,false,false,v2.38M-macro-geopolitical-context
