row_number,instrument_id,symbol,isin,company_name,exchange,country,provider_before,source_provider_before,source_provider_proposed,identity_match,collision_result,disposition,candidate_action,evidence_blob_sha
486,nse_india_cf27b21d47c65e7b,DOLATALGO,INE966A01022,Dolat Algotech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
487,nse_india_73a90fc2fcc28807,DOLLAR,INE325C01035,Dollar Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
488,nse_india_83f30018fbf1add9,DOLPHIN,INE920A01037,Dolphin Offshore Enterprises (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
489,nse_india_32833d0641838ece,DOMS,INE321T01012,DOMS Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
490,nse_india_4e6a365f20504cb7,DONEAR,INE668D01028,Donear Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
491,nse_india_708dc2cfbf502550,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
492,nse_india_6bb85ef1d5f5b788,DRAGARWQ,INE934C01018,Dr Agarwals Eye Hospital Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
493,nse_india_692124b6606f70ec,DRCSYSTEMS,INE03RS01027,DRC Systems India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
494,nse_india_42c4facc7f90bc5d,DREAMFOLKS,INE0JS101016,Dreamfolks Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
495,nse_india_b1b1b1665945c2f4,DREDGECORP,INE506A01018,Dredging Corporation of India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
496,nse_india_d5a81ee748e768d1,DRREDDY,INE089A01031,Dr. Reddy's Laboratories Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
497,nse_india_e64dc9447a4bdf90,DSSL,INE417B01040,Dynacons Systems & Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
498,nse_india_70af6b894b0d999f,DTIL,INE341R01014,Dhunseri Tea & Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
499,nse_india_3ef1d0e073c68438,DUCON,INE741L01018,Ducon Infratechnologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
500,nse_india_4c62234e72e49612,DVL,INE477B01010,Dhunseri Ventures Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
501,nse_india_1eb6b6ea1280da1f,DWARKESH,INE366A01041,Dwarikesh Sugar Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
502,nse_india_60aad451f447f6ff,DYCL,INE600Y01019,Dynamic Cables Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
503,nse_india_e81cecc08fbddaf1,DYNAMATECH,INE221B01012,Dynamatic Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
504,nse_india_0ae7f4fd2f6507ba,DYNPRO,INE256H01015,Dynemic Products Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
505,nse_india_b8c93f2c803b7f5f,E2E,INE255Z01027,E2E Networks Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
506,nse_india_7f157242dcb0421e,EASEMYTRIP,INE07O001026,Easy Trip Planners Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
507,nse_india_8c907f2588e7472a,EBGNG,INE18JU01028,GNG Electronics Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
508,nse_india_8132d692f030f8c7,ECLERX,INE738I01010,eClerx Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
509,nse_india_804f6efd1d984845,EDELWEISS,INE532F01054,Edelweiss Financial Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
510,nse_india_92be36fc1c4fd4ac,EFCIL,INE886D01026,EFC (I) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
511,nse_india_c3178b4194292254,EICHERMOT,INE066A01021,Eicher Motors Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
512,nse_india_ca10a1edf07c3444,EIDPARRY,INE126A01031,EID Parry India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
513,nse_india_a7d3194663b150e4,EIEL,INE0LLY01014,Enviro Infra Engineers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
514,nse_india_c9aa11516b8837bb,EIHAHOTELS,INE276C01014,EIH Associated Hotels Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
515,nse_india_37293144282defef,EIHOTEL,INE230A01023,EIH Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
516,nse_india_c3d4c241b340a5b9,EIMCOELECO,INE158B01016,Eimco Elecon (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
517,nse_india_18aeef7f36221527,EKC,INE184H01027,Everest Kanto Cylinder Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
518,nse_india_7db226d93609dc80,ELANTAS,INE280B01018,Elantas Beck India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
519,nse_india_37c89696a2c6ad74,ELCIDIN,INE927X01018,EL CID Investments Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
520,nse_india_6ce4fb48b0c0013b,ELDEHSG,INE668G01021,Eldeco Housing And Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
521,nse_india_a50bc9890954dff1,ELECON,INE205B01031,Elecon Engineering Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
522,nse_india_b5aa6dea65366a1c,ELECTCAST,INE086A01029,Electrosteel Castings Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
523,nse_india_aab08ee82b01dbc6,ELECTHERM,INE822G01016,Electrotherm (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
524,nse_india_2e21efc5dcb610be,ELGIEQUIP,INE285A01027,Elgi Equipments Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
525,nse_india_7df3471518b07e2a,ELGIRUBCO,INE819L01012,Elgi Rubber Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
526,nse_india_93b802b3e2800658,ELIN,INE050401020,Elin Electronics Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
527,nse_india_f1f538a929c4cf8e,ELITECON,INE669R01026,Elitecon International Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
528,nse_india_a631ef2c67dfd352,ELLEN,INE236E01022,Ellenbarrie Industrial Gases Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
529,nse_india_e0518c3cd5980f3b,ELPROINTL,INE579B01039,Elpro International Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
530,nse_india_734d4b5399aa7974,EMAMILTD,INE548C01032,Emami Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
531,nse_india_6acae18f418e531d,EMBDL,INE069I01010,Embassy Developments Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
532,nse_india_986b66a22a233bd6,EMCURE,INE168P01015,Emcure Pharmaceuticals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
533,nse_india_6fdb1b613b2c1448,EMIL,INE02YR01019,Electronics Mart India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
534,nse_india_3e6a41f968c436c0,EMKAY,INE296H01011,Emkay Global Financial Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
535,nse_india_82d719e194f9e061,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
536,nse_india_ff8e9ec4d8466b50,EMSLIMITED,INE0OV601013,EMS Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
537,nse_india_94bc91550dcbf327,EMUDHRA,INE01QM01018,eMudhra Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
538,nse_india_018e359b391dcf98,ENDURANCE,INE913H01037,Endurance Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
539,nse_india_ab9fa648c93ab17d,ENERGYDEV,INE306C01019,Energy Development Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
540,nse_india_79236d2b50efa3b2,ENGINERSIN,INE510A01028,Engineers India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
541,nse_india_6a6c2323e9ab6257,ENIL,INE265F01028,Entertainment Network (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
542,nse_india_bb381b8e4f8ee5af,ENRIN,INE1NPP01017,Siemens Energy India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
543,nse_india_2fcae7a10a3208f9,ENTERO,INE010601016,Entero Healthcare Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
544,nse_india_1c572160543ef148,EPACK,INE0G5901015,EPACK Durable Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
545,nse_india_a9686718bc5d9a88,EPIGRAL,INE071N01016,Epigral Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
546,nse_india_53bb192a15919075,EPL,INE255A01020,EPL Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
547,nse_india_eebc1da9713a2e94,ERIS,INE406M01024,Eris Lifesciences Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
548,nse_india_78088328b51344a7,ESABINDIA,INE284A01012,Esab India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
549,nse_india_40fa77b90a6a1ccd,ESCORTS,INE042A01014,Escorts Kubota Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
550,nse_india_9c6d607491109f24,ESSARSHPNG,INE122M01019,Essar Shipping Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
551,nse_india_d856d84ac7215126,ESTER,INE778B01029,Ester Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
552,nse_india_19ac7de60a8c183c,ETERNAL,INE758T01015,ETERNAL LIMITED,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
553,nse_india_ca241064c2eaa1ef,ETHOSLTD,INE04TZ01018,Ethos Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
554,nse_india_70848c08d4046817,EUREKAFORB,INE0KCE01017,Eureka Forbes Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
555,nse_india_8cd263f09b008049,EUROBOND,INE505V01016,Euro Panel Products Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
556,nse_india_272be2d4f8bd4b2e,EUROPRATIK,INE198501012,Euro Pratik Sales Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
557,nse_india_c99d9c960fd0ab9c,EVEREADY,INE128A01029,Eveready Industries India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
558,nse_india_ea2f60b6f3e2d66e,EXCELINDUS,INE369A01029,Excel Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
559,nse_india_5b3481510d8e1a5f,EXCELSOFT,INE606N01019,Excelsoft Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
560,nse_india_15aef8b1e27e9930,EXICOM,INE777F01014,Exicom Tele-Systems Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
561,nse_india_8eaa6fc747bbdb9d,EXIDEIND,INE302A01020,Exide Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
562,nse_india_08cb07f170c47ffa,EXPLEOSOL,INE201K01015,Expleo Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
563,nse_india_7c7306a8e29bc500,EXXARO,INE0GFE01026,Exxaro Tiles Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
564,nse_india_78587fb666c8b595,FABTECH,INE0HF201011,Fabtech Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
565,nse_india_2e23a258431f86fe,FACT,INE188A01015,Fertilizers and Chemicals Travancore Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
566,nse_india_907ab59404c519ee,FAZE3Q,INE963C01033,Faze Three Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
567,nse_india_72cd456518497cd6,FCL,INE045J01034,Fineotex Chemical Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
568,nse_india_e6d1b91773d52177,FCSSOFT,INE512B01022,FCS Software Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
