append_order,source_phase,asx_code,ticker,symbol,name,isin,instrument_class,scope_confidence,validation_decision,match_type,context_match,last_price,business_date,appended_ticker_duplicate_count,appended_isin_duplicate_count,ticker_already_in_current,isin_already_in_current
335,v2.20G,CY5,CY5.AX,CY5.AX,CYGNUS METALS LIMITED,AU000000CY57,ordinary_equity,high,net_new_candidate,no_current_match,True,0.115,30/06/2026,1,1,False,False
336,v2.20G,CYP,CYP.AX,CYP.AX,CYNATA THERAPEUTICS LIMITED,AU000000CYP7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.014,30/06/2026,1,1,False,False
337,v2.20G,CYM,CYM.AX,CYM.AX,CYPRIUM METALS LIMITED,AU0000050536,ordinary_equity,high,net_new_candidate,no_current_match,True,0.45,30/06/2026,1,1,False,False
338,v2.20G,D3E,D3E.AX,D3E.AX,D3 ENERGY LIMITED,AU0000325003,ordinary_equity,high,net_new_candidate,no_current_match,True,0.37,30/06/2026,1,1,False,False
339,v2.20G,DNK,DNK.AX,DNK.AX,DANAKALI LIMITED,AU000000DNK9,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
340,v2.20G,DTL,DTL.AX,DTL.AX,DATA#3 LIMITED,AU000000DTL4,ordinary_equity,high,net_new_candidate,no_current_match,True,9.85,30/06/2026,1,1,False,False
341,v2.20G,DWG,DWG.AX,DWG.AX,DATAWORKS GROUP LIMITED,AU0000388712,ordinary_equity,high,net_new_candidate,no_current_match,True,0.15,29/06/2026,1,1,False,False
342,v2.20G,DTR,DTR.AX,DTR.AX,DATELINE RESOURCES LIMITED,AU000000DTR1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.135,30/06/2026,1,1,False,False
343,v2.20G,DEM,DEM.AX,DEM.AX,DE.MEM LIMITED,AU000000DEM4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.096,30/06/2026,1,1,False,False
344,v2.20G,DAI,DAI.AX,DAI.AX,DECIDR AI INDUSTRIES LTD,AU0000386310,ordinary_equity,high,net_new_candidate,no_current_match,True,0.46,30/06/2026,1,1,False,False
345,v2.20G,DYL,DYL.AX,DYL.AX,DEEP YELLOW LIMITED,AU000000DYL4,ordinary_equity,high,net_new_candidate,no_current_match,True,1.395,30/06/2026,1,1,False,False
346,v2.20G,DEL,DEL.AX,DEL.AX,DELOREAN CORPORATION LIMITED,AU0000139974,ordinary_equity,high,net_new_candidate,no_current_match,True,0.088,30/06/2026,1,1,False,False
347,v2.20G,DLI,DLI.AX,DLI.AX,DELTA LITHIUM LIMITED,AU0000276495,ordinary_equity,high,net_new_candidate,no_current_match,True,0.165,30/06/2026,1,1,False,False
348,v2.20G,DGH,DGH.AX,DGH.AX,DESANE GROUP HOLDINGS LIMITED,AU000000DGH9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.75,29/06/2026,1,1,False,False
349,v2.20G,DM1,DM1.AX,DM1.AX,DESERT METALS LIMITED,AU0000118572,ordinary_equity,high,net_new_candidate,no_current_match,True,0.009,30/06/2026,1,1,False,False
350,v2.20G,DES,DES.AX,DES.AX,DESOTO RESOURCES LIMITED,AU0000245763,ordinary_equity,high,net_new_candidate,no_current_match,True,0.115,30/06/2026,1,1,False,False
351,v2.20G,DRR,DRR.AX,DRR.AX,DETERRA ROYALTIES LIMITED,AU0000107484,ordinary_equity,high,net_new_candidate,no_current_match,True,4.7,30/06/2026,1,1,False,False
352,v2.20G,DVP,DVP.AX,DVP.AX,DEVELOP GLOBAL LIMITED,AU0000179707,ordinary_equity,high,net_new_candidate,no_current_match,True,6.39,30/06/2026,1,1,False,False
353,v2.20G,DEV,DEV.AX,DEV.AX,DEVEX RESOURCES LIMITED,AU000000DEV5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.25,30/06/2026,1,1,False,False
354,v2.20G,DXS,DXS.AX,DXS.AX,DEXUS,AU000000DXS1,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,5.4,30/06/2026,1,1,False,False
355,v2.20G,DXI,DXI.AX,DXI.AX,DEXUS INDUSTRIA REIT.,AU0000192833,a_reit_equity_like,medium,net_new_candidate,no_current_match,True,2.43,30/06/2026,1,1,False,False
356,v2.20G,DGL,DGL.AX,DGL.AX,DGL GROUP LIMITED,AU0000149338,ordinary_equity,high,net_new_candidate,no_current_match,True,0.31,30/06/2026,1,1,False,False
357,v2.20G,ZDI,ZDI.AX,ZDI.AX,DIAMONDS TRUST,AU000000ZDI7,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
358,v2.20G,DRX,DRX.AX,DRX.AX,DIATREME RESOURCES LIMITED,AU000000DRX3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
359,v2.20G,DDR,DDR.AX,DDR.AX,DICKER DATA LIMITED,AU000000DDR5,ordinary_equity,high,net_new_candidate,no_current_match,True,12.58,30/06/2026,1,1,False,False
360,v2.20G,DGT,DGT.AX,DGT.AX,DIGICO INFRASTRUCTURE REIT,AU0000367088,a_reit_equity_like,medium,net_new_candidate,no_current_match,True,2.44,30/06/2026,1,1,False,False
361,v2.20G,DCC,DCC.AX,DCC.AX,DIGITALX LIMITED,AU000000DCC9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.025,30/06/2026,1,1,False,False
362,v2.20G,DXB,DXB.AX,DXB.AX,DIMERIX LIMITED,AU000000DXB7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.205,30/06/2026,1,1,False,False
363,v2.20G,DAF,DAF.AX,DAF.AX,DISCOVERY ALASKA LIMITED,AU000000DAF6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.01,30/06/2026,1,1,False,False
364,v2.20G,DJW,DJW.AX,DJW.AX,DJERRIWARRH INVESTMENTS LIMITED,AU000000DJW2,ordinary_equity,high,net_new_candidate,no_current_match,True,2.82,30/06/2026,1,1,False,False
365,v2.20G,DME,DME.AX,DME.AX,DOME GOLD MINES LIMITED,AU000000DME4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.045,30/06/2026,1,1,False,False
366,v2.20G,DN1,DN1.AX,DN1.AX,DOMINION INCOME TRUST 1,AU0000381113,ordinary_equity,high,net_new_candidate,no_current_match,True,99.07,30/06/2026,1,1,False,False
367,v2.20G,DTZ,DTZ.AX,DTZ.AX,DOTZ NANO LIMITED,AU000000DTZ4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.032,30/06/2026,1,1,False,False
368,v2.20G,DPM,DPM.AX,DPM.AX,DPM METALS INC.,AU0000413890,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,45.79,30/06/2026,1,1,False,False
369,v2.20G,DRE,DRE.AX,DRE.AX,DREADNOUGHT RESOURCES LTD,AU0000040297,ordinary_equity,high,net_new_candidate,no_current_match,True,0.013,30/06/2026,1,1,False,False
370,v2.20G,DUB,DUB.AX,DUB.AX,DUBBER CORPORATION LIMITED,AU000000DUB3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
371,v2.20G,DUG,DUG.AX,DUG.AX,DUG TECHNOLOGY LTD,AU0000095721,ordinary_equity,high,net_new_candidate,no_current_match,True,2.4,30/06/2026,1,1,False,False
372,v2.20G,DKM,DKM.AX,DKM.AX,DUKETON MINING LIMITED,AU000000DKM1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.105,30/06/2026,1,1,False,False
373,v2.20G,ZYX,ZYX.AX,ZYX.AX,DUMMY,AU000000ZYX2,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
374,v2.20G,DUN,DUN.AX,DUN.AX,DUNDAS MINERALS LIMITED,AU0000178139,ordinary_equity,high,net_new_candidate,no_current_match,True,0.046,30/06/2026,1,1,False,False
375,v2.20G,DUR,DUR.AX,DUR.AX,DURATEC LIMITED,AU0000109159,ordinary_equity,high,net_new_candidate,no_current_match,True,2.56,30/06/2026,1,1,False,False
376,v2.20G,DSK,DSK.AX,DSK.AX,DUSK GROUP LIMITED,AU0000109662,ordinary_equity,high,net_new_candidate,no_current_match,True,0.73,30/06/2026,1,1,False,False
377,v2.20G,DBF,DBF.AX,DBF.AX,DUXTON FARMS LTD,AU000000DBF4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.445,30/06/2026,1,1,False,False
378,v2.20G,DXN,DXN.AX,DXN.AX,DXN LIMITED,AU0000003386,ordinary_equity,high,net_new_candidate,no_current_match,True,0.235,30/06/2026,1,1,False,False
379,v2.20G,DYM,DYM.AX,DYM.AX,DYNAMIC METALS LIMITED,AU0000253379,ordinary_equity,high,net_new_candidate,no_current_match,True,0.505,30/06/2026,1,1,False,False
380,v2.20G,DNL,DNL.AX,DNL.AX,DYNO NOBEL LIMITED.,AU0000390544,ordinary_equity,high,net_new_candidate,no_current_match,True,3.92,30/06/2026,1,1,False,False
381,v2.20G,E79,E79.AX,E79.AX,E79 GOLD MINES LIMITED,AU0000171415,ordinary_equity,high,net_new_candidate,no_current_match,True,0.026,30/06/2026,1,1,False,False
382,v2.20G,APE,APE.AX,APE.AX,EAGERS AUTOMOTIVE LIMITED,AU000000APE3,ordinary_equity,high,net_new_candidate,no_current_match,True,21.26,30/06/2026,1,1,False,False
383,v2.20G,EM2,EM2.AX,EM2.AX,EAGLE MOUNTAIN MINING LIMITED,AU0000000366,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,30/06/2026,1,1,False,False
384,v2.20G,EPY,EPY.AX,EPY.AX,EARLYPAY LTD,AU0000119570,ordinary_equity,high,net_new_candidate,no_current_match,True,0.12,30/06/2026,1,1,False,False
385,v2.20G,EE1,EE1.AX,EE1.AX,EARTHS ENERGY LIMITED,AU0000317976,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,6/05/2026,1,1,False,False
386,v2.20G,EGA,EGA.AX,EGA.AX,EASTERN GAS CORPORATION LIMITED,AU0000446429,ordinary_equity,high,net_new_candidate,no_current_match,True,0.14,30/06/2026,1,1,False,False
387,v2.20G,EFE,EFE.AX,EFE.AX,EASTERN RESOURCES LIMITED,AU000000EFE6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.032,30/06/2026,1,1,False,False
388,v2.20G,EBR,EBR.AX,EBR.AX,EBR SYSTEMS INC.,AU0000182552,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.39,30/06/2026,1,1,False,False
389,v2.20G,EIQ,EIQ.AX,EIQ.AX,ECHOIQ LIMITED,AU0000195430,ordinary_equity,high,net_new_candidate,no_current_match,True,1.59,26/06/2026,1,1,False,False
390,v2.20G,EGR,EGR.AX,EGR.AX,ECOGRAF LIMITED,AU0000071482,ordinary_equity,high,net_new_candidate,no_current_match,True,0.27,30/06/2026,1,1,False,False
391,v2.20G,ECS,ECS.AX,ECS.AX,ECS BOTANICS HOLDINGS LTD,AU0000052490,ordinary_equity,high,net_new_candidate,no_current_match,True,0.004,30/06/2026,1,1,False,False
392,v2.20G,EDE,EDE.AX,EDE.AX,EDEN INNOVATIONS LTD,AU000000EDE1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.16,30/06/2026,1,1,False,False
393,v2.20G,ELD,ELD.AX,ELD.AX,ELDERS LIMITED,AU000000ELD6,ordinary_equity,high,net_new_candidate,no_current_match,True,5.14,30/06/2026,1,1,False,False
394,v2.20G,E25,E25.AX,E25.AX,ELEMENT 25 LIMITED,AU0000012098,ordinary_equity,high,net_new_candidate,no_current_match,True,0.21,30/06/2026,1,1,False,False
395,v2.20G,ELT,ELT.AX,ELT.AX,ELEMENTOS LIMITED,AU000000ELT2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.365,30/06/2026,1,1,False,False
396,v2.20G,EL8,EL8.AX,EL8.AX,ELEVATE URANIUM LTD,AU0000156416,ordinary_equity,high,net_new_candidate,no_current_match,True,0.225,30/06/2026,1,1,False,False
397,v2.20G,ELK,ELK.AX,ELK.AX,ELK RANGE MINING LIMITED,AU0000475774,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
398,v2.20G,EMB,EMB.AX,EMB.AX,EMBELTON LIMITED,AU000000EMB8,ordinary_equity,high,net_new_candidate,no_current_match,True,8.31,23/06/2026,1,1,False,False
399,v2.20G,EM3,EM3.AX,EM3.AX,EMC GOLD CORPORATION,AU0000445173,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.18,30/06/2026,1,1,False,False
400,v2.20G,EHL,EHL.AX,EHL.AX,EMECO HOLDINGS LIMITED,AU000000EHL7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.975,30/06/2026,1,1,False,False
401,v2.20G,EMT,EMT.AX,EMT.AX,EMETALS LIMITED,AU0000076200,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
402,v2.20G,ERL,ERL.AX,ERL.AX,EMPIRE RESOURCES LIMITED,AU000000ERL6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0065,30/06/2026,1,1,False,False
403,v2.20G,EMU,EMU.AX,EMU.AX,EMU NL,AU000000EMU8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.022,30/06/2026,1,1,False,False
404,v2.20G,EMV,EMV.AX,EMV.AX,EMVISION MEDICAL DEVICES LTD,AU0000028375,ordinary_equity,high,net_new_candidate,no_current_match,True,1.515,30/06/2026,1,1,False,False
405,v2.20G,EDV,EDV.AX,EDV.AX,ENDEAVOUR GROUP LIMITED,AU0000154833,ordinary_equity,high,net_new_candidate,no_current_match,True,3.25,30/06/2026,1,1,False,False
406,v2.20G,ERG,ERG.AX,ERG.AX,ENECO REFRESH LTD,AU0000041881,ordinary_equity,high,net_new_candidate,no_current_match,True,0.015,30/06/2026,1,1,False,False
407,v2.20G,EAX,EAX.AX,EAX.AX,ENERGY ACTION LIMITED,AU000000EAX7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.415,25/06/2026,1,1,False,False
408,v2.20G,EOL,EOL.AX,EOL.AX,ENERGY ONE LIMITED,AU000000EOL3,ordinary_equity,high,net_new_candidate,no_current_match,True,13,30/06/2026,1,1,False,False
409,v2.20G,ERA,ERA.AX,ERA.AX,ENERGY RESOURCES OF AUSTRALIA LIMITED,AU000000ERA9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.002,15/06/2026,1,1,False,False
410,v2.20G,ETM,ETM.AX,ETM.AX,ENERGY TRANSITION MINERALS LTD,AU0000250250,ordinary_equity,high,net_new_candidate,no_current_match,True,0.042,30/06/2026,1,1,False,False
411,v2.20G,EWC,EWC.AX,EWC.AX,ENERGY WORLD CORPORATION LTD,AU000000EWC5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.053,30/06/2026,1,1,False,False
412,v2.20G,ENT,ENT.AX,ENT.AX,ENTERPRISE METALS LIMITED,AU000000ENT8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0035,30/06/2026,1,1,False,False
413,v2.20G,ECT,ECT.AX,ECT.AX,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,AU0000018137,ordinary_equity,high,net_new_candidate,no_current_match,True,0.1,30/06/2026,1,1,False,False
414,v2.20G,EGL,EGL.AX,EGL.AX,ENVIRONMENTAL GROUP LIMITED (THE),AU000000EGL9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.09,30/06/2026,1,1,False,False
415,v2.20G,EPI,EPI.AX,EPI.AX,EPIMINDER LIMITED,AU0000432239,ordinary_equity,high,net_new_candidate,no_current_match,True,0.32,30/06/2026,1,1,False,False
416,v2.20G,8EP,8EP.AX,8EP.AX,E-PLUS LTD,AU0000008EP3,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
417,v2.20G,EPN,EPN.AX,EPN.AX,EPSILON HEALTHCARE LIMITED,AU0000137598,ordinary_equity,high,net_new_candidate,no_current_match,True,0.022,30/06/2026,1,1,False,False
418,v2.20G,EPX,EPX.AX,EPX.AX,EPX LIMITED,AU0000141525,ordinary_equity,high,net_new_candidate,no_current_match,True,0.17,30/06/2026,1,1,False,False
419,v2.20G,EQU,EQU.AX,EQU.AX,EQUUS ENERGY LIMITED,AU0000427874,ordinary_equity,high,net_new_candidate,no_current_match,True,0.325,30/06/2026,1,1,False,False
420,v2.20G,ERD,ERD.AX,ERD.AX,EROAD LIMITED,NZERDE0001S5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.835,30/06/2026,1,1,False,False
421,v2.20G,ESR,ESR.AX,ESR.AX,ESTRELLA RESOURCES LIMITED,AU000000ESR1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.021,30/06/2026,1,1,False,False
422,v2.20G,EGH,EGH.AX,EGH.AX,EUREKA GROUP HOLDINGS LIMITED,AU000000EGH7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.675,30/06/2026,1,1,False,False
423,v2.20G,EUR,EUR.AX,EUR.AX,EUROPEAN LITHIUM LIMITED,AU000000EUR7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.42,30/06/2026,1,1,False,False
424,v2.20G,ERE,ERE.AX,ERE.AX,EUROPEAN RESOURCES LIMITED,AU0000448102,ordinary_equity,high,net_new_candidate,no_current_match,True,0.01,30/06/2026,1,1,False,False
425,v2.20G,EZL,EZL.AX,EZL.AX,EUROZ HARTLEYS GROUP LIMITED,AU000000EZL9,ordinary_equity,high,net_new_candidate,no_current_match,True,1.35,30/06/2026,1,1,False,False
426,v2.20G,EVE,EVE.AX,EVE.AX,EVE HEALTH GROUP LIMITED.,AU000000EVE3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.019,30/06/2026,1,1,False,False
427,v2.20G,EMC,EMC.AX,EMC.AX,EVEREST METALS CORPORATION LTD,AU0000258170,ordinary_equity,high,net_new_candidate,no_current_match,True,0.099,30/06/2026,1,1,False,False
428,v2.20G,EG1,EG1.AX,EG1.AX,EVERGOLD MINERALS LIMITED,AU0000265324,ordinary_equity,high,net_new_candidate,no_current_match,True,0.022,30/06/2026,1,1,False,False
429,v2.20G,EV8,EV8.AX,EV8.AX,EVERLAST MINERALS LTD.,AU0000403917,ordinary_equity,high,net_new_candidate,no_current_match,True,0.5,30/06/2026,1,1,False,False
430,v2.20G,EV1,EV1.AX,EV1.AX,EVOLUTION ENERGY MINERALS LIMITED,AU0000180200,ordinary_equity,high,net_new_candidate,no_current_match,True,0.008,30/06/2026,1,1,False,False
431,v2.20G,EVZ,EVZ.AX,EVZ.AX,EVZ LIMITED,AU000000EVZ8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.64,30/06/2026,1,1,False,False
432,v2.20G,EXT,EXT.AX,EXT.AX,EXCITE TECHNOLOGY SERVICES LTD,AU0000295693,ordinary_equity,high,net_new_candidate,no_current_match,True,0.007,30/06/2026,1,1,False,False
433,v2.20G,10X,10X.AX,10X.AX,EXULTANT MINING LIMITED,AU0000430449,ordinary_equity,high,net_new_candidate,no_current_match,True,0.165,30/06/2026,1,1,False,False
434,v2.20G,EZZ,EZZ.AX,EZZ.AX,EZZ LIFE SCIENCE HOLDINGS LIMITED,AU0000130569,ordinary_equity,high,net_new_candidate,no_current_match,True,0.365,30/06/2026,1,1,False,False
435,v2.20G,FAL,FAL.AX,FAL.AX,FALCON METALS LTD,AU0000187569,ordinary_equity,high,net_new_candidate,no_current_match,True,0.385,30/06/2026,1,1,False,False
436,v2.20G,FEG,FEG.AX,FEG.AX,FAR EAST GOLD LTD,AU0000191793,ordinary_equity,high,net_new_candidate,no_current_match,True,0.16,30/06/2026,1,1,False,False
437,v2.20G,FAR,FAR.AX,FAR.AX,FAR LIMITED,AU000000FAR6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.28,30/06/2026,1,1,False,False
438,v2.20G,FNR,FNR.AX,FNR.AX,FAR NORTHERN RESOURCES LIMITED,AU0000291585,ordinary_equity,high,net_new_candidate,no_current_match,True,0.11,30/06/2026,1,1,False,False
439,v2.20G,FRM,FRM.AX,FRM.AX,FARM PRIDE FOODS LIMITED,AU000000FRM1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.22,30/06/2026,1,1,False,False
440,v2.20G,FPC,FPC.AX,FPC.AX,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,AU000000FPC6,ordinary_equity,high,net_new_candidate,no_current_match,True,1.32,30/06/2026,1,1,False,False
441,v2.20G,FFG,FFG.AX,FFG.AX,FATFISH GROUP LIMITED,AU000000FFG8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.007,20/03/2025,1,1,False,False
442,v2.20G,FBR,FBR.AX,FBR.AX,FBR LTD,AU000000FBR4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.003,30/06/2026,1,1,False,False
443,v2.20G,FXG,FXG.AX,FXG.AX,FELIX GOLD LIMITED,AU0000194433,ordinary_equity,high,net_new_candidate,no_current_match,True,0.26,30/06/2026,1,1,False,False
444,v2.20G,FEX,FEX.AX,FEX.AX,FENIX RESOURCES LTD,AU0000025132,ordinary_equity,high,net_new_candidate,no_current_match,True,0.255,30/06/2026,1,1,False,False
445,v2.20G,FFI,FFI.AX,FFI.AX,FFI HOLDINGS LIMITED,AU000000FFI4,ordinary_equity,high,net_new_candidate,no_current_match,True,4.13,25/06/2026,1,1,False,False
446,v2.20G,FID,FID.AX,FID.AX,FIDUCIAN GROUP LIMITED,AU000000FID9,ordinary_equity,high,net_new_candidate,no_current_match,True,8.5,30/06/2026,1,1,False,False
447,v2.20G,FIN,FIN.AX,FIN.AX,FIN RESOURCES LIMITED,AU0000009425,ordinary_equity,high,net_new_candidate,no_current_match,True,0.006,30/06/2026,1,1,False,False
448,v2.20G,FDR,FDR.AX,FDR.AX,FINDER ENERGY HOLDINGS LIMITED,AU0000212078,ordinary_equity,high,net_new_candidate,no_current_match,True,0.265,30/06/2026,1,1,False,False
449,v2.20G,FNX,FNX.AX,FNX.AX,FINEXIA FINANCIAL GROUP LIMITED,AU0000107088,ordinary_equity,high,net_new_candidate,no_current_match,True,0.18,25/02/2026,1,1,False,False
450,v2.20G,FRB,FRB.AX,FRB.AX,FIREBIRD METALS LIMITED,AU0000134694,ordinary_equity,high,net_new_candidate,no_current_match,True,0.15,30/06/2026,1,1,False,False
451,v2.20G,FGR,FGR.AX,FGR.AX,FIRST GRAPHENE LIMITED,AU000000FGR3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.063,30/06/2026,1,1,False,False
452,v2.20G,FL1,FL1.AX,FL1.AX,FIRST LITHIUM LIMITED,AU0000297764,ordinary_equity,high,net_new_candidate,no_current_match,True,0.14,16/03/2026,1,1,False,False
453,v2.20G,FZR,FZR.AX,FZR.AX,FITZROY RIVER CORPORATION LTD,AU000000FZR3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.205,25/06/2026,1,1,False,False
454,v2.20G,FPR,FPR.AX,FPR.AX,FLEETPARTNERS GROUP LIMITED,AU0000272924,ordinary_equity,high,net_new_candidate,no_current_match,True,2.87,30/06/2026,1,1,False,False
455,v2.20G,FWD,FWD.AX,FWD.AX,FLEETWOOD LIMITED,AU000000FWD0,ordinary_equity,high,net_new_candidate,no_current_match,True,1.815,30/06/2026,1,1,False,False
456,v2.20G,FBU,FBU.AX,FBU.AX,FLETCHER BUILDING LIMITED,NZFBUE0001S0,ordinary_equity,high,net_new_candidate,no_current_match,True,2.77,30/06/2026,1,1,False,False
457,v2.20G,FRX,FRX.AX,FRX.AX,FLEXIROAM LIMITED,AU000000FRX8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.019,30/06/2026,1,1,False,False
458,v2.20G,FLT,FLT.AX,FLT.AX,FLIGHT CENTRE TRAVEL GROUP LIMITED,AU000000FLT9,ordinary_equity,high,net_new_candidate,no_current_match,True,11.96,30/06/2026,1,1,False,False
459,v2.20G,FG1,FG1.AX,FG1.AX,FLYNN GOLD LIMITED,AU0000143695,ordinary_equity,high,net_new_candidate,no_current_match,True,0.018,30/06/2026,1,1,False,False
460,v2.20G,FMR,FMR.AX,FMR.AX,FMR RESOURCES LIMITED,AU0000340432,ordinary_equity,high,net_new_candidate,no_current_match,True,0.325,30/06/2026,1,1,False,False
461,v2.20G,FML,FML.AX,FML.AX,FOCUS MINERALS LTD,AU000000FML4,ordinary_equity,high,net_new_candidate,no_current_match,True,1.54,30/06/2026,1,1,False,False
462,v2.20G,FGH,FGH.AX,FGH.AX,FORESTA GROUP HOLDINGS LIMITED,AU0000292112,ordinary_equity,high,net_new_candidate,no_current_match,True,0.009,30/06/2026,1,1,False,False
463,v2.20G,FEL,FEL.AX,FEL.AX,FORTE ENERGY LIMITED,AU0000456097,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,30/06/2026,1,1,False,False
464,v2.20G,FOS,FOS.AX,FOS.AX,FOS CAPITAL LTD,AU0000149312,ordinary_equity,high,net_new_candidate,no_current_match,True,0.1,29/06/2026,1,1,False,False
465,v2.20G,FCG,FCG.AX,FCG.AX,FREEDOM CARE GROUP HOLDINGS LIMITED,AU0000298812,ordinary_equity,high,net_new_candidate,no_current_match,True,0.037,11/11/2024,1,1,False,False
466,v2.20G,FHS,FHS.AX,FHS.AX,FREEHILL MINING LIMITED.,AU000000FHS9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.001,30/06/2026,1,1,False,False
467,v2.20G,FLN,FLN.AX,FLN.AX,FREELANCER LIMITED,AU000000FLN2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.115,30/06/2026,1,1,False,False
468,v2.20G,FRW,FRW.AX,FRW.AX,FREIGHTWAYS GROUP LIMITED,NZFREE0001S0,ordinary_equity,high,net_new_candidate,no_current_match,True,11.41,30/06/2026,1,1,False,False
469,v2.20G,FDV,FDV.AX,FDV.AX,FRONTIER DIGITAL VENTURES LIMITED,AU000000FDV2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.31,30/06/2026,1,1,False,False
470,v2.20G,FHE,FHE.AX,FHE.AX,FRONTIER ENERGY LIMITED,AU0000207912,ordinary_equity,high,net_new_candidate,no_current_match,True,0.25,30/06/2026,1,1,False,False
471,v2.20G,FSA,FSA.AX,FSA.AX,FSA GROUP LIMITED,AU000000FSA4,ordinary_equity,high,net_new_candidate,no_current_match,True,1.34,30/06/2026,1,1,False,False
472,v2.20G,A50,A50.AX,A50.AX,FTSE CHINA A50 INDEX,AU000000A500,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
473,v2.20G,FGX,FGX.AX,FGX.AX,FUTURE GENERATION AUSTRALIA LIMITED,AU000000FGX1,ordinary_equity,high,net_new_candidate,no_current_match,True,1.35,30/06/2026,1,1,False,False
474,v2.20G,FGG,FGG.AX,FGG.AX,FUTURE GENERATION GLOBAL LIMITED,AU000000FGG6,ordinary_equity,high,net_new_candidate,no_current_match,True,1.685,30/06/2026,1,1,False,False
475,v2.20G,G11,G11.AX,G11.AX,G11 RESOURCES LIMITED,AU0000309841,ordinary_equity,high,net_new_candidate,no_current_match,True,0.23,30/06/2026,1,1,False,False
476,v2.20G,G50,G50.AX,G50.AX,G50 CORP LIMITED,AU0000155889,ordinary_equity,high,net_new_candidate,no_current_match,True,0.585,30/06/2026,1,1,False,False
477,v2.20G,GLN,GLN.AX,GLN.AX,GALAN LITHIUM LIMITED,AU0000021461,ordinary_equity,high,net_new_candidate,no_current_match,True,0.365,30/06/2026,1,1,False,False
478,v2.20G,GAL,GAL.AX,GAL.AX,GALILEO MINING LTD,AU0000007510,ordinary_equity,high,net_new_candidate,no_current_match,True,0.11,30/06/2026,1,1,False,False
479,v2.20G,GDF,GDF.AX,GDF.AX,GARDA PROPERTY GROUP,AU000000GDF3,ordinary_equity,high,net_new_candidate,no_current_match,True,1.03,30/06/2026,1,1,False,False
