probe_id,original_candidate_url,normalized_candidate_url,source_raw_file,base_validation_score,source_strategy_priority,source_strategy_allowed,source_strategy_proposed_use,probe_type,risk,should_execute_in_next_phase,rationale,expected_evidence
3cf1cbc201e6d201,https://live.euronext.com/en/markets/paris/equities-by-index/cac40-esg,https://live.euronext.com/en/markets/paris/equities-by-index/cac40-esg,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
f5675f16b202ff4d,https://live.euronext.com/en/products/equities,https://live.euronext.com/en/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
6d742461e4f1cfe6,https://live.euronext.com/en/products/equities/company-news,https://live.euronext.com/en/products/equities/company-news,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
65541ec5b1358349,https://live.euronext.com/en/products/equities/company-news-archive,https://live.euronext.com/en/products/equities/company-news-archive,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
19baf39dccc6ee78,https://live.euronext.com/en/products/equities/tech-leaders,https://live.euronext.com/en/products/equities/tech-leaders,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
a46f3d864d7b6eff,https://live.euronext.com/fr/products/equities,https://live.euronext.com/fr/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
ddd423a3b557d1e9,https://live.euronext.com/it/products/equities,https://live.euronext.com/it/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b0f181efad9d3207,https://live.euronext.com/nb/products/equities,https://live.euronext.com/nb/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
1aecec8ed4e3d8d9,https://live.euronext.com/nl/products/equities,https://live.euronext.com/nl/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
7943a48c3aeb3729,https://live.euronext.com/pt/products/equities,https://live.euronext.com/pt/products/equities,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,35,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
54c2cbf41b93d196,/de/markets/amsterdam/equities/list?page=0,https://www.euronext.com/de/markets/amsterdam/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
1af0fd7ff0f633db,/de/markets/brussels/equities/list?page=0,https://www.euronext.com/de/markets/brussels/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
da61e38f485bd379,/de/markets/dublin/equities/list?page=0,https://www.euronext.com/de/markets/dublin/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
fbcd49db460c26a7,/de/markets/lisbon/equities/list?page=0,https://www.euronext.com/de/markets/lisbon/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
535de478f7e8d8a0,/de/markets/milan/equities/list?page=0,https://www.euronext.com/de/markets/milan/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
92477a5d1537024d,/de/markets/oslo/equities/list?page=0,https://www.euronext.com/de/markets/oslo/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
09aaf20cb6967cc5,/de/markets/paris/equities/list?page=0,https://www.euronext.com/de/markets/paris/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
6609f4de808024e1,/de/products/equities,https://www.euronext.com/de/products/equities,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
81243a84a97e6e90,/de/products/equities/list,https://www.euronext.com/de/products/equities/list,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
55d3379612934356,/fr/markets/amsterdam/equities/list?page=0,https://www.euronext.com/fr/markets/amsterdam/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b6659d3eddf86016,/fr/markets/brussels/equities/list?page=0,https://www.euronext.com/fr/markets/brussels/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b3db14333a07ca8c,/fr/markets/dublin/equities/list?page=0,https://www.euronext.com/fr/markets/dublin/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
a0cf0f79f97328b3,/fr/markets/lisbon/equities/list?page=0,https://www.euronext.com/fr/markets/lisbon/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
e313a4602656d494,/fr/markets/milan/equities/list?page=0,https://www.euronext.com/fr/markets/milan/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
403d2448e8364c06,/fr/markets/oslo/equities/list?page=0,https://www.euronext.com/fr/markets/oslo/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
892e5a6d0691ed29,/fr/markets/paris/equities/list?page=0,https://www.euronext.com/fr/markets/paris/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
96aa9769c71fe557,/fr/products/equities,https://www.euronext.com/fr/products/equities,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
0e837463a8f63ddd,/fr/products/equities/list,https://www.euronext.com/fr/products/equities/list,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
9780535735e5d0b3,/it/markets/amsterdam/equities/list?page=0,https://www.euronext.com/it/markets/amsterdam/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b7e2ef073908e826,/it/markets/brussels/equities/list?page=0,https://www.euronext.com/it/markets/brussels/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
bb3ac23b227db96e,/it/markets/dublin/equities/list?page=0,https://www.euronext.com/it/markets/dublin/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
f1bb2b6ab0dc6197,/it/markets/lisbon/equities/list?page=0,https://www.euronext.com/it/markets/lisbon/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b1e964d1adb484fd,/it/markets/milan/equities/list?page=0,https://www.euronext.com/it/markets/milan/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
a6ca334661191ee0,/it/markets/oslo/equities/list?page=0,https://www.euronext.com/it/markets/oslo/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
69c58cb7bddd676c,/it/markets/paris/equities/list?page=0,https://www.euronext.com/it/markets/paris/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
156e67d9ca47e2bf,/it/products/equities,https://www.euronext.com/it/products/equities,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
ffcc323a5b4c802d,/it/products/equities/list,https://www.euronext.com/it/products/equities/list,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
8c14f0e0f95b67ca,/nb/markets/amsterdam/equities/list?page=0,https://www.euronext.com/nb/markets/amsterdam/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
625324d5d06ebb3f,/nb/markets/brussels/equities/list?page=0,https://www.euronext.com/nb/markets/brussels/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
e5264a301b2f3378,/nb/markets/dublin/equities/list?page=0,https://www.euronext.com/nb/markets/dublin/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
d54cffe47380f94b,/nb/markets/lisbon/equities/list?page=0,https://www.euronext.com/nb/markets/lisbon/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
c72afeddfaca374e,/nb/markets/milan/equities/list?page=0,https://www.euronext.com/nb/markets/milan/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
16b8d181cfd6a946,/nb/markets/oslo/equities/list?page=0,https://www.euronext.com/nb/markets/oslo/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
e09f4a0763bca722,/nb/markets/paris/equities/list?page=0,https://www.euronext.com/nb/markets/paris/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
63c2824404609d89,/nb/products/equities,https://www.euronext.com/nb/products/equities,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
4ed6ce5c4e6d863c,/nb/products/equities/list,https://www.euronext.com/nb/products/equities/list,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
088842225f79cd33,/nl/markets/amsterdam/equities/list?page=0,https://www.euronext.com/nl/markets/amsterdam/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
44209529e0767475,/nl/markets/brussels/equities/list?page=0,https://www.euronext.com/nl/markets/brussels/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
1ef7222c9e966af9,/nl/markets/dublin/equities/list?page=0,https://www.euronext.com/nl/markets/dublin/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
55bfa5167d0c0467,/nl/markets/lisbon/equities/list?page=0,https://www.euronext.com/nl/markets/lisbon/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b10d857d7ee9b924,/nl/markets/milan/equities/list?page=0,https://www.euronext.com/nl/markets/milan/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
53bf75c380a93deb,/nl/markets/oslo/equities/list?page=0,https://www.euronext.com/nl/markets/oslo/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
9b2f51ea43f11515,/nl/markets/paris/equities/list?page=0,https://www.euronext.com/nl/markets/paris/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b8d5a886df118f85,/nl/products/equities,https://www.euronext.com/nl/products/equities,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
66f73c1e61c872e5,/nl/products/equities/list,https://www.euronext.com/nl/products/equities/list,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
5f01520321240fd9,/pt/markets/amsterdam/equities/list?page=0,https://www.euronext.com/pt/markets/amsterdam/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
358f4a9fa5952c1d,/pt/markets/brussels/equities/list?page=0,https://www.euronext.com/pt/markets/brussels/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
941b59e4126f852b,/pt/markets/dublin/equities/list?page=0,https://www.euronext.com/pt/markets/dublin/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
a092d566ae3a7401,/pt/markets/lisbon/equities/list?page=0,https://www.euronext.com/pt/markets/lisbon/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
331c61f1bf0ed185,/pt/markets/milan/equities/list?page=0,https://www.euronext.com/pt/markets/milan/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
56bb6a888f62b049,/pt/markets/oslo/equities/list?page=0,https://www.euronext.com/pt/markets/oslo/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
8d5775f07f22fec0,/pt/markets/paris/equities/list?page=0,https://www.euronext.com/pt/markets/paris/equities/list?page=0,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
9ddd061ece44beb0,/pt/products/equities,https://www.euronext.com/pt/products/equities,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
edc1c842d1a45ec8,/pt/products/equities/list,https://www.euronext.com/pt/products/equities/list,(v2.15C_discovered_links_manifest),10,2,True,possible_public_equity_listing_route_next_phase,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
6aacbddb84450a83,https://www.euronext.com/en/products-services/advanced-reference-data,https://www.euronext.com/en/products-services/advanced-reference-data,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_advanced_reference_data.html,25,4,False,reference_data_documentation_only,reference_product_access_review,high_if_commercial_or_gated,False,Reference data appears official but may be gated/commercial; review access path without assuming availability.,"Evidence of public file, documentation-only status, or commercial/gated requirement."
6586cc42ac4f950e,https://www.euronext.com/en/products-services/static-reference-data,https://www.euronext.com/en/products-services/static-reference-data,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_static_reference_data.html,25,4,False,reference_data_documentation_only,reference_product_access_review,high_if_commercial_or_gated,False,Reference data appears official but may be gated/commercial; review access path without assuming availability.,"Evidence of public file, documentation-only status, or commercial/gated requirement."
4474b6a892b1786f,https://athens.euronext.com/en/market-data/instruments/stocks?page=1,https://athens.euronext.com/en/market-data/instruments/stocks?page=1,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_live_equities_overview.html,80,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
c850ad12bcb23b9b,https://live.euronext.com/en/education/stocks,https://live.euronext.com/en/education/stocks,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,60,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
0b0207034c93ca6e,https://live.euronext.com/en/markets/amsterdam/stock-futures/list,https://live.euronext.com/en/markets/amsterdam/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
bc37627f8189ca47,https://live.euronext.com/en/markets/amsterdam/stock-options/list,https://live.euronext.com/en/markets/amsterdam/stock-options/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
37f57fd419ae99ee,https://live.euronext.com/en/markets/brussels/stock-futures/list,https://live.euronext.com/en/markets/brussels/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
271c571014d630ae,https://live.euronext.com/en/markets/brussels/stock-options/list,https://live.euronext.com/en/markets/brussels/stock-options/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
75ede693fa5451ad,https://live.euronext.com/en/markets/lisbon/stock-futures/list,https://live.euronext.com/en/markets/lisbon/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
fff30dee0bc8dbad,https://live.euronext.com/en/markets/lisbon/stock-options/list,https://live.euronext.com/en/markets/lisbon/stock-options/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
e9f7481216c214ef,https://live.euronext.com/en/markets/milan/stock-futures/list,https://live.euronext.com/en/markets/milan/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
308d3aff00c1a4a6,https://live.euronext.com/en/markets/milan/stock-options/list,https://live.euronext.com/en/markets/milan/stock-options/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
7010ad83cd600aff,https://live.euronext.com/en/markets/oslo/stock-futures/list,https://live.euronext.com/en/markets/oslo/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
b099534d7a188022,https://live.euronext.com/en/markets/oslo/stock-options/list,https://live.euronext.com/en/markets/oslo/stock-options/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
7cb0261c8232bdca,https://live.euronext.com/en/markets/paris/stock-futures/list,https://live.euronext.com/en/markets/paris/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
f2d2a36889ef1ce4,https://live.euronext.com/en/markets/paris/stock-options/list,https://live.euronext.com/en/markets/paris/stock-options/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
df12a0b81dc0e3da,https://live.euronext.com/en/products/dividend-stock-futures/list,https://live.euronext.com/en/products/dividend-stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
3c466282aefa52da,https://live.euronext.com/en/products/dividend-stock-futures/trading,https://live.euronext.com/en/products/dividend-stock-futures/trading,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
2a546089c9c125ae,https://live.euronext.com/en/products/stock-futures/list,https://live.euronext.com/en/products/stock-futures/list,outputs\full_universe_source_acquisition\raw\euronext_v2_15c\euronext_amsterdam_equities_list.html,50,5,False,review_only_euronext_relevant_but_not_allowed,manual_review_probe,medium,False,Candidate is Euronext-related but not strong enough for automated extraction.,Manual evidence before allowing any extraction attempt.
