ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason,isin,currency,mic,source_version,source_url,hkex_category,hkex_subcategory,hkex_board_lot,provider,source_phase,symbol,security_name,instrument_id,product_assignment_group_description,asset_type
ASQ.AX,AUSTRALIAN SILICA QUARTZ GROUP LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000066169,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ASQ.AX,AUSTRALIAN SILICA QUARTZ GROUP LTD,ASQ,ORDINARY FULLY PAID,ordinary_equity
AUI.AX,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,listed_investment_vehicle,listed_investment_vehicle_conditional,medium,ASX v2.20F net_new_candidate; instrument_class=listed_investment_vehicle_conditional; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AUI4,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AUI.AX,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,AUI,ORDINARY FULLY PAID,listed_investment_vehicle_conditional
AVE.AX,AVECHO BIOTECHNOLOGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000047441,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AVE.AX,AVECHO BIOTECHNOLOGY LIMITED,AVE,ORDINARY FULLY PAID,ordinary_equity
AEV.AX,AVENIRA LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AEV1,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AEV.AX,AVENIRA LIMITED,AEV,ORDINARY FULLY PAID,ordinary_equity
AVW.AX,AVIRA RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AVW3,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AVW.AX,AVIRA RESOURCES LTD,AVW,ORDINARY FULLY PAID,ordinary_equity
AVH.AX,AVITA MEDICAL INC.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AVH4,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AVH.AX,AVITA MEDICAL INC.,AVH,CHESS DEPOSITARY INTERESTS 5:1,ordinary_or_equity_like_unclassified
AXL.AX,AXEL REE LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000336018,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AXL.AX,AXEL REE LIMITED,AXL,ORDINARY FULLY PAID,ordinary_equity
AXI.AX,AXTEC LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AXI8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AXI.AX,AXTEC LIMITED,AXI,ORDINARY FULLY PAID,ordinary_equity
AZ9.AX,AZZURO RESOURCES PLC,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000340143,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AZ9.AX,AZZURO RESOURCES PLC,AZ9,CHESS DEPOSITARY INTERESTS 1:1,ordinary_or_equity_like_unclassified
BPP.AX,BABYLON PUMP & POWER LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BPP7,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BPP.AX,BABYLON PUMP & POWER LIMITED,BPP,ORDINARY FULLY PAID,ordinary_equity
BM1.AX,BALLARD MINING LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000400376,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BM1.AX,BALLARD MINING LIMITED,BM1,ORDINARY FULLY PAID,ordinary_equity
BA1.AX,BANK OF AMERICA (BAC) (NYSE),ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BA15,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BA1.AX,BANK OF AMERICA (BAC) (NYSE),BA1,BANK OF AMERICA (BAC) (NYSE),ordinary_or_equity_like_unclassified
BOQ.AX,BANK OF QUEENSLAND LIMITED.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BOQ8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BOQ.AX,BANK OF QUEENSLAND LIMITED.,BOQ,ORDINARY FULLY PAID,ordinary_equity
BGD.AX,BARTON GOLD HOLDINGS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000153215,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BGD.AX,BARTON GOLD HOLDINGS LIMITED,BGD,ORDINARY FULLY PAID,ordinary_equity
BRY.AX,BARYS RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000453185,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BRY.AX,BARYS RESOURCES LIMITED,BRY,ORDINARY FULLY PAID,ordinary_equity
LPT.AX,BASKET WARRANTS OVER PROPERTY TRUSTS,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,reit,a_reit_equity_like,medium,ASX v2.20F net_new_candidate; instrument_class=a_reit_equity_like; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000LPT8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,LPT.AX,BASKET WARRANTS OVER PROPERTY TRUSTS,LPT,BASKET WARRANTS OVER PROPERTY TRUSTS,a_reit_equity_like
BRL.AX,BATHURST RESOURCES LIMITED.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,NZBRLE0001S4,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BRL.AX,BATHURST RESOURCES LIMITED.,BRL,ORDINARY FULLY PAID,ordinary_equity
BM8.AX,BATTERY AGE MINERALS LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000262644,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BM8.AX,BATTERY AGE MINERALS LTD,BM8,ORDINARY FULLY PAID,ordinary_equity
BMH.AX,BAUMART HOLDINGS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BMH1,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BMH.AX,BAUMART HOLDINGS LIMITED,BMH,ORDINARY FULLY PAID,ordinary_equity
BCI.AX,BCI MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BCI0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BCI.AX,BCI MINERALS LIMITED,BCI,ORDINARY FULLY PAID,ordinary_equity
BPT.AX,BEACH ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BPT9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BPT.AX,BEACH ENERGY LIMITED,BPT,ORDINARY FULLY PAID,ordinary_equity
BCN.AX,BEACON MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BCN0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BCN.AX,BEACON MINERALS LIMITED,BCN,ORDINARY FULLY PAID,ordinary_equity
B4P.AX,BEFOREPAY GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000190803,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,B4P.AX,BEFOREPAY GROUP LIMITED,B4P,ORDINARY FULLY PAID,ordinary_equity
BGA.AX,BEGA CHEESE LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BGA8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BGA.AX,BEGA CHEESE LIMITED,BGA,ORDINARY FULLY PAID,ordinary_equity
BFG.AX,BELL FINANCIAL GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BFG7,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BFG.AX,BELL FINANCIAL GROUP LIMITED,BFG,ORDINARY FULLY PAID,ordinary_equity
BVR.AX,BELLAVISTA RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000216913,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BVR.AX,BELLAVISTA RESOURCES LTD,BVR,ORDINARY FULLY PAID,ordinary_equity
BHD.AX,BENJAMIN HORNIGOLD LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BHD0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BHD.AX,BENJAMIN HORNIGOLD LIMITED,BHD,ORDINARY FULLY PAID,ordinary_equity
BNZ.AX,BENZ MINING CORP.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000118796,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BNZ.AX,BENZ MINING CORP.,BNZ,CHESS DEPOSITARY INTERESTS 1:1,ordinary_or_equity_like_unclassified
BEO.AX,BEONIC LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000306292,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BEO.AX,BEONIC LTD,BEO,ORDINARY FULLY PAID,ordinary_equity
BET.AX,BETMAKERS TECHNOLOGY GROUP LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000050585,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BET.AX,BETMAKERS TECHNOLOGY GROUP LTD,BET,ORDINARY FULLY PAID,ordinary_equity
BWN.AX,BHAGWAN MARINE LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000340663,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BWN.AX,BHAGWAN MARINE LIMITED,BWN,ORDINARY FULLY PAID,ordinary_equity
BRI.AX,BIG RIVER INDUSTRIES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BRI8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BRI.AX,BIG RIVER INDUSTRIES LIMITED,BRI,ORDINARY FULLY PAID,ordinary_equity
BIM.AX,BINDI METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000217580,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BIM.AX,BINDI METALS LIMITED,BIM,ORDINARY FULLY PAID,ordinary_equity
BIS.AX,BISALLOY STEEL GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BIS6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BIS.AX,BISALLOY STEEL GROUP LIMITED,BIS,ORDINARY FULLY PAID,ordinary_equity
BSR.AX,BISON RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000459505,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BSR.AX,BISON RESOURCES LIMITED,BSR,ORDINARY FULLY PAID,ordinary_equity
BKI.AX,BKI INVESTMENT COMPANY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,listed_investment_vehicle,listed_investment_vehicle_conditional,medium,ASX v2.20F net_new_candidate; instrument_class=listed_investment_vehicle_conditional; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BKI3,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BKI.AX,BKI INVESTMENT COMPANY LIMITED,BKI,ORDINARY FULLY PAID,listed_investment_vehicle_conditional
BKB.AX,BLACK BEAR MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000433351,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BKB.AX,BLACK BEAR MINERALS LIMITED,BKB,ORDINARY FULLY PAID,ordinary_equity
BCA.AX,BLACK CANYON LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000141293,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BCA.AX,BLACK CANYON LIMITED,BCA,ORDINARY FULLY PAID,ordinary_equity
BHL.AX,BLACK HORSE MINING LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000426348,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BHL.AX,BLACK HORSE MINING LIMITED,BHL,ORDINARY FULLY PAID,ordinary_equity
BPG.AX,BLACK PEARL GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,NZBPGE0004S2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BPG.AX,BLACK PEARL GROUP LIMITED,BPG,ORDINARY FULLY PAID FOREIGN EXEMPT NZX,ordinary_equity
BWF.AX,BLACKWALL LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BWF4,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BWF.AX,BLACKWALL LIMITED,BWF,ORDINARY FULLY PAID,ordinary_equity
BLZ.AX,BLAZE MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000BLZ5,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BLZ.AX,BLAZE MINERALS LIMITED,BLZ,ORDINARY FULLY PAID,ordinary_equity
BB1.AX,BLINKLAB LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000322851,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,BB1.AX,BLINKLAB LIMITED,BB1,ORDINARY FULLY PAID,ordinary_equity
