ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason,isin,currency,mic,source_version,source_url,hkex_category,hkex_subcategory,hkex_board_lot,provider,source_phase,symbol,security_name,instrument_id,product_assignment_group_description,asset_type
1101.TW,臺灣水泥股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_1101; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,01,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,1101,臺灣水泥股份有限公司,,,
2105.TW,正新橡膠工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2105; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,11,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2105,正新橡膠工業股份有限公司,,,
2106.TW,建大工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2106; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,11,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2106,建大工業股份有限公司,,,
2107.TW,厚生股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2107; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,11,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2107,厚生股份有限公司,,,
2115.TW,六暉控股股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2115; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2115,六暉控股股份有限公司,,,
2227.TW,裕隆日產汽車股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2227; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2227,裕隆日產汽車股份有限公司,,,
2228.TW,劍麟股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2228; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2228,劍麟股份有限公司,,,
2231.TW,為升電裝工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2231; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2231,為升電裝工業股份有限公司,,,
2233.TW,宇隆科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2233; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2233,宇隆科技股份有限公司,,,
2236.TW,百達精密工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2236; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2236,百達精密工業股份有限公司,,,
2237.TW,華德動能科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2237; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2237,華德動能科技股份有限公司,,,
2239.TW,開曼英利工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2239; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2239,開曼英利工業股份有限公司,,,
2241.TW,艾姆勒科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2241; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2241,艾姆勒科技股份有限公司,,,
2243.TW,宏旭控股股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2243; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2243,宏旭控股股份有限公司,,,
2247.TW,汎德永業汽車股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2247; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2247,汎德永業汽車股份有限公司,,,
2248.TW,華勝汽車電子股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2248; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2248,華勝汽車電子股份有限公司,,,
2250.TW,第一化成控股(開曼)股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2250; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2250,第一化成控股(開曼)股份有限公司,,,
2254.TW,巨鎧精密工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2254; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2254,巨鎧精密工業股份有限公司,,,
2258.TW,鴻華先進科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2258; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,12,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2258,鴻華先進科技股份有限公司,,,
2302.TW,麗正國際科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2302; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,24,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2302,麗正國際科技股份有限公司,,,
2308.TW,台達電子工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2308; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2308,台達電子工業股份有限公司,,,
2312.TW,金寶電子工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2312; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,31,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2312,金寶電子工業股份有限公司,,,
2313.TW,華通電腦股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2313; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2313,華通電腦股份有限公司,,,
2314.TW,台揚科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2314; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,27,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2314,台揚科技股份有限公司,,,
2316.TW,楠梓電子股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2316; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2316,楠梓電子股份有限公司,,,
2324.TW,仁寶電腦工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2324; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2324,仁寶電腦工業股份有限公司,,,
2328.TW,廣宇科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2328; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2328,廣宇科技股份有限公司,,,
2344.TW,華邦電子股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2344; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,24,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2344,華邦電子股份有限公司,,,
2347.TW,聯強國際股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2347; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,29,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2347,聯強國際股份有限公司,,,
2348.TW,海悅國際開發股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2348; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,20,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2348,海悅國際開發股份有限公司,,,
2352.TW,佳世達科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2352; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2352,佳世達科技股份有限公司,,,
2355.TW,敬鵬工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2355; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2355,敬鵬工業股份有限公司,,,
2356.TW,英業達股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2356; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2356,英業達股份有限公司,,,
2357.TW,華碩電腦股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2357; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2357,華碩電腦股份有限公司,,,
2360.TW,致茂電子股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2360; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,31,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2360,致茂電子股份有限公司,,,
2362.TW,藍天電腦股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2362; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2362,藍天電腦股份有限公司,,,
2363.TW,矽統科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2363; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,24,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2363,矽統科技股份有限公司,,,
2364.TW,倫飛電腦實業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2364; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2364,倫飛電腦實業股份有限公司,,,
2365.TW,昆盈企業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2365; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2365,昆盈企業股份有限公司,,,
2367.TW,燿華電子股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2367; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2367,燿華電子股份有限公司,,,
2368.TW,金像電子(股)公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2368; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2368,金像電子(股)公司,,,
2369.TW,菱生精密工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2369; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,24,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2369,菱生精密工業股份有限公司,,,
2374.TW,佳能企業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2374; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,26,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2374,佳能企業股份有限公司,,,
2377.TW,微星科技股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2377; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2377,微星科技股份有限公司,,,
2380.TW,虹光精密工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2380; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2380,虹光精密工業股份有限公司,,,
2382.TW,廣達電腦股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2382; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2382,廣達電腦股份有限公司,,,
2383.TW,台光電子材料股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2383; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2383,台光電子材料股份有限公司,,,
2387.TW,精元電腦股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2387; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2387,精元電腦股份有限公司,,,
2390.TW,云辰電子開發股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2390; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,31,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2390,云辰電子開發股份有限公司,,,
2392.TW,正崴精密工業股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2392; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,28,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2392,正崴精密工業股份有限公司,,,
2397.TW,友通資訊股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2397; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2397,友通資訊股份有限公司,,,
2399.TW,映泰股份有限公司,TWSE,Taiwan,TWSE,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_classification_v2_18f.csv,Equity,common_equity,high,v2.18G added from v2.18F potential_net_new; candidate_id=TWSE_TWSE_2399; crosscheck_status=matched_stock_day_all; possible_existing excluded; canonical not modified,,25,,,TWSE,twse_tpex_v2_18g,,,,TWD,XTAI,v2.18G,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,,,,TWSE,v2.18G,2399,映泰股份有限公司,,,
