row_number,local_code_raw_text,company_name,market_segment,industry,source_date
1340,3624,AXEL MARK INC.,Growth Market(Domestic),5250,20260630
1341,3625,Techfirm Holdings Inc.,Growth Market(Domestic),5250,20260630
1342,3626,TIS Inc.,Prime Market (Domestic),5250,20260630
1343,3627,TECMIRA HOLDINGS INC.,Standard Market(Domestic),5250,20260630
1344,3628,"DATA HORIZON CO.,LTD.",Growth Market(Domestic),5250,20260630
1346,3632,"GREE Holdings,Inc.",Prime Market (Domestic),5250,20260630
1347,3633,"GMO Pepabo,Inc.",Standard Market(Domestic),5250,20260630
1348,3634,Sockets Inc.,Standard Market(Domestic),5250,20260630
1349,3635,"KOEI TECMO HOLDINGS CO.,LTD.",Prime Market (Domestic),5250,20260630
1350,3636,"Mitsubishi Research Institute,Inc.",Prime Market (Domestic),5250,20260630
1351,3639,Voltage Incorporation,Standard Market(Domestic),5250,20260630
1353,3640,"DENSAN CO.,LTD.",Standard Market(Domestic),5250,20260630
1354,3641,"PAPYLESS CO.,LTD.",Standard Market(Domestic),5250,20260630
1355,3645,"Medical Net,Inc.",Growth Market(Domestic),5250,20260630
1356,3646,"Ekitan & Co.,Ltd.",Standard Market(Domestic),5250,20260630
1357,3647,"ASULINA Co.,Ltd.",Standard Market(Domestic),5250,20260630
1358,3648,AGS Corporation,Standard Market(Domestic),5250,20260630
1359,3649,FINDEX Inc.,Prime Market (Domestic),5250,20260630
1361,3652,Digital Media Professionals Inc.,Growth Market(Domestic),5250,20260630
1362,3653,"Morpho,Inc.",Growth Market(Domestic),5250,20260630
1363,3656,KLab Inc.,Prime Market (Domestic),5250,20260630
1364,3657,"Pole To Win Holdings,Inc.",Prime Market (Domestic),5250,20260630
1365,3659,"NEXON Co.,Ltd.",Prime Market (Domestic),5250,20260630
1366,365A,"IZAWA TOWEL CO.,LTD.",Standard Market(Domestic),3100,20260630
1367,3660,istyle Inc.,Prime Market (Domestic),5250,20260630
1368,3661,"m-up holdings,Inc.",Prime Market (Domestic),5250,20260630
1369,3662,"Ateam Holdings Co.,Ltd.",Prime Market (Domestic),5250,20260630
1370,3663,"CELSYS,Inc.",Prime Market (Domestic),5250,20260630
1371,3664,WIZE INC.,Growth Market(Domestic),5250,20260630
1372,3665,Enigmo Inc.,Prime Market (Domestic),5250,20260630
1373,3667,"enish,inc.",Standard Market(Domestic),5250,20260630
1374,3668,"COLOPL,Inc.",Prime Market (Domestic),5250,20260630
1375,366A,Wellness Communications Corporation,Growth Market(Domestic),9050,20260630
1376,3670,"Kyoritsu Computer & Communication Co.,Ltd.",Standard Market(Domestic),5250,20260630
1377,3671,"SOFTMAX CO.,LTD",Standard Market(Domestic),5250,20260630
1378,3672,AltPlusInc.,Standard Market(Domestic),5250,20260630
1379,3673,"Broadleaf Co.,Ltd.",Prime Market (Domestic),5250,20260630
1380,3674,"Aucfan Co.,Ltd.",Growth Market(Domestic),5250,20260630
1381,3675,Cross Marketing Group Inc.,Standard Market(Domestic),5250,20260630
1382,3676,"DIGITAL HEARTS HOLDINGS Co.,Ltd.",Prime Market (Domestic),5250,20260630
1383,3678,"MEDIA DO Co.,Ltd.",Prime Market (Domestic),5250,20260630
1384,3679,"ZIGExN Co.,Ltd.",Prime Market (Domestic),5250,20260630
1385,367A,"Primo Global Holdings Co.,Ltd.",Standard Market(Domestic),6100,20260630
1386,3680,Hotto Link Inc.,Growth Market(Domestic),5250,20260630
1387,3681,"V-cube,Inc.",Prime Market (Domestic),5250,20260630
1388,3682,"Encourage Technologies Co.,Ltd.",Standard Market(Domestic),5250,20260630
1389,3683,"CYBERLINKS CO.,LTD.",Standard Market(Domestic),5250,20260630
1390,3686,DLE Inc.,Standard Market(Domestic),5250,20260630
1391,3687,Fixstars Corporation,Prime Market (Domestic),5250,20260630
1392,368A,Kitazato Corporation,Prime Market (Domestic),3750,20260630
1393,3690,YRGLM Inc.,Standard Market(Domestic),5250,20260630
1394,3691,"DIGITAL PLUS,Inc.",Growth Market(Domestic),5250,20260630
1395,3692,"FFRI Security,Inc.",Growth Market(Domestic),5250,20260630
1396,3694,OPTiM CORPORATION,Prime Market (Domestic),5250,20260630
1397,3695,"GMO Product Platform,Inc.",Growth Market(Domestic),5250,20260630
1398,3696,CERES INC.,Prime Market (Domestic),5250,20260630
1399,3697,SHIFT Inc.,Prime Market (Domestic),5250,20260630
1400,3698,"CRI Middleware Co.,Ltd.",Standard Market(Domestic),5250,20260630
1401,369A,"A-tie Co.,Ltd.",Growth Market(Domestic),9050,20260630
1402,3708,"Tokushu Tokai Paper Co.,Ltd.",Prime Market (Domestic),3150,20260630
1404,3710,"Jorudan Co.,Ltd.",Standard Market(Domestic),5250,20260630
1405,3712,"Information Planning CO.,LTD.",Standard Market(Domestic),5250,20260630
1406,3719,"AI storm Co.,Ltd.",Standard Market(Domestic),5250,20260630
1408,3723,NIHON FALCOM CORPORATION,Growth Market(Domestic),5250,20260630
1409,3726,"4Cs HD Co.,Ltd.",Standard Market(Domestic),6100,20260630
1410,3727,Aplix Corporation,Growth Market(Domestic),5250,20260630
1411,372A,RENT CORPORATION,Standard Market(Domestic),9050,20260630
1412,3733,"Software Service,Inc.",Standard Market(Domestic),5250,20260630
1413,373A,"LIPPS CO.,LTD",Growth Market(Domestic),3200,20260630
1414,3741,"Systems Engineering Consultants Co.,LTD.",Prime Market (Domestic),5250,20260630
1415,3744,SIOS Corporation,Standard Market(Domestic),5250,20260630
1416,3747,"INTERTRADE Co.,Ltd.",Standard Market(Domestic),5250,20260630
1418,3750,"ADR120S,Inc.",Standard Market(Domestic),5250,20260630
1419,3753,FLIGHT SOLUTIONS Inc.,Standard Market(Domestic),5250,20260630
1420,3758,Aeria Inc.,Standard Market(Domestic),5250,20260630
1422,3760,"CAVE Interactive CO.,LTD.",Standard Market(Domestic),5250,20260630
1423,3762,TECHMATRIX CORPORATION,Prime Market (Domestic),5250,20260630
1424,3763,Pro-Ship Incorporated,Prime Market (Domestic),5250,20260630
1425,3765,"GungHo Online Entertainment,Inc.",Prime Market (Domestic),5250,20260630
1426,3766,"SYSTEMS DESIGN Co.,Ltd.",Standard Market(Domestic),5250,20260630
1427,3768,Riskmonster.com,Standard Market(Domestic),5250,20260630
1428,3769,"GMO Payment Gateway,Inc.",Prime Market (Domestic),5250,20260630
1430,3771,"SYSTEM RESEARCH CO.,LTD.",Prime Market (Domestic),5250,20260630
1431,3772,"Wealth Management,Inc.",Standard Market(Domestic),8050,20260630
1432,3773,"Advanced Media,Inc.",Growth Market(Domestic),5250,20260630
1433,3774,Internet Initiative Japan Inc.,Prime Market (Domestic),5250,20260630
1434,3776,"BroadBand Tower,Inc.",Standard Market(Domestic),5250,20260630
1435,3777,Environment Friendly Holdings Corp.,Growth Market(Domestic),5250,20260630
1436,3778,SAKURA internet Inc.,Prime Market (Domestic),5250,20260630
1437,3779,"J ESCOM HOLDINGS,INC.",Standard Market(Domestic),5250,20260630
1438,3787,"Techno Mathematical Co.,Ltd.",Standard Market(Domestic),5250,20260630
1439,3788,GMO GlobalSign Holdings K.K.,Prime Market (Domestic),5250,20260630
1440,378A,"Hit Co.,Ltd.",Growth Market(Domestic),9050,20260630
1441,3791,"IG Port,Inc.",Standard Market(Domestic),5250,20260630
1442,3793,"Drecom Co.,Ltd.",Growth Market(Domestic),5250,20260630
1443,3796,"e-Seikatsu Co.,Ltd.",Standard Market(Domestic),5250,20260630
1444,3798,"ULS Group,Inc.",Standard Market(Domestic),5250,20260630
1445,3799,Keyware Solutions Inc.,Standard Market(Domestic),5250,20260630
1447,3800,UNIRITA Inc.,Standard Market(Domestic),5250,20260630
1448,3802,"ECOMIC CO.,LTD",Standard Market(Domestic),5250,20260630
1449,3803,Image Information Inc.,Growth Market(Domestic),5250,20260630
1450,3804,System D Inc.,Standard Market(Domestic),5250,20260630
1451,3807,FISCO Ltd.,Growth Market(Domestic),5250,20260630
1453,3810,"CyberStep Holdings,Inc.",Standard Market(Domestic),5250,20260630
1454,3815,"Media Kobo,Inc.",Growth Market(Domestic),5250,20260630
1455,3816,"DAIWA COMPUTER CO.,LTD.",Standard Market(Domestic),5250,20260630
1456,3817,"SRA Holdings,Inc.",Prime Market (Domestic),5250,20260630
1458,3823,"THE WHY HOW DO COMPANY,Inc.",Standard Market(Domestic),5250,20260630
1459,3825,"Remixpoint,inc.",Standard Market(Domestic),6100,20260630
1460,3826,System Integrator Corp.,Standard Market(Domestic),5250,20260630
1462,3834,"Asahi Net,Inc.",Prime Market (Domestic),5250,20260630
1463,3835,"eBASE Co.,Ltd.",Prime Market (Domestic),5250,20260630
1464,3836,AVANT GROUP CORPORATION,Prime Market (Domestic),5250,20260630
1465,3837,Ad-Sol Nissin Corporation,Prime Market (Domestic),5250,20260630
1466,3839,"ODK Solutions Company,Ltd.",Standard Market(Domestic),5250,20260630
1468,3840,PATH corporation,Standard Market(Domestic),5250,20260630
1469,3841,Jedat Inc.,Standard Market(Domestic),5250,20260630
1470,3842,"Nextgen,Inc.",Standard Market(Domestic),5250,20260630
1471,3843,"FreeBit Co.,Ltd.",Prime Market (Domestic),5250,20260630
1472,3844,COMTURE CORPORATION,Prime Market (Domestic),5250,20260630
1473,3845,I-FREEK MOBILE INC.,Standard Market(Domestic),5250,20260630
1474,3848,"Data Applications Company,Limited",Standard Market(Domestic),5250,20260630
1475,3850,NTT DATA INTRAMART CORPORATION,Standard Market(Domestic),5250,20260630
1476,3851,"Nippon Ichi Software,Inc.",Standard Market(Domestic),5250,20260630
1477,3853,ASTERIA Corporation,Prime Market (Domestic),5250,20260630
1478,3854,I'LL INC,Prime Market (Domestic),5250,20260630
1479,3856,Abalance Corporation,Standard Market(Domestic),3650,20260630
1480,3858,Ubiquitous AI Corporation,Standard Market(Domestic),5250,20260630
1482,3861,Oji Holdings Corporation,Prime Market (Domestic),3150,20260630
1483,3863,"Nippon Paper Industries Co.,Ltd.",Prime Market (Domestic),3150,20260630
1484,3864,Mitsubishi Paper Mills Limited,Prime Market (Domestic),3150,20260630
1485,3865,Hokuetsu Corporation,Prime Market (Domestic),3150,20260630
1486,386A,"MINOYA CO.,LTD.",Standard Market(Domestic),6100,20260630
1487,3877,"Chuetsu Pulp & Paper Co.,Ltd.",Prime Market (Domestic),3150,20260630
1488,3878,TOMOEGAWA CORPORATION,Standard Market(Domestic),3200,20260630
1489,387A,"Fuller,Inc.",Growth Market(Domestic),5250,20260630
1490,3880,Daio Paper Corporation,Prime Market (Domestic),3150,20260630
1491,3891,NIPPON KODOSHI CORPORATION,Standard Market(Domestic),3150,20260630
1492,3892,"Okayama Paper Industries Co.,Ltd.",Standard Market(Domestic),3150,20260630
1493,3895,HAVIX CORPORATION,Standard Market(Domestic),3150,20260630
1494,3896,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",Standard Market(Domestic),3150,20260630
1496,3900,CrowdWorks Inc.,Growth Market(Domestic),5250,20260630
1497,3901,"MarkLines Co.,Ltd.",Prime Market (Domestic),5250,20260630
1498,3903,gumi Inc.,Prime Market (Domestic),5250,20260630
1499,3904,KAYAC Inc.,Growth Market(Domestic),5250,20260630
1500,3905,Datasection Inc.,Growth Market(Domestic),5250,20260630
1501,3907,Silicon Studio Corp.,Standard Market(Domestic),5250,20260630
1502,3908,Collabos Corporation,Standard Market(Domestic),5250,20260630
1503,3909,Showcase Inc.,Standard Market(Domestic),5250,20260630
1504,3910,MKSystem Corporation,Standard Market(Domestic),5250,20260630
1505,3911,Aiming Inc.,Growth Market(Domestic),5250,20260630
1506,3912,"Mobile Factory,Inc.",Standard Market(Domestic),5250,20260630
1507,3913,"GreenBee,Inc.",Standard Market(Domestic),5250,20260630
1508,3914,JIG-SAW INC.,Growth Market(Domestic),5250,20260630
1509,3915,"TerraSky Co.,Ltd",Prime Market (Domestic),5250,20260630
1510,3916,Digital Information Technologies Corporation,Prime Market (Domestic),5250,20260630
1511,3917,"iRidge,Inc.",Growth Market(Domestic),5250,20260630
1512,3918,"PCI Holdings,INC.",Standard Market(Domestic),5250,20260630
1513,3920,"Internetworking and Broadband Consulting Co.,Ltd.",Standard Market(Domestic),5250,20260630
1514,3921,NEOJAPAN Inc.,Prime Market (Domestic),5250,20260630
1515,3922,PR TIMES Corporation,Prime Market (Domestic),5250,20260630
1516,3923,"RAKUS Co.,Ltd.",Prime Market (Domestic),5250,20260630
1517,3925,Double Standard Inc.,Prime Market (Domestic),5250,20260630
1518,3926,Open Door Inc.,Standard Market(Domestic),5250,20260630
1519,3927,Fuva Brain Limited,Standard Market(Domestic),5250,20260630
1520,3928,Mynet Inc.,Standard Market(Domestic),5250,20260630
1521,3929,"SOCIALWIRE CO.,LTD.",Growth Market(Domestic),5250,20260630
1523,3930,"Hatena Co.,Ltd.",Growth Market(Domestic),5250,20260630
1524,3931,VALUE GOLF Inc.,Growth Market(Domestic),5250,20260630
1525,3932,Akatsuki Inc.,Prime Market (Domestic),5250,20260630
1526,3933,"CHIeru Co.,Ltd.",Standard Market(Domestic),5250,20260630
1527,3934,"BENEFIT JAPAN Co.,LTD.",Standard Market(Domestic),5250,20260630
1528,3935,"Edia Co.,Ltd.",Standard Market(Domestic),5250,20260630
1529,3936,"Globalway,Inc.",Growth Market(Domestic),5250,20260630
1530,3937,"Ubicom Holdings,Inc.",Standard Market(Domestic),5250,20260630
1531,3939,"Kanamic Network Co.,LTD",Prime Market (Domestic),5250,20260630
1533,3940,"Nomura System Corporation Co,Ltd.",Standard Market(Domestic),5250,20260630
1534,3941,"Rengo Co.,Ltd.",Prime Market (Domestic),3150,20260630
1535,3943,"OHISHI SANGYO CO.,LTD.",Standard Market(Domestic),3150,20260630
1536,3944,"Furubayashi Shiko Co.,Ltd.",Standard Market(Domestic),3150,20260630
1537,3945,"Superbag Company,Limited",Standard Market(Domestic),3150,20260630
1538,3946,"TOMOKU CO.,LTD.",Prime Market (Domestic),3150,20260630
1539,3947,"Dynapac Co.,Ltd.",Standard Market(Domestic),3150,20260630
1540,3948,"HIKARI BUSINESS FORM CO.,LTD.",Standard Market(Domestic),3150,20260630
1542,3950,THE PACK CORPORATION,Prime Market (Domestic),3150,20260630
1543,3951,"ASAHI PRINTING CO.,LTD.",Standard Market(Domestic),3150,20260630
1544,3953,"OHMURA SHIGYO CO.,LTD.",Standard Market(Domestic),3150,20260630
1545,3954,SHOWA PAXXS CORPORATION,Standard Market(Domestic),3150,20260630
1546,3955,"IMURA & Co.,Ltd.",Standard Market(Domestic),3150,20260630
1547,3958,"Sasatoku Printing Co.,Ltd.",Standard Market(Domestic),3150,20260630
1549,3962,"CHANGE Holdings,Inc.",Prime Market (Domestic),5250,20260630
1550,3963,"Synchro Food Co.,Ltd.",Prime Market (Domestic),5250,20260630
1551,3964,AUCNET INC.,Prime Market (Domestic),5250,20260630
1552,3965,"Capital Asset Planning,Inc.",Standard Market(Domestic),5250,20260630
1553,3967,"Eltes Co.,Ltd.",Growth Market(Domestic),5250,20260630
1554,3968,"Segue Group Co.,Ltd.",Prime Market (Domestic),5250,20260630
1555,3969,ATLED CORP.,Standard Market(Domestic),5250,20260630
1557,3970,Innovation Inc.,Standard Market(Domestic),5250,20260630
1558,3974,SCAT Inc.,Standard Market(Domestic),5250,20260630
1559,3976,SHANON Inc.,Growth Market(Domestic),5250,20260630
1560,3979,"ULURU.CO.,LTD.",Growth Market(Domestic),5250,20260630
1561,3981,Beaglee Inc.,Standard Market(Domestic),5250,20260630
1562,3983,"ORO Co.,Ltd.",Prime Market (Domestic),5250,20260630
1563,3984,"User Local,Inc.",Prime Market (Domestic),5250,20260630
1564,3985,TEMONA.inc.,Standard Market(Domestic),5250,20260630
1565,3986,"bBreak Systems Company,Limited",Standard Market(Domestic),5250,20260630
1566,3987,Ecomott Inc.,Growth Market(Domestic),5250,20260630
1567,3988,"SYS Holdings Co.,Ltd.",Standard Market(Domestic),5250,20260630
1568,3989,SHARINGTECHNOLOGY.INC,Growth Market(Domestic),5250,20260630
1570,3991,"Wantedly,Inc",Growth Market(Domestic),5250,20260630
1571,3992,Needs Well Inc.,Prime Market (Domestic),5250,20260630
1572,3993,PKSHA Technology Inc.,Prime Market (Domestic),5250,20260630
1573,3994,"Money Forward,Inc.",Prime Market (Domestic),5250,20260630
1574,3996,Signpost Corporation,Standard Market(Domestic),5250,20260630
1575,3997,"TRADE WORKS Co.,Ltd",Standard Market(Domestic),5250,20260630
1576,3998,"SuRaLa Net Co.,Ltd.",Growth Market(Domestic),5250,20260630
1578,4004,Resonac Holdings Corporation,Prime Market (Domestic),3200,20260630
1579,4005,"SUMITOMO CHEMICAL COMPANY,LIMITED",Prime Market (Domestic),3200,20260630
1580,4008,"Sumitomo Seika Chemicals Company,Limited.",Prime Market (Domestic),3200,20260630
1581,4011,"Headwaters Co.,Ltd",Growth Market(Domestic),5250,20260630
1582,4012,"AXIS CO.,LTD.",Standard Market(Domestic),5250,20260630
1583,4013,"Kinjiro Co.,Ltd.",Growth Market(Domestic),5250,20260630
1584,4014,"KARADANOTE,INC.",Growth Market(Domestic),5250,20260630
1585,4015,Paycloud Holdings Inc.,Growth Market(Domestic),5250,20260630
1586,4016,"MIT Holdings CO.,LTD.",Standard Market(Domestic),5250,20260630
1587,4017,CREEMA LTD.,Growth Market(Domestic),5250,20260630
1588,4019,"Stmn,Inc.",Growth Market(Domestic),5250,20260630
1590,4020,BETREND CORPORATION,Growth Market(Domestic),5250,20260630
1591,4021,Nissan Chemical Corporation,Prime Market (Domestic),3200,20260630
1592,4022,"Rasa Industries,Ltd.",Prime Market (Domestic),3200,20260630
1593,4023,KUREHA CORPORATION,Prime Market (Domestic),3200,20260630
1594,4025,"TAKI CHEMICAL CO.,LTD.",Prime Market (Domestic),3200,20260630
1595,4026,"Konoshima Chemical Co.,Ltd.",Standard Market(Domestic),3400,20260630
1596,4027,TAYCA CORPORATION,Prime Market (Domestic),3200,20260630
1597,4028,"ISHIHARA SANGYO KAISHA,LTD.",Prime Market (Domestic),3200,20260630
1598,402A,Axelspace Holdings Corporation,Growth Market(Domestic),3700,20260630
1599,4031,Katakura & Co-op Agri Corporation,Standard Market(Domestic),3200,20260630
1601,4040,"NANKAI CHEMICAL COMPANY,LIMITED",Standard Market(Domestic),3200,20260630
1602,4041,"Nippon Soda Co.,Ltd.",Prime Market (Domestic),3200,20260630
1603,4042,TOSOH CORPORATION,Prime Market (Domestic),3200,20260630
1604,4043,Tokuyama Corporation,Prime Market (Domestic),3200,20260630
1605,4044,"Central Glass Co.,Ltd.",Prime Market (Domestic),3200,20260630
1606,4045,"TOAGOSEI CO.,LTD.",Prime Market (Domestic),3200,20260630
1607,4046,"OSAKA SODA CO.,LTD.",Prime Market (Domestic),3200,20260630
1608,4047,"KANTO DENKA KOGYO CO.,LTD.",Prime Market (Domestic),3200,20260630
1610,4051,"GMO Financial Gate,Inc.",Prime Market (Domestic),5250,20260630
1611,4052,Ficha Inc.,Growth Market(Domestic),5250,20260630
1612,4053,Sun* Inc.,Prime Market (Domestic),5250,20260630
1613,4054,"Japan PropTech Co.,Ltd.",Growth Market(Domestic),5250,20260630
1614,4055,T&S Group Inc.,Growth Market(Domestic),5250,20260630
1615,4056,Neural Group Inc.,Growth Market(Domestic),5250,20260630
1616,4057,"Interfactory,Inc.",Growth Market(Domestic),5250,20260630
1617,4058,"Toyokumo,Inc.",Growth Market(Domestic),5250,20260630
1618,4059,"Magmag,Inc.",Standard Market(Domestic),5250,20260630
1620,4060,rakumo Inc.,Growth Market(Domestic),5250,20260630
1621,4061,Denka Company Limited,Prime Market (Domestic),3200,20260630
1622,4062,"IBIDEN CO.,LTD.",Prime Market (Domestic),3650,20260630
1623,4063,"Shin-Etsu Chemical Co.,Ltd.",Prime Market (Domestic),3200,20260630
1624,4064,"Nippon Carbide Industries Company,Incorporated",Prime Market (Domestic),3200,20260630
1625,4068,Basis Corporation,Growth Market(Domestic),5250,20260630
1626,4069,BlueMeme Inc.,Growth Market(Domestic),5250,20260630
1628,4071,"Plus Alpha Consulting Co.,LTD.",Prime Market (Domestic),5250,20260630
1629,4072,"Densan System Holdings Co.,Ltd.",Prime Market (Domestic),5250,20260630
1630,4073,"Global Communication Planning Co.,Ltd.",Growth Market(Domestic),5250,20260630
1631,4074,"LaKeel,Inc.",Growth Market(Domestic),5250,20260630
1632,4075,"Brains Technology,Inc.",Growth Market(Domestic),5250,20260630
1633,4076,"CNS Co.,Ltd.",Growth Market(Domestic),5250,20260630
1634,4078,"Sakai Chemical Industry Co.,Ltd.",Prime Market (Domestic),3200,20260630
1635,407A,"UNICON Holdings Co.,Ltd.",Standard Market(Domestic),2050,20260630
1636,4082,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Prime Market (Domestic),3200,20260630
1637,4088,AIR WATER INC.,Prime Market (Domestic),3200,20260630
1639,4091,NIPPON SANSO HOLDINGS CORPORATION,Prime Market (Domestic),3200,20260630
1640,4092,"Nippon Chemical Industrial Co.,Ltd.",Prime Market (Domestic),3200,20260630
1641,4093,"Toho Acetylene Co.,Ltd.",Standard Market(Domestic),3200,20260630
1642,4094,"NIHON KAGAKU SANGYO CO.,LTD.",Standard Market(Domestic),3200,20260630
1643,4095,"NIHON PARKERIZING CO.,LTD.",Prime Market (Domestic),3200,20260630
1644,4097,"KOATSU GAS KOGYO CO.,LTD.",Prime Market (Domestic),3200,20260630
1645,4098,"Titan Kogyo ,Ltd.",Standard Market(Domestic),3200,20260630
1646,4099,SHIKOKU KASEI HOLDINGS CORPORATION,Prime Market (Domestic),3200,20260630
1647,409A,"ORION BREWERIES,LTD.",Prime Market (Domestic),3050,20260630
1648,4100,TODA KOGYO CORP.,Standard Market(Domestic),3200,20260630
1649,4102,"Maruo Calcium Co.,Ltd.",Standard Market(Domestic),3200,20260630
1650,4107,ISE CHEMICALS CORPORATION,Standard Market(Domestic),3200,20260630
1651,4109,STELLA CHEMIFA CORPORATION,Prime Market (Domestic),3200,20260630
1652,410A,"GMO Commerce,Inc.",Growth Market(Domestic),9050,20260630
1653,4112,"Hodogaya Chemical Co.,Ltd.",Prime Market (Domestic),3200,20260630
1654,4113,"TAOKA CHEMICAL COMPANY,LIMITED",Standard Market(Domestic),3200,20260630
1655,4114,"NIPPON SHOKUBAI CO.,LTD.",Prime Market (Domestic),3200,20260630
1656,4116,"Dainichiseika Color & Chemicals Mfg.Co.,Ltd.",Prime Market (Domestic),3200,20260630
1657,4118,KANEKA CORPORATION,Prime Market (Domestic),3200,20260630
1658,4119,Nippon Pigment Holdings Company Limited,Standard Market(Domestic),3200,20260630
1660,4120,"SUGAI CHEMICAL INDUSTRY CO.,LTD.",Standard Market(Domestic),3200,20260630
1661,4124,OSAKA YUKA INDUSTRY LTD.,Standard Market(Domestic),3200,20260630
1662,4125,SANWAYUKA INDUSTRY CORPORATION,Standard Market(Domestic),3200,20260630
1665,414A,"OVERLAP Holdings,Inc.",Growth Market(Domestic),5250,20260630
1666,4151,"Kyowa Kirin Co.,Ltd.",Prime Market (Domestic),3250,20260630
1667,415A,"GMO TECH Holdings,Inc.",Growth Market(Domestic),9050,20260630
1668,4165,"PLAID,Inc.",Growth Market(Domestic),5250,20260630
1669,4166,Cacco Inc.,Growth Market(Domestic),5250,20260630
1670,4167,Kokopelli Inc.,Growth Market(Domestic),5250,20260630
1671,4168,"Yappli,Inc.",Growth Market(Domestic),5250,20260630
1672,4169,ENECHANGE Ltd.,Growth Market(Domestic),5250,20260630
1673,416A,"FUJI UNITED HOLDINGS COMPANY,LTD.",Standard Market(Domestic),6050,20260630
1674,4170,"Kaizen Platform,Inc.",Growth Market(Domestic),5250,20260630
1675,4171,"Global Information,Inc.",Standard Market(Domestic),5250,20260630
1676,4172,"Hi-CRATES CO.,LTD.",Standard Market(Domestic),5250,20260630
1677,4174,Appirits Inc.,Standard Market(Domestic),5250,20260630
1678,4175,coly Inc.,Growth Market(Domestic),5250,20260630
1679,4176,coconala Inc.,Growth Market(Domestic),5250,20260630
1680,4177,"i-plug,Inc.",Growth Market(Domestic),5250,20260630
1681,4178,Sharing Innovations Inc.,Growth Market(Domestic),5250,20260630
1682,4179,G-NEXT Inc.,Growth Market(Domestic),5250,20260630
1683,417A,"BLUE ZONES HOLDINGS CO.,LTD.",Prime Market (Domestic),6100,20260630
1684,4180,"Appier Group,Inc.",Prime Market (Domestic),5250,20260630
1685,4182,"Mitsubishi Gas Chemical Company,Inc.",Prime Market (Domestic),3200,20260630
1686,4183,"Mitsui Chemicals,Inc.",Prime Market (Domestic),3200,20260630
1687,4186,"TOKYO OHKA KOGYO CO.,LTD.",Prime Market (Domestic),3200,20260630
1688,4187,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Prime Market (Domestic),3200,20260630
1689,4188,Mitsubishi Chemical Group Corporation,Prime Market (Domestic),3200,20260630
1690,4189,"KH Neochem Co.,Ltd.",Prime Market (Domestic),3200,20260630
1691,4192,SpiderPlus & Co.,Growth Market(Domestic),5250,20260630
1692,4193,"Fabrica Holdings Co.,Ltd.",Standard Market(Domestic),5250,20260630
1693,4194,"Visional,Inc.",Prime Market (Domestic),5250,20260630
1694,4196,NEO MARKETING Inc.,Standard Market(Domestic),5250,20260630
1695,4197,"ASMARQ Co.,Ltd.",Standard Market(Domestic),5250,20260630
1696,4198,"TENDA Co.,LTD.",Standard Market(Domestic),5250,20260630
1697,4199,WonderPlanet Inc.,Growth Market(Domestic),5250,20260630
1699,4202,Daicel Corporation,Prime Market (Domestic),3200,20260630
1700,4203,"Sumitomo Bakelite Company,Limited",Prime Market (Domestic),3200,20260630
1701,4204,"Sekisui Chemical Co.,Ltd.",Prime Market (Domestic),3200,20260630
1702,4205,ZEON CORPORATION,Prime Market (Domestic),3200,20260630
1703,4206,"Aica Kogyo Company,Limited",Prime Market (Domestic),3200,20260630
1704,4208,UBE Corporation,Prime Market (Domestic),3200,20260630
1705,4212,Sekisui Jushi Corporation,Prime Market (Domestic),3200,20260630
1706,4216,ASAHI YUKIZAI CORPORATION,Prime Market (Domestic),3200,20260630
1707,4218,"NICHIBAN CO.,LTD.",Prime Market (Domestic),3200,20260630
1708,421A,"Movin' Strategic Career CO.,LTD.",Growth Market(Domestic),9050,20260630
1709,4220,RIKEN TECHNOS CORPORATION,Prime Market (Domestic),3200,20260630
1710,4221,"Okura Industrial Co.,Ltd.",Prime Market (Domestic),3200,20260630
1711,4222,"KODAMA CHEMICAL INDUSTRY CO.,LTD.",Standard Market(Domestic),3200,20260630
1712,4224,LONSEAL CORPORATION,Standard Market(Domestic),3200,20260630
1713,4228,"Sekisui Kasei Co.,Ltd.",Prime Market (Domestic),3200,20260630
1714,4229,"Gun Ei Chemical Industry Co.,Ltd.",Prime Market (Domestic),3200,20260630
1716,4231,TIGERS POLYMER CORPORATION,Standard Market(Domestic),3200,20260630
1717,4234,"Sun A.Kaken Company,Limited",Standard Market(Domestic),3200,20260630
1718,4235,"Ultrafabrics Holdings Co.,Ltd.",Standard Market(Domestic),3200,20260630
1719,4237,Fujipream Corporation,Standard Market(Domestic),3200,20260630
1720,4238,"Miraial Co.,Ltd.",Standard Market(Domestic),3200,20260630
1721,423A,LION OFFICE PRODUCTS CORP.,Standard Market(Domestic),6050,20260630
1722,4240,"CLUSTER TECHNOLOGY CO.,LTD.",Standard Market(Domestic),3200,20260630
1723,4241,atect corporation,Standard Market(Domestic),3200,20260630
1724,4242,TAKAGI SEIKO CORPORATION,Standard Market(Domestic),3200,20260630
1725,4243,"NIX,INC.",Standard Market(Domestic),3200,20260630
1726,4245,"Daiki Axis Co.,Ltd.",Standard Market(Domestic),3200,20260630
1727,4246,DaikyoNishikawa Corporation,Prime Market (Domestic),3200,20260630
1728,4247,"POVAL KOGYO CO.,LTD.",Standard Market(Domestic),3200,20260630
